instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
10,48837,122,1,3600.127,333.541,10.373,0.49999999999999634,2.278326032563433e7,1.8629457538889408e7,2.3286741316262413e7
11,67051,112,1,3600.051,178.531,9.706,0.5000000000000012,1.4586678255390916e7,1.3536458222509539e7,1.5870275997912716e7
12,54187,97,1,3600.143,62.956,9.832,0.39999999999999686,1.9324144535633557e7,1.5865043145551683e7,1.9681988076863516e7
13,48046,117,1,3600.035,308.679,9.965,0.9999999999999996,2.4172879670816414e7,1.9363080384576377e7,2.4666194985802673e7
14,57918,106,1,3600.064,143.806,9.735,0.39999999999999575,2.0530945765481863e7,1.748943847244091e7,2.1164588407332797e7
15,53096,142,1,3600.118,330.758,8.92,0.499999301526599,2.0766058223815497e7,1.7266201083873928e7,2.134936774713909e7
16,47752,177,1,3600.131,1758.372,10.092,0.5,2.202282361903782e7,1.7931223443067543e7,2.202282361903782e7
17,53701,127,1,3600.138,107.662,10.459,0.1999999999999993,1.8908220755764935e7,1.589221680832563e7,1.9372216846974783e7
18,53204,127,1,3600.135,236.122,9.203,0.3333333333333366,2.071111672064652e7,1.742176750869351e7,2.095477221514644e7
19,50832,126,1,3600.085,160.456,10.989,0.19999999999999707,1.604137957340248e7,1.4435312324808866e7,1.7413538647215843e7
1,244001,90,1,3600.002,44.28,9.912,4.499854497908018e-6,1.6701607154901873e7,1.670160715490184e7,2.0262826047359906e7
20,53760,114,1,3600.074,116.524,9.401,0.6000000000000014,2.097672225005839e7,1.7334132881916538e7,2.1227935307043895e7
21,50047,159,1,3600.016,453.08,9.205,0.20000000000000284,2.723488196053963e7,2.1664160336203918e7,2.7358676144571036e7
22,109014,108,1,2828.582,51.741,8.819,1.25,1.3280129552080061e7,1.3280129552080061e7,1.6570576330254719e7
23,84387,92,1,3600.067,65.142,9.099,0.25,1.6166508651107054e7,1.468650561056964e7,1.810189724257906e7
24,51474,79,1,808.952,41.875,8.952,0.4999999999999982,1.3121340268609429e7,1.312134026860943e7,1.5657292358062226e7
25,15044,59,1,261.475,47.525,10.811,0.25,1.1346532500401894e7,1.1346532500401894e7,1.3993792541624032e7
26,53820,107,1,3600.022,108.896,9.192,0.19999999999993154,2.0623760997994337e7,1.6885270150675736e7,2.1226774264846735e7
27,48581,128,1,3600.127,302.169,10.045,1.9999020306471493e-6,2.1226898819747623e7,1.730818676226072e7,2.133575193178399e7
28,50632,184,1,3600.166,1165.76,9.422,1.0,1.964213756546777e7,1.6311048554348433e7,1.998673298041115e7
29,47826,158,1,3600.003,807.299,8.925,0.40000000000000036,1.5294503601521105e7,1.5914168878547784e7,1.8649274432141677e7
2,62577,109,1,3600.021,78.954,9.419,0.4,1.456478850792879e7,1.2920397555972738e7,1.5152066702086143e7
30,45123,142,1,3600.024,421.051,12.118,0.6250000000000019,1.9628220771358937e7,1.6224614653505158e7,1.9968585281847328e7
31,49359,110,1,3600.051,205.848,9.559,0.2857142857142865,1.3221914660748996e7,1.0793646554613335e7,1.3491731265130566e7
32,50094,149,1,3600.157,429.428,9.874,0.25,1.6474556291191781e7,1.3623617289717171e7,1.6791365381970443e7
33,48272,146,1,3600.11,443.163,9.548,0.2499999999999991,1.863285725166541e7,1.5359540890541725e7,1.8758754034785554e7
34,45362,79,1,603.984,27.987,9.092,0.25,1.2848730193642126e7,1.2848686532150999e7,1.4844520235222012e7
35,42011,132,1,3600.039,453.852,12.474,0.5,2.8586352482261647e7,2.2193806336340196e7,2.894819641671272e7
36,39353,114,1,3600.165,218.084,13.248,1.200003199123928,2.136326825119135e7,1.7964640292735178e7,2.1484647821136214e7
37,51611,152,1,3600.032,226.375,10.036,1.5492246099313438e-6,2.0297299025325008e7,1.8317110028409936e7,2.1534917706502695e7
38,64446,65,1,1660.691,32.141,10.781,0.666666666666667,1.5242465747769644e7,1.5242465747769648e7,1.934108990716753e7
39,18414,58,1,259.536,18.593,12.707,2.0,1.171270225627792e7,1.1712702256277919e7,1.320329140154901e7
3,60162,57,1,1115.3,23.818,9.477,0.5,1.1604093281070706e7,1.160409295546209e7,1.432740680688275e7
40,50572,132,1,3600.001,285.803,9.241,0.5,1.7876055071883157e7,1.4721486955642838e7,1.8086359612965845e7
41,52340,119,1,3600.132,213.625,10.363,0.8333333333333339,1.6230960165847586e7,1.3806888656786837e7,1.6547143656877715e7
42,66912,78,1,1476.771,35.516,10.222,0.14285714285714413,1.0839295254806641e7,1.0839295254806638e7,1.2809960117232518e7
43,13680,64,1,133.021,17.417,9.486,1.5999999999999956,1.0276486160219401e7,1.0276486160219401e7,1.1499793802055247e7
44,32940,75,1,410.625,21.64,9.803,0.8,1.2562156579180012e7,1.256215657918001e7,1.4942312036287801e7
45,43907,123,1,3600.087,158.377,13.392,1.0,1.7503118511927135e7,1.4745192773595924e7,1.7927393362780776e7
46,78972,96,1,3600.022,92.085,8.855,0.40000000000000036,1.1563444515977398e7,1.061736448056253e7,1.292998212511519e7
47,50067,212,1,3600.135,1831.322,9.643,0.42857142857145636,2.2238995127190262e7,1.8272126084733732e7,2.2599619585595403e7
48,56963,107,1,3600.009,204.066,9.677,1.3333333333333357,1.965696882130254e7,1.6531823591365434e7,2.0346584062492397e7
49,48536,114,1,3600.009,195.59,9.663,0.16666655003501774,2.1847908929771412e7,1.847779107293584e7,2.231274852696445e7
4,78260,128,1,3600.019,139.788,10.432,0.33333333333333426,2.0370274089598417e7,1.89698531508478e7,2.2789172461929295e7
50,47983,111,1,3600.029,168.128,11.626,0.9999999999999926,2.316678558540577e7,1.9563167672860734e7,2.3938986840799216e7
5,49839,153,1,3600.06,358.765,10.021,0.5999999999999996,2.0853482181116145e7,1.6409475872482443e7,2.108138566946154e7
6,44959,141,1,3600.052,711.333,10.387,1.1999999999999993,2.4760766811834455e7,2.022543606314589e7,2.4883343318555765e7
7,52706,131,1,3600.009,697.186,8.932,0.5000000000000031,2.0312543638491284e7,1.885301377441449e7,2.250189160741965e7
8,44352,87,1,916.1,60.34,10.343,0.7499999999999993,1.398812540383142e7,1.3988125403831422e7,1.6921059088727828e7
9,107684,91,1,3461.711,103.141,10.236,2.0,1.2914156714528613e7,1.2914156714528615e7,1.53507116595278e7
