instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,θ_bb,θ_box,θ_pb
10,8,8,1,0.273,1.984,9.065,1.4477943243833344e7,1.4477943243833344e7,1.4477943243833344e7
11,11,10,1,0.327,2.032,8.997,2.7385485591308113e7,2.7385485591308113e7,2.738548559130811e7
12,5,4,1,0.263,1.985,9.148,2.7974154201071758e7,2.7974154201071758e7,2.7974154201071758e7
13,6,6,1,0.261,1.958,8.878,1.8230847115207665e7,1.8230847115207665e7,1.8230847115207665e7
14,11,9,1,0.327,2.033,9.109,2.8945220755180188e7,2.8945220755180188e7,2.8945220755180184e7
15,12,11,1,0.357,2.055,9.094,2.926663275729001e7,2.926663275729001e7,2.9266632757290013e7
16,4,3,1,0.251,1.957,9.092,1.2210600031979885e7,1.2210600031979885e7,1.2210600031979885e7
17,8,6,1,0.277,1.963,9.056,1.8395344065670405e7,1.8395344065670405e7,1.8395344065670405e7
18,6,5,1,0.26,1.957,9.054,2.8187512054632127e7,2.8187512054632127e7,2.8187512054632135e7
19,6,5,1,0.258,1.959,8.989,1.810571910123508e7,1.810571910123508e7,1.810571910123508e7
1,7,4,1,0.265,1.958,9.0,9.234499040999707e6,9.234499040999707e6,9.234499040999707e6
20,4,5,1,0.245,1.946,8.982,1.8186722944160674e7,1.8186722944160674e7,1.8186722944160677e7
21,2,1,1,0.234,1.987,9.189,7247.621393697333,7247.621393697333,7247.621393697333
22,4,6,1,0.267,2.162,9.571,7.972141519279096e6,7.972141519279096e6,7.972141519279095e6
23,7,4,1,0.263,1.975,9.008,1.5304821958781965e7,1.5304821958781965e7,1.5304821958781965e7
24,10,8,1,0.294,2.015,9.157,2.0260176902929068e7,2.0260176902929068e7,2.0260176902929064e7
25,4,3,1,0.244,1.946,9.021,8.87532151716363e6,8.87532151716363e6,8.875321517163634e6
26,9,7,1,0.287,1.992,9.055,2.4729015353611823e7,2.4729015353611823e7,2.4729015353611823e7
27,9,8,1,0.283,2.011,9.15,2.4148013118931487e7,2.4148013118931487e7,2.4148013118931487e7
28,7,7,1,0.268,2.284,9.893,1.8326783039098427e7,1.8326783039098427e7,1.8326783039098423e7
29,8,7,1,0.323,2.045,8.984,1.9492209565335654e7,1.9492209565335654e7,1.9492209565335654e7
2,7,6,1,0.262,1.959,9.032,1.422743224781055e7,1.422743224781055e7,1.4227432247810552e7
30,3,5,1,0.239,1.97,9.119,9.097042781049583e6,9.097042781049583e6,9.097042781049587e6
31,7,4,1,0.275,1.985,9.099,2.25967744674044e7,2.25967744674044e7,2.2596774467404395e7
32,5,5,1,0.252,1.957,9.031,8.051071358171999e6,8.051071358171999e6,8.051071358171998e6
33,7,6,1,0.272,1.972,9.077,1.789519738913332e7,1.789519738913332e7,1.7895197389133327e7
34,8,5,1,0.371,2.603,11.594,2.163004157253544e7,2.163004157253544e7,2.1630041572535444e7
35,7,5,1,0.267,1.982,10.523,1.2997843404006224e7,1.2997843404006224e7,1.2997843404006224e7
36,8,6,1,0.281,1.974,10.587,3.5835694566518135e7,3.5835694566518135e7,3.583569456651814e7
37,4,4,1,0.285,2.203,11.431,9.695148604974702e6,9.695148604974702e6,9.695148604974706e6
38,8,7,1,0.28,1.974,9.198,2.603801534393025e7,2.603801534393025e7,2.603801534393025e7
39,9,8,1,0.287,2.004,9.077,2.460281946684476e7,2.460281946684476e7,2.4602819466844752e7
3,6,6,1,0.287,1.991,9.061,1.9834949581853136e7,1.9834949581853136e7,1.9834949581853136e7
40,8,7,1,0.279,1.992,9.195,1.4502977028812416e7,1.4502977028812416e7,1.4502977028812416e7
41,6,7,1,0.282,2.014,9.065,2.189355639047259e7,2.189355639047259e7,2.1893556390472595e7
42,8,7,1,0.279,2.002,9.064,1.9378255439534526e7,1.9378255439534526e7,1.937825543953453e7
43,4,2,1,0.271,2.006,9.245,3.8027453903671773e6,3.8027453903671773e6,3.8027453903671782e6
44,2,1,1,0.233,1.928,8.974,10569.368296311355,10569.368296311355,10569.368296311353
45,5,5,1,0.252,1.965,9.049,5.096363451178011e6,5.096363451178011e6,5.096363451178011e6
46,6,4,1,0.264,1.976,9.122,1.5404580289430872e7,1.5404580289430872e7,1.540458028943087e7
47,6,7,1,0.262,1.979,9.046,1.893760322512148e7,1.893760322512148e7,1.893760322512148e7
48,5,5,1,0.253,1.933,9.021,9.247789669235218e6,9.247789669235218e6,9.247789669235218e6
49,8,6,1,0.337,2.345,10.212,1.9117630565408e7,1.9117630565408e7,1.9117630565408e7
4,5,3,1,0.257,1.95,8.883,2.08587016796359e7,2.08587016796359e7,2.08587016796359e7
50,2,1,1,0.249,2.122,9.508,3797.2545888069444,3797.2545888069444,3797.2545888069444
5,6,6,1,0.261,2.002,9.129,1.4191191269641835e7,1.4191191269641835e7,1.4191191269641837e7
6,4,4,1,0.244,1.953,9.056,1.0451555190274667e7,1.0451555190274667e7,1.0451555190274669e7
7,5,3,1,0.255,1.956,9.041,1.0171679443430722e7,1.0171679443430722e7,1.0171679443430722e7
8,6,5,1,0.259,1.962,9.039,1.2440228840933306e7,1.2440228840933306e7,1.2440228840933306e7
9,11,10,1,0.331,2.029,9.085,3.823447160839998e7,3.823447160839998e7,3.823447160839998e7
