o_bb,o_box,o_pb
1.0900758139850616e7,1.0236695043037415e7,1.090098658955574e7
8.163487682086945e6,8.620545510137558e6,8.620521745269775e6
9.316069510255814e6,1.1270164352142334e7,1.1270157548332214e7
3.9249750016316064e6,3.924975395565033e6,3.9249726093120575e6
4.11703363815046e6,4.1170298653390124e6,4.11699449817276e6
5.592474276004791e6,5.810693295194626e6,5.810687691007482e6
7.882624161159515e6,7.50669565212059e6,7.882623714584351e6
1.0003528695135117e7,1.2273399441251755e7,1.3124043933629792e7
1.4475612955478668e7,1.4307525873342514e7,1.4475612955478668e7
4.333100563330753e6,4.33310576567067e6,4.333099882036816e6
9.060573588256836e6,9.373125955450058e6,9.37299157844162e6
5.024663564945221e6,5.630260861443454e6,5.63026086144514e6
1.0621227673030853e7,1.1319734900810242e7,1.1783237959688187e7
8.213307820795059e6,9.369151792541504e6,9.368947452806473e6
1.0636988251508713e7,1.1635800855659485e7,1.1635787673475266e7
8.451049638950258e6,8.451746240226746e6,8.451746239379883e6
5.609877272703171e6,5.609902147600174e6,5.609877272703115e6
7.615974952196121e6,7.6132177612781525e6,7.613181796746196e6
6.112784825696945e6,5.177612089746475e6,6.112739202695847e6
5.978725780452728e6,5.424994962432658e6,6.199055346497025e6
7.368637602489471e6,7.494922784553528e6,7.494922541873932e6
7.124762458702087e6,7.593955668722153e6,7.593933888912201e6
9.904345290452957e6,1.0672739780866623e7,1.1002777447795868e7
1.3011533346754074e7,1.3012053748516083e7,1.3012035524824142e7
6.14376296903801e6,5.613094971826553e6,6.143762969034764e6
4.74410344916153e6,4.9272944090538025e6,4.92730066753006e6
1.008162901024437e7,1.008162901024437e7,1.0081629010246277e7
1.3937495370178223e7,1.4313909704698563e7,1.4313909704697922e7
1.2236050044937134e7,1.3922115010808945e7,1.3922045374769107e7
1.0949342446016312e7,1.094983325851059e7,1.0949832207161754e7
1.0331895151338577e7,1.0730717377716064e7,1.105478741408348e7
5.019443367580414e6,4.815989103500366e6,5.019443367582574e6
7.467624104701996e6,7.670166779203415e6,7.670160640937805e6
1.0666957329860687e7,1.0797077907089233e7,1.0859531583329279e7
1.1748557394004822e7,1.356299080446434e7,1.3562955970079422e7
5.297412935181731e6,5.295360159836553e6,5.295312860383987e6
7.192905532531738e6,7.193434877233505e6,7.19343190389061e6
6.490396045511246e6,6.490396045511246e6,6.490396045511246e6
9.69384036073494e6,9.99615752050972e6,1.0097346020254135e7
1.1810588469665527e7,1.181106462203598e7,1.1811064622040497e7
7.556493994836807e6,7.553577348201752e6,8.170577619703293e6
6.917135423992157e6,6.485297551576614e6,6.917135423992157e6
4.979616827432781e6,5.333854280179995e6,5.33380912115097e6
7.659704591058731e6,9.62747763732338e6,9.627450737369537e6
4.784736784671783e6,4.956499550204152e6,4.956499550204299e6
8.115566172136307e6,8.508989984834671e6,9.46555859693718e6
9.95005175189972e6,1.047624543056488e7,1.0985301135866022e7
1.228644627248764e7,1.2420295848054886e7,1.242009049256048e7
7.722303056964115e6,7.722303057739258e6,7.722303056967583e6
7.644291988143876e6,7.644589682047995e6,7.644565039097222e6
1.139706886879921e7,1.3491418217100143e7,1.4210665922493905e7
1.094251577319336e7,1.0823093349250793e7,1.0942491746471405e7
6.012945691854477e6,6.371518957365036e6,6.371518957365036e6
3.820370161183523e6,3.820370161184145e6,3.8203701611824036e6
7.960648244582743e6,8.291427185506102e6,8.291339674551341e6
5.703435391869534e6,5.703435391869362e6,5.703435391869907e6
1.4139823457134247e7,1.5558427487077713e7,1.5558419720471343e7
1.0260177631069183e7,1.0261236295736313e7,1.026116956537056e7
1.3901395078220367e7,1.4494589292098999e7,1.4494563227056503e7
1.2128663076761246e7,1.212903856543541e7,1.2129010543383162e7
6.5126318012981415e6,6.512606720739365e6,6.512605465837479e6
5.765138030605316e6,5.765161761199951e6,5.765136661121446e6
1.3832390971918106e7,1.3833165253620148e7,1.383316152326969e7
6.808390390307784e6,6.697388408103943e6,6.808390390309289e6
1.0237247840990067e7,1.0354380740528107e7,1.0354365213294983e7
8.553853943998337e6,1.0560472032903671e7,1.0560433386790473e7
5.177380640825272e6,5.177385299688339e6,5.177380640823364e6
1.2338602701627731e7,1.2627655779706955e7,1.2627649704774857e7
1.2734078059782028e7,1.273513239899826e7,1.2735115892887115e7
9.36779691352272e6,1.097933259644272e7,1.0979330596443525e7
4.896066243555069e6,5.505313771774292e6,5.505313771775294e6
3.283957481765396e6,3.2839032300788565e6,3.283860308615677e6
9.341177655948639e6,9.343964349739075e6,9.343964349740982e6
1.2916134290094376e7,1.2916818274744034e7,1.2916803906751633e7
9.490557306753159e6,9.49056660974884e6,9.490557306753159e6
1.2267917165800095e7,1.2200837201360703e7,1.2774524844192505e7
7.047634440145493e6,6.51621722784996e6,7.047634440146079e6
7.72452412446022e6,7.976192473519495e6,7.976146495037309e6
3.9474471717953295e6,3.9763476037330627e6,4.306013016393022e6
7.120732109764099e6,7.719982294031143e6,7.719940529806137e6
1.0702865303447723e7,1.1020964725603104e7,1.1141771235200882e7
7.608254014699936e6,8.331539043823242e6,8.331539043823242e6
1.3187569176820755e7,1.3187569176820755e7,1.3187569176822662e7
1.2505743814994812e7,1.2032928535802841e7,1.250574381499672e7
1.305317666316986e7,1.3054454918260574e7,1.3054399561365128e7
5.111185312782288e6,5.502624290468216e6,5.502624289919196e6
8.905908151334204e6,8.891395587833118e6,8.906598837358141e6
9.310074364816604e6,9.310081941303192e6,9.310074364815913e6
1.2032367181890488e7,1.1444616636096954e7,1.203274534876442e7
8.764812172393799e6,8.764826870628357e6,8.764812172395706e6
4.427841108036509e6,4.42789899356799e6,4.42784110803651e6
9.138623383354187e6,1.0296551454114914e7,1.0296515986839294e7
1.3970374995433807e7,1.3464432025846481e7,1.4919259338504791e7
5.108099149938583e6,5.4323968377456665e6,5.432381334953809e6
1.255010726418686e7,1.3375651122964859e7,1.3375632444711503e7
5.933551935451508e6,5.933551530780792e6,5.933551530780684e6
4.985719880132675e6,5.196396995799854e6,5.196396995797727e6
5.018931903614044e6,5.1315510139427185e6,5.131551013943419e6
1.010603470552826e7,1.0106048848672867e7,1.0106034705526352e7
8.24832201117897e6,8.248901388946533e6,8.248901047000885e6
1.2502084752861023e7,1.3000183538066864e7,1.3254867826536272e7
1.2091525958292007e7,1.209219073340416e7,1.2092190733406067e7
4.899924901046753e6,4.89996184296608e6,4.89992490055717e6
1.0120874576704854e7,1.047390944052887e7,1.0473886917559236e7
5.233471736700058e6,5.2334570384655e6,5.233457038461685e6
1.0554095342193604e7,1.0554095342193604e7,1.055409534219551e7
1.1895141865493774e7,1.1896079164108276e7,1.1895934976172449e7
7.56153379426384e6,7.723889282542251e6,7.723881159764788e6
8.037814864459991e6,8.037804018393961e6,8.037804018391189e6
4.505380001366196e6,4.505380001366195e6,4.505380001366269e6
4.5740705224122405e6,4.574226681081016e6,4.574024917678833e6
9.842963639112473e6,1.089229554193306e7,1.089229554193306e7
1.0115288231193542e7,1.0116026311552048e7,1.0116008372888565e7
5.762776852880478e6,7.06067205059433e6,7.06067205059433e6
5.698159549509048e6,5.96469356076622e6,5.964652329713821e6
8.138789568561554e6,8.316187340806961e6,9.450226197065353e6
6.063629250551224e6,6.327632462631226e6,6.375719306013107e6
4.743247002870632e6,4.743247050784519e6,4.743247002869589e6
5.375326973813133e6,5.551858971523845e6,5.586115967833227e6
7.4878307947769165e6,7.376233233346939e6,7.487991901176453e6
1.1019657632413864e7,1.0915515475740433e7,1.1019657352489471e7
6.736287519603729e6,6.831167785009384e6,6.831167784325199e6
1.2800429619537354e7,1.6371245282197952e7,1.6371245282197522e7
1.035436062653044e7,1.035436062653044e7,1.0354360626534149e7
5.343693269414902e6,5.34369326940164e6,5.34369326940155e6
9.68276985261345e6,9.683207071331024e6,9.68319581432724e6
6.784626113004684e6,7.649458077220917e6,7.649446171318054e6
8.571613722698212e6,9.396938712873459e6,9.396937187719345e6
1.3330892844654083e7,1.2099459343450546e7,1.333235723657608e7
7.719277087352753e6,7.719455120426178e6,7.719277087352753e6
9.508482318445206e6,8.960819223953247e6,9.508991113437653e6
7.328077541654587e6,7.328077541652679e6,7.328077541652055e6
5.423760673536301e6,5.75320099074173e6,5.753200990167116e6
1.4142781197486877e7,1.2379684569972992e7,1.4143929338101102e7
1.3689369115104675e7,1.5517071415878296e7,1.553036927451706e7
9.6595847604599e6,1.0357254773147583e7,1.035722651398468e7
1.1781532159601212e7,1.1732586457174301e7,1.1781979036592484e7
6.8850888300971985e6,6.885088830093384e6,6.885070201293945e6
1.089529829898262e7,1.0896785323663712e7,1.0896781197042465e7
7.670683488292694e6,7.670683488292694e6,7.670683488293784e6
5.211622909773262e6,6.25140873991028e6,6.251408739910126e6
1.4468359132951736e7,1.2741015931440353e7,1.4469655738660812e7
3.94196511312294e6,3.9419651132164e6,3.9419651131213503e6
1.0141856947925568e7,9.766235516557693e6,1.026483396470642e7
6.390953068112837e6,6.50904244987089e6,6.509039810548782e6
1.130450639926529e7,1.1244915771860123e7,1.1421377900444128e7
9.39861401776123e6,1.0432825335136414e7,1.0868782866090775e7
8.375211771219254e6,8.916592663333893e6,8.979855301322937e6
8.48869887830162e6,8.48869887915039e6,8.48869887830162e6
6.181167829366684e6,6.181167829366684e6,6.181167829365153e6
8.112827113248559e6,8.58956450387764e6,8.893408179582328e6
1.4264420957345963e7,1.4318316741203308e7,1.4522639379069414e7
1.3014430052526474e7,1.301445704725647e7,1.3014394460261714e7
9.99250959567833e6,9.993396315805435e6,9.99339631579906e6
3.78463998057482e6,3.7846308469982147e6,3.784630847006736e6
9.69283383039253e6,9.805617548498584e6,9.805532543783188e6
4.921042569868088e6,4.6221955520038605e6,4.921040385207545e6
4.851534283319473e6,4.851534282833099e6,4.851534282833099e6
7.155071106683876e6,7.804694581645495e6,7.804694581640549e6
6.297123172462463e6,6.231883822446823e6,6.709992395360947e6
1.2635459667142868e7,1.2635948460075378e7,1.2635938992292404e7
1.27451130977211e7,1.50230717725029e7,1.5023014851507187e7
5.537834100587845e6,5.537823728197098e6,5.537665143441221e6
5.8921827097148895e6,6.230576891693115e6,6.230538742976794e6
1.2201903956178665e7,1.3507645043704987e7,1.3507645042352566e7
1.2895656770957947e7,1.2794204543830872e7,1.2895562988288363e7
9.335022540988922e6,1.1119006666923523e7,1.1118999573944703e7
7.123156340707779e6,6.204907736371994e6,7.123156340703964e6
4.818980693918228e6,4.818980693918228e6,4.818980693918228e6
6.362804131824493e6,6.893833860048697e6,6.893833860048458e6
1.3133448271572113e7,1.3852171156591415e7,1.519021862748909e7
1.0528945134101868e7,1.1547036595090866e7,1.154700009154892e7
6.64734255591774e6,6.393319299594879e6,7.320205492330547e6
3.819462918821335e6,3.819473725795746e6,3.8194629188199285e6
3.6194672976017e6,3.618909476577759e6,3.618909476577759e6
1.0172704931200027e7,9.813271225637436e6,1.1865278952375982e7
1.0034584788787842e7,1.0762967899061203e7,1.0762901536561966e7
4.407915448663374e6,4.532417542209625e6,4.53241754220954e6
