instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb,n,m,pc,k
10,13,14,1,0.449,2.35,9.971,0.7142857142857224,2.5996843862803094e7,2.5996843862803094e7,2.599684386280309e7,4,15,0.1,1
11,11,10,1,0.349,2.072,9.417,1.599999999999996,2.83558401839947e7,2.83558401839947e7,2.8355840183994703e7,4,15,0.1,1
12,9,8,1,0.311,2.044,9.294,2.6666666666666643,1.4475224046683045e7,1.4475224046683045e7,1.4475224046683045e7,4,15,0.1,1
13,10,9,1,0.373,2.162,9.927,1.0000000002000036,1.9385874796476662e7,1.9385874796476662e7,1.9385874796476662e7,4,15,0.1,1
14,13,12,1,0.408,2.208,9.75,0.800000000180006,2.061748370612701e7,2.061748370612701e7,2.0617483706127003e7,4,15,0.1,1
15,8,9,1,0.386,2.54,10.311,3.0,2.2634320738637585e7,2.2634320738637585e7,2.2634320738637585e7,4,15,0.1,1
16,12,11,1,0.422,2.489,10.648,1.9999999999999998,2.573963546615307e7,2.573963546615307e7,2.5739635466153074e7,4,15,0.1,1
17,12,11,1,0.401,2.398,10.509,1.0,2.1996133670677073e7,2.1996133670677073e7,2.1996133670677073e7,4,15,0.1,1
18,12,11,1,0.413,2.08,9.486,1.625,3.2835757780675065e7,3.2835757780675065e7,3.2835757780675057e7,4,15,0.1,1
19,12,10,1,0.444,2.311,10.57,3.0,1.9879581681345098e7,1.9879581681345098e7,1.98795816813451e7,4,15,0.1,1
1,12,11,1,0.453,2.38,10.55,1.3999999999999986,2.4409793810916636e7,2.4409793810916636e7,2.4409793810916632e7,4,15,0.1,1
20,13,11,1,0.388,2.161,9.774,0.25,3.1348776007204417e7,3.1348776007204417e7,3.1348776007204413e7,4,15,0.1,1
21,13,12,1,0.356,1.998,8.996,1.1428571428571423,3.0900317830647126e7,3.0900317830647126e7,3.0900317830647126e7,4,15,0.1,1
22,13,12,1,0.535,3.027,12.5,1.0,2.806669910371253e7,2.806669910371253e7,2.8066699103712533e7,4,15,0.1,1
23,14,13,1,0.498,2.441,10.39,0.8571428571428577,3.0011319913532354e7,3.0011319913532354e7,3.0011319913532346e7,4,15,0.1,1
24,11,11,1,0.364,2.305,10.215,3.000000000400007,1.7319269569752034e7,1.7319269569752034e7,1.7319269569752034e7,4,15,0.1,1
25,15,14,1,0.473,2.206,9.654,0.6666666666666643,3.705442237288461e7,3.705442237288461e7,3.705442237288461e7,4,15,0.1,1
26,11,10,1,0.355,2.093,9.584,4.800000000000001,3.330554630974638e7,3.330554630974638e7,3.330554630974638e7,4,15,0.1,1
27,14,13,1,0.407,2.047,9.173,0.5000000001500098,2.6289003736442175e7,2.6289003736442175e7,2.6289003736442175e7,4,15,0.1,1
28,15,14,1,0.423,2.042,9.143,1.8000000000000007,2.5745027317760058e7,2.5745027317760058e7,2.5745027317760058e7,4,15,0.1,1
29,13,13,1,0.363,2.045,9.181,1.0000000002000036,3.0215748647092704e7,3.0215748647092704e7,3.0215748647092707e7,4,15,0.1,1
2,13,11,1,0.425,2.13,9.986,1.0,1.6534007545271218e7,1.6534007545271218e7,1.653400754527122e7,4,15,0.1,1
30,9,8,1,0.279,1.991,8.921,2.5,1.8856032006306004e7,1.8856032006306004e7,1.8856032006306e7,4,15,0.1,1
31,12,11,1,0.405,2.214,9.918,0.25000000000000444,2.7648161193440635e7,2.7648161193440635e7,2.764816119344063e7,4,15,0.1,1
32,10,9,1,0.406,2.212,9.915,1.8000000000000007,2.3407646458695367e7,2.3407646458695367e7,2.340764645869537e7,4,15,0.1,1
33,13,13,1,0.394,2.035,8.95,1.4285714285714306,2.8781501506500624e7,2.8781501506500624e7,2.878150150650062e7,4,15,0.1,1
34,12,10,1,0.35,2.163,9.636,0.12499999999999734,1.5047933805035273e7,1.5047933805035273e7,1.5047933805035273e7,4,15,0.1,1
35,14,12,1,0.402,2.097,9.284,0.9999999999999433,3.191136101062399e7,3.191136101062399e7,3.191136101062399e7,4,15,0.1,1
36,11,10,1,0.328,2.039,9.009,1.3333333333333357,1.6498215224322101e7,1.6498215224322101e7,1.64982152243221e7,4,15,0.1,1
37,12,11,1,0.316,2.031,9.06,0.25,2.3777136852275252e7,2.3777136852275252e7,2.3777136852275256e7,4,15,0.1,1
38,12,12,1,0.441,2.376,9.903,2.3999999999999986,2.5188591276747562e7,2.5188591276747562e7,2.5188591276747555e7,4,15,0.1,1
39,10,9,1,0.351,2.069,9.387,1.0000000000000493,2.073595127362171e7,2.073595127362171e7,2.0735951273621704e7,4,15,0.1,1
3,15,14,1,0.422,2.377,9.858,0.6666666666666643,2.974612391858894e7,2.974612391858894e7,2.9746123918588936e7,4,15,0.1,1
40,7,6,1,0.274,2.038,9.368,2.4285714285714306,1.2938621968641745e7,1.2938621968641745e7,1.2938621968641749e7,4,15,0.1,1
41,10,9,1,0.365,2.231,9.969,2.0,2.7252823941388324e7,2.7252823941388324e7,2.725282394138832e7,4,15,0.1,1
42,11,11,1,0.394,2.407,10.237,3.0,2.448559323216926e7,2.448559323216926e7,2.4485593232169252e7,4,15,0.1,1
43,13,13,1,0.527,2.877,12.001,2.000000000000007,2.9538757957636148e7,2.9538757957636148e7,2.953875795763614e7,4,15,0.1,1
44,8,7,1,0.314,2.383,10.29,2.0,1.992406557318249e7,1.992406557318249e7,1.9924065573182486e7,4,15,0.1,1
45,12,10,1,0.402,2.363,10.634,1.3999999999999986,1.9779804941836607e7,1.9779804941836607e7,1.9779804941836603e7,4,15,0.1,1
46,10,9,1,0.396,2.392,10.577,1.0,1.770216165497046e7,1.770216165497046e7,1.7702161654970456e7,4,15,0.1,1
47,11,11,1,0.479,2.589,12.031,2.0,2.5023095635492414e7,2.5023095635492414e7,2.5023095635492407e7,4,15,0.1,1
48,13,12,1,0.396,2.339,9.952,1.8333333333333357,2.8681813747033477e7,2.8681813747033477e7,2.8681813747033477e7,4,15,0.1,1
49,15,14,1,0.531,2.806,11.941,0.42857142857142705,2.6387892003404636e7,2.6387892003404636e7,2.6387892003404636e7,4,15,0.1,1
4,14,12,1,0.435,2.273,9.883,1.0,3.0251554049599487e7,3.0251554049599487e7,3.025155404959948e7,4,15,0.1,1
50,11,10,1,0.48,3.022,13.06,2.0,2.511804342779971e7,2.511804342779971e7,2.5118043427799705e7,4,15,0.1,1
5,11,10,1,0.346,1.933,8.935,2.0,2.3953345010687765e7,2.3953345010687765e7,2.395334501068777e7,4,15,0.1,1
6,12,11,1,0.372,2.07,9.443,2.0,2.7509778545525827e7,2.7509778545525827e7,2.7509778545525823e7,4,15,0.1,1
