instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
33,36422,101,1,3600.085,3600.062,10.43,3.0,1.7074811728086032e7,1.6392727011466052e7,1.813912291190012e7
34,27558,81,1,3600.22,3600.041,9.182,3.7333333333333343,2.3124824549221974e7,1.8447291031384762e7,2.3258462120881546e7
35,2,1,1,0.234,1.984,9.049,0.0,3251.499774127473,3251.499774127473,3251.499774127473
36,29175,99,1,3600.023,3600.052,9.107,6.5,3.126621850344464e7,2.660187662886651e7,3.1770472407742865e7
37,26346,71,1,3600.233,3600.053,9.155,5.000000000000002,2.6336229152589094e7,1.987471651611413e7,2.6336229152589098e7
38,96,26,1,1.349,13.141,9.493,1.0,1.696735251195917e6,1.6967352511960731e6,1.6967352511960736e6
39,27887,105,1,3600.271,3600.042,9.468,3.9999999999999893,2.5231684680199686e7,2.2658080697231516e7,2.5231684680199694e7
3,31995,128,1,3600.072,3600.03,10.413,3.0,1.4320327160976432e7,1.3826590267843215e7,1.4320327160976436e7
40,29758,97,1,3600.218,3600.058,9.215,4.0,2.0221736797535837e7,1.805561336141175e7,2.0221736797535844e7
41,232,22,1,3.038,10.19,9.145,1.0,3.9730721418013745e6,3.97307201585252e6,3.9730721418013754e6
42,27448,87,1,3600.159,3600.056,9.118,6.0,4.290750012038994e7,3.3539301387697462e7,4.2907500120389946e7
43,2,1,1,0.236,1.991,9.103,0.0,2025.3106725605232,2025.3106725605232,2025.3106725605235
44,39485,95,1,3600.001,727.495,9.426,0.7368421052631398,1.2628192332799513e7,1.2237784062759155e7,1.314874510022069e7
45,2,1,1,0.245,2.033,9.354,0.0,4681.0659506328675,4681.065950632868,4681.065950632868
46,30029,110,1,3600.251,3600.062,9.454,3.0,1.7151552839715354e7,1.6150222541799359e7,1.7151552839715358e7
47,27541,55,1,3600.08,3600.09,9.329,5.625,1.919622210499171e7,1.5135868091660865e7,1.919622210499171e7
48,41353,126,1,3600.196,671.982,9.423,0.0588235294117645,7.269176522967723e6,7.269176522967724e6,7.269176522967725e6
49,30464,73,1,3600.159,3600.046,9.97,4.999999999999997,2.098056307141355e7,1.7332267135654707e7,2.111085068664574e7
4,28355,105,1,3600.199,3600.037,9.787,7.0,1.894275485735508e7,1.7101342356039863e7,1.8942754857355088e7
50,s,69,1,i,3600.042,9.634,8.6875,a,3.6206421179639526e7,5.52196369355555e7
5,33457,162,1,3600.102,3337.136,9.775,0.41176470588235503,1.4294934247666188e7,1.3651140143771412e7,1.4294934247666921e7
6,92585,72,1,3600.002,301.875,9.694,0.9999999999999969,6.10307737712887e6,6.352019066664651e6,6.352019168100728e6
7,23520,57,1,3600.254,3600.038,10.382,6.0,2.569560611552194e7,1.933393532531286e7,2.569560611552195e7
8,23960,50,1,3600.002,3600.069,10.474,7.526315789473685,2.636900436321773e7,2.3169266772300094e7,3.1488303777167812e7
9,26315,151,1,3600.246,3600.026,11.842,2.0,1.6394997648095224e7,1.545454562911712e7,1.6394997648095228e7
