instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
10,31860,109,1,3600.028,3600.064,10.702,2.058823529411768,1.8764820726708204e7,1.6758856219402947e7,1.923681913453678e7
11,34620,110,1,3600.214,3600.043,10.415,6.578947368421055,1.9629759961656947e7,1.8236923615229264e7,2.000962441116493e7
12,24805,85,1,3600.143,3600.054,9.548,5.578947368421055,3.8193614069320634e7,2.9991083907012757e7,3.819361406932064e7
13,37084,158,1,3600.25,1791.004,9.245,0.9999928603322417,9.205423769717235e6,9.205423651247853e6,9.205423769717239e6
14,24653,83,1,3600.162,3600.071,10.0,5.000000000600011,2.5926874240042422e7,2.1273985265904766e7,2.592687424004243e7
15,35159,132,1,3600.099,2086.091,10.229,1.0,1.0461057645312283e7,1.046105752000293e7,1.0461057645312289e7
16,27952,129,1,3600.287,3600.034,13.331,2.875000041537543,1.1546135180329315e7,1.0899225487488955e7,1.154613518032932e7
17,1451,22,1,21.641,11.659,11.591,1.0,2.4878980918227807e6,2.4878980918230903e6,2.4878980918230903e6
18,28004,137,1,3600.326,3600.059,12.015,1.0,1.4983842791215865e7,1.4144873679570707e7,1.4983842791215867e7
19,27365,60,1,3600.089,3600.034,10.145,6.0625,2.479481619164486e7,2.053784002079597e7,2.4794816191644862e7
1,30060,130,1,3600.19,3600.052,9.888,1.0,1.5121628342268646e7,1.4281832998499451e7,1.512162834226865e7
20,29819,81,1,3600.082,3600.049,10.384,3.0,2.0488904611677215e7,1.8415093936494276e7,2.0488904611677222e7
21,28217,129,1,3600.102,3600.058,9.796,0.9999999999999964,1.6664305036788182e7,1.5870829085541604e7,1.6664305036788184e7
22,2,1,1,0.312,2.573,11.454,0.0,1998.9382156507927,1998.9382156507713,1998.938215650793
23,26337,110,1,3600.002,3600.044,9.715,5.0,1.809786752406444e7,1.653575850599428e7,1.8097867524064455e7
24,2,1,1,0.248,2.093,11.208,0.0,4090.7817979268393,4090.7817979268398,4090.7817979268398
25,26293,72,1,3600.145,3600.178,9.717,5.0,3.4531024717598476e7,2.7141778733976115e7,3.47858277608064e7
26,28545,114,1,3600.007,3600.044,9.671,4.3,2.1617654205078702e7,1.9710587549131013e7,2.1617654205078714e7
27,25263,84,1,3600.041,3600.037,10.028,5.210526315789473,2.8466436390868984e7,2.2348408959014468e7,2.859944015021435e7
28,26941,68,1,3600.058,3600.047,10.291,9.722222222222229,3.0608392961137827e7,2.4339585163336717e7,3.0608392961137842e7
29,2,1,1,0.27,2.121,9.926,0.0,4021.7778397597895,4021.7778396867216,4021.7778397597904
2,35049,148,1,3600.069,3600.098,9.253,2.0,1.149665164379248e7,1.1229382129986979e7,1.1496651643792486e7
30,26354,128,1,3600.205,3600.066,9.2,1.9999999999999147,1.1924184685926683e7,1.13281560926599e7,1.1924184685926687e7
31,28036,72,1,3600.028,3600.043,9.583,7.250000000000001,2.7337172202457115e7,2.300233196745038e7,2.7939232580776565e7
32,73698,87,1,3600.043,331.823,9.446,0.9999972952751364,5.955499075436365e6,6.208836794696643e6,6.208836794696645e6
