instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
10,8,5,1,0.314,2.398,10.496,7.666666666666657,2.1978261300448082e7,2.1978261300448082e7,2.197826130044808e7
11,6,5,1,0.265,2.129,9.697,2.0,1.514612588008258e7,1.514612588008258e7,1.514612588008258e7
12,8,8,1,0.267,2.029,9.131,2.3999999999999986,2.5251296830347475e7,2.5251296830347475e7,2.525129683034748e7
13,6,4,1,0.245,1.95,8.831,5.0,1.4782104101156984e7,1.4782104101156984e7,1.4782104101156984e7
14,5,4,1,0.242,1.951,8.962,4.0,7.676004987933196e6,7.676004987933196e6,7.676004987933197e6
15,9,8,1,0.315,2.43,10.443,1.0,2.6518381332137614e7,2.6518381332137614e7,2.6518381332137614e7
16,8,8,1,0.274,2.05,9.21,2.0,3.014108028198072e7,3.014108028198072e7,3.0141080281980716e7
17,5,3,1,0.266,2.08,9.44,1.0,1.739475284623336e6,1.739475284623336e6,1.739475284623336e6
18,5,3,1,0.238,1.949,8.881,5.0,8.758854288710767e6,8.758854288710767e6,8.758854288710766e6
19,5,5,1,0.245,2.13,9.344,4.0,1.2428293143451858e7,1.2428293143451858e7,1.2428293143451858e7
1,6,5,1,0.275,2.268,9.92,5.375,2.5430095141768746e7,2.5430095141768746e7,2.5430095141768754e7
20,7,6,1,0.274,2.034,9.256,2.0,8.1987209471832095e6,8.1987209471832095e6,8.198720947183211e6
21,6,5,1,0.274,2.138,9.579,1.0,1.4696874924518913e7,1.4696874924518913e7,1.4696874924518917e7
22,9,8,1,0.281,2.051,9.166,1.8571428571428612,2.308052551240907e7,2.308052551240907e7,2.308052551240907e7
23,10,8,1,0.312,1.991,8.975,1.1666666666666714,2.9208592434572116e7,2.9208592434572116e7,2.9208592434572116e7
24,6,6,1,0.257,2.067,9.213,1.9999999999999982,1.5054035544615919e7,1.5054035544615919e7,1.5054035544615922e7
25,7,5,1,0.307,2.483,11.009,4.0,1.044565185169942e7,1.044565185169942e7,1.044565185169942e7
26,8,7,1,0.277,2.227,9.705,1.0000000002000036,2.5404450738764644e7,2.5404450738764644e7,2.5404450738764644e7
27,4,3,1,0.28,2.22,9.748,14.0,6.254466887738635e6,6.254466887738635e6,6.254466887738636e6
28,7,6,1,0.353,2.634,11.463,2.0,8.1987209471832095e6,8.1987209471832095e6,8.198720947183211e6
29,5,5,1,0.254,2.101,9.595,5.0,1.0609941780755995e7,1.0609941780755995e7,1.0609941780755993e7
2,9,8,1,0.292,2.23,9.798,3.0,3.475013605929239e7,3.475013605929239e7,3.475013605929239e7
30,9,8,1,0.374,2.808,12.774,1.0,3.2023025430999067e7,3.2023025430999067e7,3.2023025430999067e7
31,5,4,1,0.287,2.264,10.033,3.0,1.2400881278358176e7,1.2400881278358176e7,1.2400881278358178e7
32,6,5,1,0.27,2.087,9.289,4.111111111111114,1.7334275736509364e7,1.7334275736509364e7,1.7334275736509368e7
33,5,4,1,0.267,2.22,9.586,2.0,1.0905000396232435e7,1.0905000396232435e7,1.0905000396232434e7
34,7,6,1,0.35,2.758,11.83,3.0,1.9151468299321286e7,1.9151468299321286e7,1.9151468299321286e7
35,10,9,1,0.358,2.757,12.042,1.0,2.3043657276484136e7,2.3043657276484136e7,2.3043657276484136e7
36,9,8,1,0.359,2.374,10.334,1.0,2.631178631745611e7,2.631178631745611e7,2.6311786317456115e7
37,7,5,1,0.3,2.317,9.836,2.0,1.7838568598450363e7,1.7838568598450363e7,1.7838568598450363e7
38,7,6,1,0.269,2.244,9.724,1.0,8.870982113607887e6,8.870982113607887e6,8.870982113607889e6
39,9,6,1,0.314,2.375,10.389,0.4285714285714306,1.282667691305649e7,1.282667691305649e7,1.282667691305649e7
3,4,3,1,0.281,2.284,9.948,7.0,5.142497129270973e6,5.142497129270973e6,5.142497129270974e6
40,9,4,1,0.254,1.96,8.922,7.0,9.184062238402389e6,9.184062238402389e6,9.184062238402389e6
41,4,3,1,0.264,2.174,9.771,5.0,7.439434831866649e6,7.439434831866649e6,7.439434831866648e6
42,6,5,1,0.28,1.954,9.054,5.0,1.842238586322618e7,1.842238586322618e7,1.842238586322618e7
43,9,5,1,0.285,2.077,9.397,1.0,1.3826181691797199e7,1.3826181691797199e7,1.3826181691797199e7
44,6,5,1,0.267,2.063,9.36,7.0,7.697083449545674e6,7.697083449545674e6,7.697083449545676e6
45,6,6,1,0.257,2.068,9.456,2.0,1.6657146538666522e7,1.6657146538666522e7,1.6657146538666522e7
46,7,5,1,0.337,2.689,12.204,2.857142857142861,1.5084181670024265e7,1.5084181670024265e7,1.5084181670024266e7
47,4,3,1,0.235,1.946,8.862,7.0,2.428397445179375e6,2.428397445179375e6,2.4283974451793744e6
48,8,7,1,0.25,1.996,8.886,2.3999999999999986,1.1974986740480307e7,1.1974986740480307e7,1.197498674048031e7
49,8,5,1,0.261,2.002,8.961,1.75,7.085744528288458e6,7.085744528288458e6,7.085744528288458e6
4,9,8,1,0.312,2.354,9.913,0.6666666666666643,1.9863362695308223e7,1.9863362695308223e7,1.9863362695308223e7
50,6,5,1,0.257,2.083,9.411,1.0,2.2329999117770754e7,2.2329999117770754e7,2.2329999117770758e7
5,10,9,1,0.326,2.371,10.267,1.2857142857142847,3.366259469408381e7,3.366259469408381e7,3.366259469408381e7
6,6,5,1,0.255,2.059,9.328,4.0,1.2136154060124941e7,1.2136154060124941e7,1.2136154060124941e7
7,8,6,1,0.274,2.089,9.418,5.0,1.7256414142797124e7,1.7256414142797124e7,1.7256414142797124e7
8,3,2,1,0.307,2.604,11.445,23.0,4.79957436887284e6,4.79957436887284e6,4.79957436887284e6
9,5,3,1,0.254,2.049,9.435,13.0,9.812448350910254e6,9.812448350910254e6,9.812448350910258e6
