instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb,n,m,pc,k
1,30909,137,1,3600.002,3600.041,10.382,3.0,1.627158146872032e7,1.5669045162760261e7,1.6271581468720328e7,6,20,0.3,3
10,90808,74,1,3600.064,237.884,8.948,1.0,6.514809897091941e6,6.765161526693553e6,6.765161649632242e6,6,20,0.3,3
11,31526,130,1,3600.001,3600.078,9.331,1.9999999999999996,1.0879274828052476e7,1.0294642727293713e7,1.0879274828052478e7,6,20,0.3,3
12,13,6,1,0.344,2.988,8.904,0.9999998385135882,693796.1921042913,693796.1921042915,693796.1921042914,6,20,0.3,3
13,28983,91,1,3600.134,3600.077,8.914,3.529411764705884,2.1399146097376894e7,1.8088205005893838e7,2.1399146097376898e7,6,20,0.3,3
14,31210,131,1,3600.191,3600.046,10.655,0.9999999999999998,1.0559141181643289e7,1.032456110964215e7,1.0559141181643292e7,6,20,0.3,3
15,30021,106,1,3600.183,3600.154,9.319,4.0,2.0338138453119997e7,1.799690139965956e7,2.058587620978145e7,6,20,0.3,3
16,29001,96,1,3600.094,3600.06,9.05,6.1250000000000036,2.1207013588732623e7,1.8231480068518102e7,2.1578974288795087e7,6,20,0.3,3
17,38937,183,1,3600.1,3600.023,9.38,1.0,8.534996644337302e6,8.407652290653147e6,8.534996644337304e6,6,20,0.3,3
18,26930,83,1,3600.002,3600.052,10.15,4.625,2.0801082599465296e7,1.681835357529267e7,2.08010825994653e7,6,20,0.3,3
19,28017,109,1,3600.179,3600.046,10.773,2.352941176470593,1.8820969840513617e7,1.7029000385874506e7,1.8820969840513628e7,6,20,0.3,3
2,64916,76,1,3600.03,3600.046,13.903,6.833333333333336,3.546983895197615e7,3.820116486657433e7,4.978474331946269e7,6,20,0.3,3
20,26824,89,1,3600.286,3600.072,10.669,4.111111111111114,2.1399146097376894e7,1.8088124799936924e7,2.1399146097376898e7,6,20,0.3,3
21,40177,108,1,3600.167,717.944,10.437,1.0,8.532568949786875e6,8.532568949786877e6,8.532568949786875e6,6,20,0.3,3
22,33285,162,1,3600.016,1958.696,10.096,1.0,1.0106798284811784e7,1.0106798284812491e7,1.0106798284812493e7,6,20,0.3,3
23,47823,92,1,3600.136,291.178,9.864,1.0,5.159528039088591e6,5.159528039088594e6,5.159528039088594e6,6,20,0.3,3
24,29806,117,1,3600.146,3600.043,11.024,2.000001714158868,1.5687173304656573e7,1.4542496575153384e7,1.5687173304656578e7,6,20,0.3,3
25,64627,131,1,3600.136,846.552,9.202,0.15789473684210265,6.348132222280634e6,6.607029885460506e6,6.607029885460507e6,6,20,0.3,3
26,2,1,1,0.272,2.259,10.074,0.0,5784.427913595511,5784.427913449705,5784.427913595511,6,20,0.3,3
27,16,26,1,0.682,13.58,9.591,1.0,685966.9989537945,685966.9988851296,685966.9989537945,6,20,0.3,3
28,75,15,1,1.015,5.986,9.539,1.0,2.1309662209026497e6,2.1309662209026497e6,2.1309662209026497e6,6,20,0.3,3
29,65736,81,1,3600.023,176.779,9.492,0.529411764705884,5.903194564968862e6,6.144028257791931e6,6.144028257791931e6,6,20,0.3,3
3,27541,114,1,3600.069,3600.07,10.807,3.9999999999999964,1.655048271759317e7,1.484800315649479e7,1.6550482717593173e7,6,20,0.3,3
30,34522,129,1,3600.081,3600.037,9.619,1.3000000000000114,1.1494471558983833e7,1.0989517763398048e7,1.1494471558983834e7,6,20,0.3,3
31,31600,141,1,3600.062,3600.191,9.477,2.8421052631578902,1.4921770662703661e7,1.4398328664888347e7,1.4921770662703663e7,6,20,0.3,3
32,62655,48,1,3600.036,45.864,10.351,1.0,7.504971613338969e6,7.504971613338971e6,7.504971613338971e6,6,20,0.3,3
33,23111,66,1,3600.258,3600.058,10.009,3.0,3.289156959048008e7,2.4198336171692025e7,3.2891569590480093e7,6,20,0.3,3
34,28526,63,1,3600.211,3600.059,9.48,8.000000000900002,3.0130993061391655e7,2.3767034187173225e7,3.0130993061391655e7,6,20,0.3,3
35,265,26,1,3.294,18.682,8.911,1.0,3.4798027635820154e6,3.4798026566203143e6,3.479802763582017e6,6,20,0.3,3
36,30417,111,1,3600.079,3600.034,8.939,4.83333333391667,3.3963593586630896e7,2.8108441204230715e7,3.396359358663091e7,6,20,0.3,3
37,50,14,1,0.72,3.677,8.932,5.0,552694.6266321337,552694.6266321177,552694.6266321337,6,20,0.3,3
38,47543,107,1,3600.049,443.235,8.967,0.6315789473684212,8.56420454881605e6,8.564204432495957e6,8.564204548816053e6,6,20,0.3,3
39,25793,57,1,3600.064,3600.075,9.119,9.60000000106001,3.213556520941154e7,2.4479922369628277e7,3.213556520941154e7,6,20,0.3,3
4,26880,63,1,3600.048,3600.026,10.075,7.0,2.1893968685007792e7,1.693569110581237e7,2.1893968685007796e7,6,20,0.3,3
40,44197,81,1,3600.176,300.202,9.084,0.6666666666666661,8.46638529676934e6,8.466385296769341e6,8.466385296769343e6,6,20,0.3,3
41,26914,80,1,3600.105,3600.083,9.006,8.555555555555557,4.2018970518250376e7,3.1607749790010728e7,4.201897051825039e7,6,20,0.3,3
42,93071,75,1,3600.044,526.08,8.871,0.9999917146094504,7.158574263846204e6,7.418789268610813e6,7.418789393295054e6,6,20,0.3,3
43,29405,84,1,3600.207,3600.041,9.034,7.999999999999998,2.6877416261703193e7,2.1923755672617972e7,2.68774162617032e7,6,20,0.3,3
44,29375,118,1,3600.217,3600.083,10.217,1.9999999999999991,1.6620555563775573e7,1.5613447980778547e7,1.6620555563775811e7,6,20,0.3,3
45,32401,75,1,3600.107,3600.055,9.052,3.142857142857145,2.3502487222573683e7,1.94424783908554e7,2.3625517400079418e7,6,20,0.3,3
46,2,1,1,0.24,1.998,9.132,0.0,4117.886808534491,4117.88680793345,4117.886808534491,6,20,0.3,3
47,30240,143,1,3600.023,3600.054,9.528,1.0,1.020624433307072e7,9.683035114020208e6,1.020624433307105e7,6,20,0.3,3
48,26813,107,1,3600.058,3600.095,9.285,4.000000000000014,1.936640757719183e7,1.8183204297953513e7,1.9366407577191833e7,6,20,0.3,3
49,27453,100,1,3600.093,3600.08,9.766,3.0000000000000018,1.7991311292421874e7,1.5920678796513638e7,1.799131129242188e7,6,20,0.3,3
