instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
4,34445,154,1,3600.013,3600.037,8.988,1.8888888888888893,3.605590035206394e7,3.1851539758584842e7,3.6055900352063954e7
40,36220,133,1,3600.052,266.682,11.109,0.5,2.6740021497167557e7,2.5717389891996883e7,2.6990487022724405e7
41,33737,145,1,3600.11,1913.79,9.98,0.33333333333333215,3.0163910864731718e7,2.6659452515435178e7,3.016391086473172e7
42,29818,223,1,3600.007,3237.881,9.897,0.5000000001500027,3.534504335226441e7,3.001239956072367e7,3.534504335226442e7
43,30576,128,1,3600.002,717.885,13.923,0.25000000012500045,1.8462283709085405e7,1.976764479803234e7,2.19930856554004e7
44,38470,201,1,3600.078,1512.513,8.967,0.7500000000000031,4.1410205124315e7,3.5494558215744995e7,4.1410205124315e7
45,36723,138,1,3600.001,3600.029,9.041,0.6153846153846168,2.538606013116899e7,2.284261511321999e7,2.58420957349277e7
46,20546,116,1,3600.044,3600.041,12.884,1.5384615384615365,3.74796178195185e7,3.259110501684433e7,3.747961781951852e7
47,40318,155,1,3600.001,1425.833,7.724,0.5,2.933674139831889e7,2.6207561926556904e7,2.9467125446422957e7
48,40163,173,1,3600.01,3600.029,7.714,0.6000000000000014,3.50381320059481e7,2.944184694273683e7,3.50381320059481e7
49,s,111,1,i,3600.045,9.068,3.900004165647028,a,3.794700447949369e7,4.779839124039523e7
5,38871,87,1,3600.001,91.734,8.9,0.10000000011001475,2.016665076792798e7,1.838328013753866e7,2.0303836773045115e7
50,31598,184,1,3600.037,3600.032,9.928,0.5,3.686725306173027e7,3.33323207055323e7,3.699350045179888e7
6,30715,148,1,3600.077,3600.056,9.14,4.625,4.339019051758609e7,3.667663021797672e7,4.33901905175861e7
7,35586,155,1,3600.11,2566.531,9.117,0.30000000012999806,3.419669020867652e7,2.840575278922124e7,3.419669020867652e7
8,34279,125,1,3600.116,694.957,9.095,0.07692307692307665,3.418273670311108e7,3.005967027488131e7,3.418273670311108e7
9,34987,127,1,3600.032,3600.03,9.048,3.375,4.003837106456515e7,3.425119379375086e7,4.0038371064565144e7
