instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb,n,m,pc,k,obs_pb,obs_bb,obs_box
46,10,9,1,0.396,2.392,10.577,1.0,1.770216165497046e7,1.770216165497046e7,1.7702161654970456e7,4,15,0.1,1,7.06067205059433e6,7.06067205059433e6,7.06067205059433e6
47,11,11,1,0.479,2.589,12.031,2.0,2.5023095635492414e7,2.5023095635492414e7,2.5023095635492407e7,4,15,0.1,1,7.494922541873932e6,7.494922541873932e6,7.494922541873932e6
48,13,12,1,0.396,2.339,9.952,1.8333333333333357,2.8681813747033477e7,2.8681813747033477e7,2.8681813747033477e7,4,15,0.1,1,1.0003188262269974e7,1.0003188262269974e7,1.0003188262269974e7
49,15,14,1,0.531,2.806,11.941,0.42857142857142705,2.6387892003404636e7,2.6387892003404636e7,2.6387892003404636e7,4,15,0.1,1,8.012849363998413e6,8.012849363998413e6,8.012849363998413e6
4,14,12,1,0.435,2.273,9.883,1.0,3.0251554049599487e7,3.0251554049599487e7,3.025155404959948e7,4,15,0.1,1,8.57597295012474e6,8.57597295012474e6,8.57597295012474e6
50,11,10,1,0.48,3.022,13.06,2.0,2.511804342779971e7,2.511804342779971e7,2.5118043427799705e7,4,15,0.1,1,8.825419329761505e6,8.825419329761505e6,8.825419329761505e6
5,11,10,1,0.346,1.933,8.935,2.0,2.3953345010687765e7,2.3953345010687765e7,2.395334501068777e7,4,15,0.1,1,8.48869887830162e6,8.48869887830162e6,8.48869887830162e6
6,12,11,1,0.372,2.07,9.443,2.0,2.7509778545525827e7,2.7509778545525827e7,2.7509778545525823e7,4,15,0.1,1,1.0286872867332458e7,1.0286872867332458e7,1.0286872867332458e7
7,10,9,1,0.321,1.93,8.954,1.0,1.7845034406448156e7,1.7845034406448156e7,1.7845034406448152e7,4,15,0.1,1,6.27977176351738e6,6.27977176351738e6,6.27977176351738e6
8,12,11,1,0.356,2.003,9.079,2.0,1.8889502087094277e7,1.8889502087094277e7,1.8889502087094273e7,4,15,0.1,1,7.758714109600067e6,7.758714109600067e6,7.758714109600067e6
9,15,14,1,0.42,2.148,9.063,1.1428571428571428,3.3337186985151198e7,3.3337186985151198e7,3.3337186985151194e7,4,15,0.1,1,9.493253375110626e6,9.493253375110626e6,9.493253375110626e6
21,2,1,1,0.28,2.273,10.013,0.0,7247.621393697333,7247.621393697333,7247.621393697333,4,15,0.3,1,7247.621391296387,7247.621391296387,7247.621391296387
44,2,1,1,0.345,2.59,12.15,0.0,10569.368296311355,10569.368296311355,10569.368296311353,4,15,0.3,1,10569.368299484253,10569.368299484253,10569.368299484253
50,2,1,1,0.241,2.022,9.766,0.0,3797.2545888069444,3797.2545888069444,3797.2545888069444,4,15,0.3,1,3797.2545890808105,3797.2545890808105,3797.2545890808105
10,8,8,1,0.314,2.089,9.611,1.0000000002000036,1.4477943243833344e7,1.4477943243833344e7,1.4477943243833344e7,4,15,0.3,1,1.4477943243831635e7,1.4477943243831635e7,1.4477943243831635e7
11,11,10,1,0.331,2.093,8.955,0.7499999999999964,2.7385485591308113e7,2.7385485591308113e7,2.738548559130811e7,4,15,0.3,1,2.10307659985981e7,2.10307659985981e7,2.10307659985981e7
12,5,4,1,0.305,2.058,9.93,1.0,2.7974154201071758e7,2.7974154201071758e7,2.7974154201071758e7,4,15,0.3,1,1.8855324232265472e7,1.8855324232265472e7,1.8855324232265472e7
13,6,6,1,0.281,2.151,10.01,2.0,1.8230847115207665e7,1.8230847115207665e7,1.8230847115207665e7,4,15,0.3,1,1.755986574437332e7,1.755986574437332e7,1.755986574437332e7
14,11,9,1,0.366,2.075,9.426,3.0,2.8945220755180188e7,2.8945220755180188e7,2.8945220755180184e7,4,15,0.3,1,2.219693110520363e7,2.219693110520363e7,2.219693110520363e7
15,12,11,1,0.434,2.206,9.693,1.0,2.926663275729001e7,2.926663275729001e7,2.9266632757290013e7,4,15,0.3,1,1.959324658698082e7,1.959324658698082e7,1.959324658698082e7
16,4,3,1,0.277,2.01,9.344,4.0,1.2210600031979885e7,1.2210600031979885e7,1.2210600031979885e7,4,15,0.3,1,1.1945222941781998e7,1.1945222941781998e7,1.1945222941781998e7
17,8,6,1,0.313,1.958,9.09,3.0,1.8395344065670405e7,1.8395344065670405e7,1.8395344065670405e7,4,15,0.3,1,1.8206012181135178e7,1.8206012181135178e7,1.8206012181135178e7
18,6,5,1,0.29,1.951,9.091,2.0,2.8187512054632127e7,2.8187512054632127e7,2.8187512054632135e7,4,15,0.3,1,2.599406681939125e7,2.599406681939125e7,2.599406681939125e7
19,6,5,1,0.323,2.143,10.037,2.0,1.810571910123508e7,1.810571910123508e7,1.810571910123508e7,4,15,0.3,1,1.735143898085785e7,1.735143898085785e7,1.735143898085785e7
1,7,4,1,0.309,2.045,9.343,2.0,9.234499040999707e6,9.234499040999707e6,9.234499040999707e6,4,15,0.3,1,9.234499041002274e6,9.234499041002274e6,9.234499041002274e6
20,4,5,1,0.272,2.029,9.402,6.0,1.8186722944160674e7,1.8186722944160674e7,1.8186722944160677e7,4,15,0.3,1,1.753305540633583e7,1.753305540633583e7,1.753305540633583e7
22,4,6,1,0.316,2.13,9.872,1.0000000002000036,7.972141519279096e6,7.972141519279096e6,7.972141519279095e6,4,15,0.3,1,7.972141519275665e6,7.972141519275665e6,7.972141519275665e6
23,7,4,1,0.329,2.092,9.865,9.0,1.5304821958781965e7,1.5304821958781965e7,1.5304821958781965e7,4,15,0.3,1,1.4482977615249634e7,1.4482977615249634e7,1.4482977615249634e7
24,10,8,1,0.387,2.472,11.304,1.0,2.0260176902929068e7,2.0260176902929068e7,2.0260176902929064e7,4,15,0.3,1,1.7542206418258667e7,1.7542206418258667e7,1.7542206418258667e7
25,4,3,1,0.348,2.335,10.52,6.0,8.87532151716363e6,8.87532151716363e6,8.875321517163634e6,4,15,0.3,1,8.875321517166138e6,8.875321517166138e6,8.875321517166138e6
26,9,7,1,0.374,2.471,10.581,3.6666666666666643,2.4729015353611823e7,2.4729015353611823e7,2.4729015353611823e7,4,15,0.3,1,2.1622119545495987e7,2.1622119545495987e7,2.1622119545495987e7
27,9,8,1,0.409,2.646,11.59,1.0,2.4148013118931487e7,2.4148013118931487e7,2.4148013118931487e7,4,15,0.3,1,1.9792791052267075e7,1.9792791052267075e7,1.9792791052267075e7
28,7,7,1,0.446,2.561,11.884,2.0,1.8326783039098427e7,1.8326783039098427e7,1.8326783039098423e7,4,15,0.3,1,1.8326783039102554e7,1.8326783039102554e7,1.8326783039102554e7
29,8,7,1,0.43,2.548,11.819,0.2727272727272734,1.9492209565335654e7,1.9492209565335654e7,1.9492209565335654e7,4,15,0.3,1,1.4359708463968277e7,1.4359708463968277e7,1.4359708463968277e7
2,7,6,1,0.335,2.297,10.221,1.0,1.422743224781055e7,1.422743224781055e7,1.4227432247810552e7,4,15,0.3,1,1.371132626281166e7,1.371132626281166e7,1.371132626281166e7
30,3,5,1,0.251,2.09,9.503,8.0,9.097042781049583e6,9.097042781049583e6,9.097042781049587e6,4,15,0.3,1,9.097042781051636e6,9.097042781051636e6,9.097042781051636e6
31,7,4,1,0.403,2.666,11.566,1.0,2.25967744674044e7,2.25967744674044e7,2.2596774467404395e7,4,15,0.3,1,2.110390347312355e7,2.110390347312355e7,2.110390347312355e7
32,5,5,1,0.343,2.305,10.476,1.0,8.051071358171999e6,8.051071358171999e6,8.051071358171998e6,4,15,0.3,1,8.05107135817337e6,8.05107135817337e6,8.05107135817337e6
33,7,6,1,0.303,2.261,10.106,2.0,1.789519738913332e7,1.789519738913332e7,1.7895197389133327e7,4,15,0.3,1,1.7768291912498474e7,1.7768291912498474e7,1.7768291912498474e7
34,8,5,1,0.288,2.054,9.516,2.0,2.163004157253544e7,2.163004157253544e7,2.1630041572535444e7,4,15,0.3,1,1.7988155900253296e7,1.7988155900253296e7,1.7988155900253296e7
35,7,5,1,0.344,2.04,9.557,1.7142857142857153,1.2997843404006224e7,1.2997843404006224e7,1.2997843404006224e7,4,15,0.3,1,1.2646638335702896e7,1.2646638335702896e7,1.2646638335702896e7
36,8,6,1,0.313,1.966,9.189,3.0,3.5835694566518135e7,3.5835694566518135e7,3.583569456651814e7,4,15,0.3,1,2.581627431982231e7,2.581627431982231e7,2.581627431982231e7
37,4,4,1,0.275,1.926,9.111,1.0,9.695148604974702e6,9.695148604974702e6,9.695148604974706e6,4,15,0.3,1,9.475752907152176e6,9.475752907152176e6,9.475752907152176e6
38,8,7,1,0.291,2.064,9.412,1.7777777777777837,2.603801534393025e7,2.603801534393025e7,2.603801534393025e7,4,15,0.3,1,1.9915381719421387e7,1.9915381719421387e7,1.9915381719421387e7
39,9,8,1,0.316,1.94,8.937,2.0,2.460281946684476e7,2.460281946684476e7,2.4602819466844752e7,4,15,0.3,1,2.1407978600185394e7,2.1407978600185394e7,2.1407978600185394e7
3,6,6,1,0.364,2.026,8.844,3.0,1.9834949581853136e7,1.9834949581853136e7,1.9834949581853136e7,4,15,0.3,1,1.556500014421463e7,1.556500014421463e7,1.556500014421463e7
40,8,7,1,0.287,2.154,9.827,1.0,1.4502977028812416e7,1.4502977028812416e7,1.4502977028812416e7,4,15,0.3,1,1.337607036674881e7,1.337607036674881e7,1.337607036674881e7
41,6,7,1,0.278,2.156,9.889,2.0,2.189355639047259e7,2.189355639047259e7,2.1893556390472595e7,4,15,0.3,1,1.9644344895988464e7,1.9644344895988464e7,1.9644344895988464e7
42,8,7,1,0.319,2.035,9.369,1.0,1.9378255439534526e7,1.9378255439534526e7,1.937825543953453e7,4,15,0.3,1,1.8656744678857803e7,1.8656744678857803e7,1.8656744678857803e7
43,4,2,1,0.281,1.975,9.425,14.0,3.8027453903671773e6,3.8027453903671773e6,3.8027453903671782e6,4,15,0.3,1,3.8027453903694153e6,3.8027453903694153e6,3.8027453903694153e6
45,5,5,1,0.282,1.954,9.063,3.0,5.096363451178011e6,5.096363451178011e6,5.096363451178011e6,4,15,0.3,1,5.096363451177597e6,5.096363451177597e6,5.096363451177597e6
46,6,4,1,0.29,1.927,9.097,1.0,1.5404580289430872e7,1.5404580289430872e7,1.540458028943087e7,4,15,0.3,1,1.3817627450658798e7,1.3817627450658798e7,1.3817627450658798e7
47,6,7,1,0.351,2.213,9.98,1.0,1.893760322512148e7,1.893760322512148e7,1.893760322512148e7,4,15,0.3,1,1.6447127679273605e7,1.6447127679273605e7,1.6447127679273605e7
48,5,5,1,0.294,2.042,9.352,3.0,9.247789669235218e6,9.247789669235218e6,9.247789669235218e6,4,15,0.3,1,9.247789669231415e6,9.247789669231415e6,9.247789669231415e6
49,8,6,1,0.319,2.03,9.323,4.0,1.9117630565408e7,1.9117630565408e7,1.9117630565408e7,4,15,0.3,1,1.7315547819742203e7,1.7315547819742203e7,1.7315547819742203e7
4,5,3,1,0.337,2.285,10.517,7.0,2.08587016796359e7,2.08587016796359e7,2.08587016796359e7,4,15,0.3,1,2.029092157254982e7,2.029092157254982e7,2.029092157254982e7
5,6,6,1,0.348,2.228,10.176,3.000000000400007,1.4191191269641835e7,1.4191191269641835e7,1.4191191269641837e7,4,15,0.3,1,1.2691450958787918e7,1.2691450958787918e7,1.2691450958787918e7
6,4,4,1,0.287,2.056,9.602,2.0,1.0451555190274667e7,1.0451555190274667e7,1.0451555190274669e7,4,15,0.3,1,1.042725292700386e7,1.042725292700386e7,1.042725292700386e7
7,5,3,1,0.336,2.049,9.45,6.0,1.0171679443430722e7,1.0171679443430722e7,1.0171679443430722e7,4,15,0.3,1,9.549152335582733e6,9.549152335582733e6,9.549152335582733e6
8,6,5,1,0.29,1.943,9.073,4.0,1.2440228840933306e7,1.2440228840933306e7,1.2440228840933306e7,4,15,0.3,1,1.2440228840930939e7,1.2440228840930939e7,1.2440228840930939e7
9,11,10,1,0.371,2.021,9.098,4.384615384615387,3.823447160839998e7,3.823447160839998e7,3.823447160839998e7,4,15,0.3,1,2.0087491000501633e7,2.0087491000501633e7,2.0087491000501633e7
10,12,11,1,0.388,2.365,10.243,1.0000000002000036,3.1529393560833253e7,3.1529393560833253e7,3.1529393560833253e7,4,20,0.1,1,1.0763470321067693e7,1.0763470321067693e7,1.0763470321067693e7
11,14,13,1,0.47,2.467,10.6,1.4444444444444429,3.43069168442236e7,3.43069168442236e7,3.43069168442236e7,4,20,0.1,1,1.6614155584310712e7,1.6614155584310712e7,1.6614155584310712e7
12,18,17,1,0.631,2.457,10.175,1.0,4.2557443997490816e7,4.2557443997490816e7,4.255744399749081e7,4,20,0.1,1,1.1421377900444128e7,1.1421377900444128e7,1.1421377900444128e7
13,14,11,1,0.427,2.139,9.545,2.0,3.0132975358277906e7,3.0132975358277906e7,3.0132975358277902e7,4,20,0.1,1,1.2053608085054591e7,1.2053608085054591e7,1.2053608085054591e7
14,14,12,1,0.45,2.203,9.687,1.0000000002000036,3.214728596686583e7,3.214728596686583e7,3.2147285966865826e7,4,20,0.1,1,1.391863598942452e7,1.391863598942452e7,1.391863598942452e7
15,15,14,1,0.43,2.12,9.276,0.75,3.603919645005062e7,3.603919645005062e7,3.6039196450050615e7,4,20,0.1,1,1.0979587514561685e7,1.0979587514561685e7,1.0979587514561685e7
16,10,11,1,0.302,2.009,9.179,2.0,2.6343257451726146e7,2.6343257451726146e7,2.6343257451726142e7,4,20,0.1,1,1.3103912263987202e7,1.3103912263987202e7,1.3103912263987202e7
17,16,15,1,0.523,2.187,9.257,0.625,3.699211939051354e7,3.699211939051354e7,3.699211939051355e7,4,20,0.1,1,1.2737436832283244e7,1.2737436832283244e7,1.2737436832283244e7
18,18,18,1,0.609,2.424,9.003,1.4444444444444429,3.388169571975981e7,3.388169571975981e7,3.388169571975981e7,4,20,0.1,1,9.623685248993153e6,9.623685248993153e6,9.623685248993153e6
19,13,12,1,0.355,2.026,9.094,1.0,3.0558307081048287e7,3.0558307081048287e7,3.055830708104828e7,4,20,0.1,1,1.3962619448417835e7,1.3962619448417835e7,1.3962619448417835e7
1,18,17,1,0.715,2.492,9.498,0.75,3.802154965672183e7,3.802154965672183e7,3.802154965672184e7,4,20,0.1,1,1.203738653762436e7,1.203738653762436e7,1.203738653762436e7
20,16,15,1,0.459,2.159,9.251,0.6666666666666679,3.443816908555472e7,3.443816908555472e7,3.443816908555472e7,4,20,0.1,1,1.427461066944052e7,1.427461066944052e7,1.427461066944052e7
21,15,15,1,0.499,2.544,10.454,1.0000000002000036,4.116295929027569e7,4.116295929027569e7,4.116295929027569e7,4,20,0.1,1,1.3187569176822662e7,1.3187569176822662e7,1.3187569176822662e7
22,13,13,1,0.389,2.198,10.103,1.1428571428571423,2.285383740147562e7,2.285383740147562e7,2.2853837401475627e7,4,20,0.1,1,8.42621632244242e6,8.42621632244242e6,8.42621632244242e6
23,15,13,1,0.463,2.18,9.443,0.7142857142857153,3.5714939207072705e7,3.5714939207072705e7,3.5714939207072705e7,4,20,0.1,1,1.4522639379069414e7,1.4522639379069414e7,1.4522639379069414e7
24,19,18,1,0.717,2.446,9.475,0.22222222222222143,3.422068018489677e7,3.422068018489677e7,3.422068018489677e7,4,20,0.1,1,9.935828939719237e6,9.935828939719237e6,9.935828939719237e6
25,12,12,1,0.435,2.563,10.738,0.7142857142857117,2.3479168885365956e7,2.3479168885365956e7,2.347916888536596e7,4,20,0.1,1,1.0423290630733911e7,1.0423290630733911e7,1.0423290630733911e7
26,15,15,1,0.677,3.122,12.75,1.0,2.683219256581069e7,2.683219256581069e7,2.6832192565810695e7,4,20,0.1,1,1.1118999573944703e7,1.1118999573944703e7,1.1118999573944703e7
27,16,16,1,0.579,2.463,9.969,1.0,4.102686730507045e7,4.102686730507045e7,4.102686730507045e7,4,20,0.1,1,1.3322769232754303e7,1.3322769232754303e7,1.3322769232754303e7
28,18,17,1,0.618,2.37,9.202,0.30000000000001015,5.0115598674463645e7,5.0115598674463645e7,5.011559867446363e7,4,20,0.1,1,1.5281396961212158e7,1.5281396961212158e7,1.5281396961212158e7
29,11,11,1,0.41,2.332,10.151,2.0,2.7021386089335974e7,2.7021386089335974e7,2.7021386089335974e7,4,20,0.1,1,1.2794539179361686e7,1.2794539179361686e7,1.2794539179361686e7
2,14,13,1,0.794,2.607,9.703,0.500000000000009,2.6510354318149246e7,2.6510354318149246e7,2.6510354318149246e7,4,20,0.1,1,9.83287129461101e6,9.83287129461101e6,9.83287129461101e6
30,10,10,1,0.338,2.142,9.436,1.0000000002000036,3.0181426469540842e7,3.0181426469540842e7,3.0181426469540834e7,4,20,0.1,1,1.3387331078598693e7,1.3387331078598693e7,1.3387331078598693e7
31,17,17,1,0.638,2.418,9.463,0.10000000000000142,3.96766779031746e7,3.96766779031746e7,3.9676677903174594e7,4,20,0.1,1,1.3226677903175354e7,1.3226677903175354e7,1.3226677903175354e7
32,15,14,1,0.451,2.35,9.974,1.5,3.1242250824206833e7,3.1242250824206833e7,3.1242250824206837e7,4,20,0.1,1,9.37299157844162e6,9.37299157844162e6,9.37299157844162e6
33,13,12,1,0.434,2.203,9.494,0.4999999999999957,3.0724301776407894e7,3.0724301776407894e7,3.0724301776407897e7,4,20,0.1,1,1.1142536278893933e7,1.1142536278893933e7,1.1142536278893933e7
34,14,13,1,0.466,2.532,10.427,1.0,3.12995133037e7,3.12995133037e7,3.1299513303699996e7,4,20,0.1,1,1.0985301135866022e7,1.0985301135866022e7,1.0985301135866022e7
35,18,17,1,0.802,3.119,11.88,1.0,4.8237063959891394e7,4.8237063959891394e7,4.8237063959891394e7,4,20,0.1,1,1.6371245282197522e7,1.6371245282197528e7,1.6371245282197528e7
36,10,13,1,0.326,2.145,9.489,0.8333333333333321,2.6257670327304006e7,2.6257670327304006e7,2.6257670327304006e7,4,20,0.1,1,9.735091684724562e6,9.735091684724562e6,9.735091684724562e6
37,8,8,1,0.359,2.551,9.786,1.0,2.446280449637301e7,2.446280449637301e7,2.4462804496373005e7,4,20,0.1,1,1.4525224911788478e7,1.4525224911788478e7,1.4525224911788478e7
38,15,15,1,0.423,2.056,8.942,1.0000000002000036,3.449035022841368e7,3.449035022841368e7,3.449035022841368e7,4,20,0.1,1,1.3054399561365128e7,1.3054399561365128e7,1.3054399561365128e7
39,9,7,1,0.341,2.486,10.794,3.0,1.972177369838128e7,1.972177369838128e7,1.9721773698381275e7,4,20,0.1,1,1.2091537791156273e7,1.2091537791156273e7,1.2091537791156273e7
3,17,16,1,0.646,2.615,10.579,2.0000000000000036,3.8759130355715655e7,3.8759130355715655e7,3.875913035571566e7,4,20,0.1,1,1.1895934976172449e7,1.1895934976172449e7,1.1895934976172449e7
40,17,16,1,0.59,2.676,10.731,0.7999999999999972,3.702973893170463e7,3.702973893170463e7,3.7029738931704625e7,4,20,0.1,1,1.202459046183568e7,1.202459046183568e7,1.202459046183568e7
41,15,13,1,0.516,2.584,10.58,0.6666666666666643,3.02081283694394e7,3.02081283694394e7,3.0208128369439404e7,4,20,0.1,1,9.99339631579906e6,9.99339631579906e6,9.99339631579906e6
42,8,7,1,0.35,2.471,10.526,5.0,2.1435871801913213e7,2.1435871801913213e7,2.143587180191321e7,4,20,0.1,1,1.4210665922493905e7,1.4210665922493905e7,1.4210665922493905e7
43,16,16,1,0.653,2.928,11.723,1.0,4.289262235331333e7,4.289262235331333e7,4.289262235331333e7,4,20,0.1,1,1.126793995174001e7,1.126793995174001e7,1.126793995174001e7
44,20,19,1,0.991,3.097,11.334,0.5,5.534366370959462e7,5.534366370959462e7,5.534366370959462e7,4,20,0.1,1,1.5115983438409427e7,1.5115983438409427e7,1.5115983438409427e7
45,13,14,1,0.463,2.244,9.778,1.571428571428573,2.83934441042138e7,2.83934441042138e7,2.839344410421381e7,4,20,0.1,1,1.1872069312753677e7,1.1872069312753677e7,1.1872069312753677e7
46,16,14,1,0.78,3.042,12.18,2.0,3.3355082323095486e7,3.3355082323095486e7,3.335508232309548e7,4,20,0.1,1,1.2244895208801795e7,1.2244895208801795e7,1.2244895208801795e7
47,20,19,1,0.767,2.712,10.547,0.8333333333333321,4.520740293721809e7,4.520740293721809e7,4.52074029372181e7,4,20,0.1,1,1.3254867826536272e7,1.3254867826536272e7,1.3254867826536272e7
48,12,10,1,0.461,2.359,10.517,1.0000000002000036,2.4237056379126523e7,2.4237056379126523e7,2.4237056379126523e7,4,20,0.1,1,1.0200760571480684e7,1.0200760571480684e7,1.0200760571480684e7
49,15,15,1,0.566,2.397,10.144,0.9999999999999996,2.819190354669616e7,2.819190354669616e7,2.8191903546696153e7,4,20,0.1,1,1.0560433386790473e7,1.0560433386790473e7,1.0560433386790473e7
4,16,13,1,0.496,2.617,10.69,1.0,2.848289548488076e7,2.848289548488076e7,2.848289548488076e7,4,20,0.1,1,1.1531940556036834e7,1.1531940556036834e7,1.1531940556036834e7
50,16,14,1,0.458,2.193,9.617,0.2500000000000129,3.2387721899424117e7,3.2387721899424117e7,3.2387721899424113e7,4,20,0.1,1,1.242009049256048e7,1.242009049256048e7,1.242009049256048e7
5,12,12,1,0.501,2.629,11.351,2.0,2.4745898361904055e7,2.4745898361904055e7,2.4745898361904055e7,4,20,0.1,1,9.471655336471824e6,9.471655336471824e6,9.471655336471824e6
6,14,13,1,0.77,3.045,12.198,1.75,3.2515053913435765e7,3.2515053913435765e7,3.2515053913435765e7,4,20,0.1,1,1.383932924208285e7,1.383932924208285e7,1.383932924208285e7
7,17,16,1,0.638,2.557,10.086,0.29999999999999716,4.0906641704874374e7,4.0906641704874374e7,4.0906641704874374e7,4,20,0.1,1,1.1621465932824321e7,1.1621465932824321e7,1.1621465932824321e7
8,15,14,1,0.575,2.755,11.01,1.7142857142857117,4.044042896537971e7,4.044042896537971e7,4.044042896537971e7,4,20,0.1,1,1.451082329927036e7,1.451082329927036e7,1.451082329927036e7
9,17,16,1,0.727,2.971,11.832,1.0,4.725021439767642e7,4.725021439767642e7,4.725021439767641e7,4,20,0.1,1,1.6489037567124002e7,1.6489037567124002e7,1.6489037567124002e7
10,10,8,1,0.384,2.428,10.536,0.6923076923076863,2.5268114827893928e7,2.5268114827893928e7,2.5268114827893924e7,4,20,0.3,1,2.1132092576675415e7,2.1132092576675415e7,2.1132092576675415e7
11,8,6,1,0.336,2.345,10.022,1.0,3.751717626057387e7,3.751717626057387e7,3.751431230425426e7,4,20,0.3,1,3.1037057074834824e7,3.4755791044317365e7,3.4755791044317365e7
12,6,5,1,0.263,1.951,9.06,2.0,9.606329726708313e6,9.606329726708313e6,9.606329726708312e6,4,20,0.3,1,9.606329726703808e6,9.606329726703808e6,9.606329726703808e6
13,7,6,1,0.275,1.98,9.188,1.0,1.9970048339516856e7,1.9970048339516856e7,1.9970048339516863e7,4,20,0.3,1,1.9806721809041306e7,1.9806721809041306e7,1.9806721809041306e7
14,6,4,1,0.267,2.068,9.351,2.0,3.7041341837013178e6,3.7041341837013178e6,3.7041341837013173e6,4,20,0.3,1,3.704134183705555e6,3.704134183705555e6,3.704134183705555e6
15,9,10,1,0.35,2.351,9.988,1.0,3.7307030435145825e7,3.7307030435145825e7,3.7305759715769686e7,4,20,0.3,1,3.2574863444378898e7,3.7307030438873306e7,3.7307030438873306e7
16,4,4,1,0.262,2.059,9.624,6.0,4.6881002680708375e6,4.6881002680708375e6,4.6881002680708375e6,4,20,0.3,1,4.68810026806109e6,4.68810026806109e6,4.68810026806109e6
17,5,4,1,0.309,2.245,10.032,10.0,1.5276362464573404e7,1.5276362464573404e7,1.5276362464573402e7,4,20,0.3,1,1.5276362464579003e7,1.5276362464579003e7,1.5276362464579003e7
18,6,5,1,0.301,2.207,10.145,2.0,1.9851281774296988e7,1.9851716504505288e7,1.9849512261507194e7,4,20,0.3,1,1.980941793027115e7,1.9105527178495407e7,1.9009735508989334e7
19,4,4,1,0.259,2.08,9.438,2.0,5.288571161267967e6,5.288571161267967e6,5.288571161267968e6,4,20,0.3,1,5.288571161276067e6,5.288571161276067e6,5.288571161276067e6
1,4,4,1,0.262,2.09,9.659,2.0,1.5373110924730454e7,1.5373110924730454e7,1.5373110924730452e7,4,20,0.3,1,1.53731109247221e7,1.53731109247221e7,1.53731109247221e7
20,6,4,1,0.306,2.231,9.948,2.0,1.3727041256243274e7,1.3727041256243274e7,1.372704125624327e7,4,20,0.3,1,1.3727041256238759e7,1.3727041256238759e7,1.3727041256238759e7
21,6,5,1,0.378,2.782,12.815,7.0,1.6502212200638074e7,1.6502212200638074e7,1.6502212200638074e7,4,20,0.3,1,1.6304383713132858e7,1.6304383713132858e7,1.6304383713132858e7
22,8,6,1,0.442,2.439,10.419,1.0,1.4647312974069815e7,1.4647312974069815e7,1.4647312974069811e7,4,20,0.3,1,1.4647312974069651e7,1.4647312974069651e7,1.4647312974069651e7
23,5,4,1,0.338,2.567,11.907,6.0,6.102449477375533e6,6.102449477375533e6,6.102449477375536e6,4,20,0.3,1,6.102449477369086e6,6.102449477369086e6,6.102449477369086e6
24,5,5,1,0.261,2.015,9.213,1.0,8.476433957660431e6,8.47627721946948e6,8.475563949502096e6,4,20,0.3,1,8.475563950359344e6,8.476433957669517e6,8.476277219477909e6
25,3,3,1,0.379,2.956,12.894,1.0,3.2794903123941105e6,3.2794903123941105e6,3.279490312394111e6,4,20,0.3,1,3.2794903124032337e6,3.2794903124032337e6,3.2794903124032337e6
26,5,3,1,0.282,1.913,9.11,5.0,6.720531235998049e6,6.720531235998049e6,6.720531235998049e6,4,20,0.3,1,6.720531236005215e6,6.720531236005215e6,6.720531236005215e6
27,6,5,1,0.313,2.296,10.606,3.0,1.3799343546096552e7,1.3799343546096552e7,1.3799343546096552e7,4,20,0.3,1,1.3799343547479616e7,1.379934354747962e7,1.379934354747962e7
28,4,2,1,0.246,1.941,9.095,3.000000000400007,677959.9155680364,677959.9155680364,677959.9155680363,4,20,0.3,1,677959.9155681022,677959.9155681022,677959.9155681022
29,6,4,1,0.272,1.979,9.188,4.0,2.0564330968636457e7,2.0564330968636457e7,2.0564330968636453e7,4,20,0.3,1,2.0564330968636774e7,2.0564330968636774e7,2.0564330968636774e7
2,4,3,1,0.247,1.948,9.121,13.0,1.0534594416818451e7,1.0534594416818451e7,1.0534594416818451e7,4,20,0.3,1,1.0534594416824535e7,1.0534594416824535e7,1.0534594416824535e7
30,9,7,1,0.32,2.096,9.511,1.0,2.3169335314629816e7,2.3169335314629816e7,2.3169157259002537e7,4,20,0.3,1,2.3116812252004623e7,2.316933531463153e7,2.316933531463153e7
31,6,6,1,0.328,2.498,10.7,1.0,1.9979959977742486e7,1.9979959977742486e7,1.9977625121348105e7,4,20,0.3,1,1.9977625121357463e7,1.889203454138073e7,1.889203454138073e7
32,6,5,1,0.332,2.46,10.621,5.0,1.7986626297797196e7,1.7986626297797196e7,1.7986626297797196e7,4,20,0.3,1,1.7986626297793128e7,1.7986626297793128e7,1.7986626297793128e7
33,8,6,1,0.313,2.088,9.541,2.0000000000001905,2.3197913123584364e7,2.3197913123584364e7,2.319791312358436e7,4,20,0.3,1,1.8974128617302567e7,1.8974128617302567e7,1.8974128617302567e7
34,8,5,1,0.387,2.608,11.803,1.0000000002000036,1.5484791317909135e7,1.5484791317909135e7,1.5484791317909135e7,4,20,0.3,1,1.5484791317902965e7,1.5484791317902965e7,1.5484791317902965e7
35,5,4,1,0.288,2.257,9.963,1.0,9.14362685415505e6,9.14362685415505e6,9.143626854155052e6,4,20,0.3,1,9.143626854155825e6,9.143626854155825e6,9.143626854155825e6
36,7,4,1,0.311,2.169,10.311,5.0,1.3260322878196713e7,1.3260322878196713e7,1.3260322878196709e7,4,20,0.3,1,1.3260322878194315e7,1.3260322878194315e7,1.3260322878194315e7
37,7,4,1,0.308,2.295,10.016,5.0,1.3260322878196713e7,1.3260322878196713e7,1.3260322878196709e7,4,20,0.3,1,1.3260322878194315e7,1.3260322878194315e7,1.3260322878194315e7
