instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb,n,m,pc,k,obs_pb,obs_bb,obs_box
44,70697,113,1,3600.012,589.982,9.264,1.0000000000000002,7.98423576613854e6,7.591666586724713e6,8.63847904631214e6,4,10,0.3,3,8.638479046312623e6,7.332574072784121e6,5.658437140462875e6
45,39264,95,1,3600.251,3600.035,9.763,8.700000000000003,1.9653747817631025e7,1.4538062618852021e7,1.9770023352461014e7,4,10,0.3,3,1.6305012414530195e7,1.0194848113961322e7,1.2518312460100174e7
46,35474,80,1,3600.115,3600.063,10.631,7.375,1.996066500083712e7,1.4849477013846627e7,2.0082361344249737e7,4,10,0.3,3,1.7161649102344472e7,1.1966422905382948e7,1.329314264177018e7
47,67077,97,1,3600.046,362.369,9.189,1.0,4.800384707243605e6,4.698324731743601e6,5.0045095455366075e6,4,10,0.3,3,5.004509545536041e6,4.0128614858544674e6,4.395239930572214e6
48,37145,106,1,3600.024,3600.041,9.289,7.375,3.2937470784069933e7,2.231715648264415e7,3.293747078406993e7,4,10,0.3,3,2.0526997787440088e7,2.052699778743935e7,1.3790550826349612e7
49,30608,101,1,3600.058,3600.038,12.556,2.777777777777779,2.1872721338061206e7,1.5657703164387304e7,2.1872721338061206e7,4,10,0.3,3,1.5179608459886035e7,1.5179023848719684e7,8.765325821187973e6
4,54648,137,1,3600.116,2737.501,10.126,1.0,7.968085211656282e6,7.733758509420012e6,8.202373489974409e6,4,10,0.3,3,8.202373489974976e6,5.9805551120147705e6,7.227104176999158e6
50,38341,117,1,3600.081,3600.037,9.887,4.299999999999999,2.2761846920513786e7,1.5881762603524752e7,2.2853466725793995e7,4,10,0.3,3,1.5720341993638992e7,1.2003088059044475e7,1.0490081678884506e7
5,22033,33,1,224.303,12.401,9.938,0.8571428571428577,2.0399654948373833e6,2.0399654948373837e6,2.0399654948373837e6,4,10,0.3,3,2.0399654950389862e6,2.0399654948339034e6,2.0399654948341383e6
6,35207,136,1,3600.08,3600.091,9.948,2.1428571428571423,2.0389862365666937e7,1.5773917579654861e7,2.0518084217506304e7,4,10,0.3,3,1.5792170583776474e7,1.3298081171405796e7,1.2825045779359818e7
7,60187,123,1,3600.042,1587.708,10.142,0.44444444444444464,8.997446677996268e6,8.646948956038605e6,9.464700832772734e6,4,10,0.3,3,8.968177859990263e6,7.399275168249784e6,7.792150325449829e6
8,13140,24,1,91.201,9.532,19.854,1.0,2.8387272944952496e6,2.8387272944952496e6,2.83872729449525e6,4,10,0.3,3,2.8387272944943085e6,2.8387272947778255e6,2.838727294493384e6
9,100140,135,1,3600.035,1267.852,10.058,1.0,7.455403927399568e6,7.361064116079003e6,8.304462229284661e6,4,10,0.3,3,7.1016296349487305e6,6.293413180430347e6,6.073636296573639e6
10,30921,59,1,3600.097,3600.077,10.742,9.111111111111114,1.752124441303636e7,1.0843306436487073e7,1.752124441303637e7,4,10,0.3,4,1.3634683402397156e7,8.717988122459158e6,9.39757983741111e6
11,53761,51,1,3600.072,50.049,10.125,1.0,1.0536551895543868e6,1.0536551895544804e6,1.0536551895544804e6,4,10,0.3,4,1.053655189659117e6,1.0536551895521097e6,1.0536551895523302e6
12,30900,63,1,3600.086,3600.04,9.704,5.3,1.1608415078200847e7,8.896934037962487e6,1.2150685083821252e7,4,10,0.3,4,1.2150685083821246e7,8.145538874180871e6,7.576140250672698e6
13,31255,54,1,3600.177,3600.068,9.921,8.799999999999997,1.3661156775103534e7,9.541828001386005e6,1.3661156775103534e7,4,10,0.3,4,1.1673701674282953e7,9.472027673491277e6,8.199822920005798e6
14,33540,59,1,3600.059,3600.072,9.598,5.666666666666664,1.0903808134033103e7,7.520437290942276e6,1.1029127725478332e7,4,10,0.3,4,9.374909118403357e6,7.585197015939772e6,6.844660353010178e6
15,24780,48,1,3600.104,3600.095,13.575,8.900000000000002,1.6120591450773854e7,9.104778457663527e6,1.6120591450773854e7,4,10,0.3,4,1.190153145475579e7,1.1901531454755783e7,6.926451419396577e6
16,30986,48,1,3600.106,3600.103,9.903,10.799999999999997,1.9761127023368686e7,1.1696322812223734e7,1.9761127023368686e7,4,10,0.3,4,1.389157330192847e7,1.3891573303318487e7,1.0565027690991148e7
17,42585,96,1,3600.001,460.559,9.819,0.8000000000000007,1.3915446790479235e6,1.3915446790480085e6,1.3915446790480085e6,4,10,0.3,4,1.3915446790480101e6,1.3915446791871637e6,1.3915446790485382e6
18,37743,77,1,3600.065,3600.034,9.375,6.1000000000000005,1.0995723691503383e7,8.700600812760632e6,1.1237326671617454e7,4,10,0.3,4,1.1237326671617508e7,9.466572989792462e6,8.460541235456273e6
19,33407,112,1,3600.013,3600.058,12.059,1.0,6.433397708512964e6,5.381229647761775e6,6.433397708512966e6,4,10,0.3,4,6.4333977085120985e6,5.324065343426261e6,5.381229647761601e6
1,39276,65,1,3600.007,3600.07,9.411,3.0,7.31625589497621e6,5.487678089127946e6,7.531383763928608e6,4,10,0.3,4,7.136982670848846e6,5.702796877833254e6,5.273710526938049e6
20,25998,50,1,3600.201,3600.087,11.577,7.200000000000003,1.0028238650835197e7,6.581673725338501e6,1.0132674400174737e7,4,10,0.3,4,8.740058955127716e6,6.167715152175501e6,6.164333842775798e6
21,34955,61,1,3600.07,3600.03,9.67,7.0,1.2447148556209955e7,9.002367045994217e6,1.2558272247847315e7,4,10,0.3,4,1.0891381429585354e7,9.8375399781501e6,8.20180090383695e6
22,46232,133,1,3600.071,1124.238,10.685,0.20000000000000284,2.1565024317999063e6,2.070393603010986e6,2.242560798476314e6,4,10,0.3,4,2.242560798471451e6,2.1565024317980744e6,2.0703936030109813e6
23,32620,54,1,3600.033,3600.067,10.489,7.299999999999997,1.3650108446162447e7,8.348225826701682e6,1.3748288426559601e7,4,10,0.3,4,1.1833710144012759e7,8.59101102961434e6,6.975646231711756e6
24,29409,68,1,3600.087,3600.089,10.342,6.555555555555557,1.636518768374368e7,1.0257116398721784e7,1.647425783422831e7,4,10,0.3,4,1.3310997176046371e7,1.0750964612627044e7,9.56405136262662e6
25,30668,68,1,3600.012,3600.213,11.076,7.111111111111111,1.5948668451748991e7,1.0924620136661507e7,1.6167117530483602e7,4,10,0.3,4,1.120832344320795e7,9.560718090843633e6,8.360624083517129e6
26,32113,49,1,3600.08,3600.053,10.694,11.444444444444445,1.4277664504477171e7,9.791416247575507e6,1.4277664504477173e7,4,10,0.3,4,1.1524591130954742e7,9.164846178770892e6,7.817483120296158e6
27,36318,57,1,3600.096,3600.135,9.436,6.333333333333322,1.5407865472299147e7,9.178362129436808e6,1.5860939912854098e7,4,10,0.3,4,1.1292043717441559e7,9.005462112268237e6,7.561940022967873e6
28,42783,79,1,3600.029,3600.094,9.629,2.0,6.086984938228293e6,4.648837307273897e6,6.3082540052033225e6,4,10,0.3,4,6.308254005203323e6,4.539862977891583e6,4.240132557542596e6
29,30774,51,1,3600.145,3600.096,9.521,11.299999999999997,2.882507771183189e7,1.446637663537069e7,2.8825077711831883e7,4,10,0.3,4,1.9112744544382844e7,1.911274454820645e7,1.1729906861473942e7
2,34943,74,1,3600.115,3600.033,10.145,5.0,1.0995723691503383e7,9.063102529960852e6,1.1237326671617454e7,4,10,0.3,4,1.1237326671617508e7,9.466572989792462e6,8.099654524819198e6
30,37167,68,1,3600.167,3600.106,10.796,5.0,1.1760444480787873e7,9.05585371896691e6,1.2701093919528967e7,4,10,0.3,4,1.199553881891479e7,8.824215711269528e6,9.175055355133057e6
31,25595,50,1,3600.213,3600.075,13.563,6.0,1.3416987983328862e7,7.967056698836468e6,1.3416987983328864e7,4,10,0.3,4,9.303220967258453e6,7.549210373098277e6,6.514891442781448e6
32,30873,54,1,3600.08,3600.069,10.111,6.999999999999972,1.4038511386836465e7,8.271949993145658e6,1.4038511386836465e7,4,10,0.3,4,1.3059205510207511e7,1.3059205510207511e7,7.730929982686996e6
33,35393,118,1,3600.009,3600.045,10.516,1.6000000000000014,5.777850594124048e6,5.29648586753931e6,5.777850594124049e6,4,10,0.3,4,5.77785059469795e6,4.458681192696495e6,5.23883289598237e6
34,32913,52,1,3600.001,3600.029,9.808,10.0,1.531706101390323e7,1.2940151149961479e7,2.4152646072875574e7,4,10,0.3,4,1.558138093871965e7,1.0465384362455713e7,1.0226282338638306e7
35,32968,79,1,3600.086,3600.152,10.088,6.571428571428573,9.405797341912871e6,6.7317098819297105e6,9.492059394657535e6,4,10,0.3,4,7.852655539588928e6,6.589265348493818e6,6.64542546850527e6
36,37315,135,1,3600.369,3600.088,22.845,1.2999999999999972,3.346262220416923e6,3.115784798821494e6,3.461509081230009e6,4,10,0.3,4,3.4615090812266916e6,2.8491480442976835e6,3.061225469614029e6
37,31163,55,1,3600.172,3600.032,9.834,7.333333333333333,1.0815979819644555e7,7.370543634341341e6,1.141003368925572e7,4,10,0.3,4,1.141003368925663e7,9.061399486938614e6,6.929658471368217e6
38,39157,73,1,3600.116,3600.052,9.884,6.0,1.1078433290393498e7,8.813180272273172e6,1.1330163304495908e7,4,10,0.3,4,1.1330163304498682e7,7.652614912915692e6,8.184796114750064e6
39,33541,66,1,3600.186,3600.052,10.07,4.199999999999974,1.1162957297713295e7,7.548814590849278e6,1.1694462028270382e7,4,10,0.3,4,1.1396817945512772e7,7.128064978114878e6,5.9300859563282095e6
3,30596,63,1,3600.162,3600.067,10.802,7.249999999999998,2.0152815403098647e7,1.2141927448021112e7,2.039557454298837e7,4,10,0.3,4,1.3719698196023209e7,1.08697063986229e7,8.946824413206104e6
40,26677,46,1,3600.016,3600.071,13.444,8.124999999999996,1.494471247536211e7,8.969708277123371e6,1.5069195405918878e7,4,10,0.3,4,1.3948849030905629e7,8.512500195564698e6,7.604157164518914e6
41,28868,73,1,3600.138,3600.156,17.028,2.0,5.49177971031714e6,4.273121552584055e6,6.101119985711251e6,4,10,0.3,4,6.101119985710267e6,4.47837167611363e6,4.323853289117813e6
42,2,1,1,0.271,2.153,9.715,0.0,210062.67555445136,210062.67555445136,210062.67555445113,4,10,0.3,4,210062.67555832304,210062.6755815409,210062.67556128278
43,29130,61,1,3600.177,3600.046,9.092,4.999999999999943,1.506095543054289e7,9.14110034424179e6,1.518965663488846e7,4,10,0.3,4,1.1972126526252225e7,8.755925975517273e6,7.15622839461915e6
44,30359,63,1,3600.152,3600.06,9.055,3.0,8.3767817342427e6,6.544780692209188e6,8.63847904631214e6,4,10,0.3,4,8.638479046312623e6,6.679700061964557e6,6.414669838685989e6
45,30163,56,1,3600.03,3600.039,11.309,7.875,1.9770023352461014e7,1.151452795695085e7,1.9770023352461014e7,4,10,0.3,4,1.6305012414530195e7,1.6305012416163385e7,1.0008464433578491e7
46,29137,50,1,3600.052,3600.056,11.398,8.200000000000003,1.996066500083712e7,1.1564597115858406e7,2.0082361344249737e7,4,10,0.3,4,1.7161649102344472e7,1.1966422906579703e7,1.1122701561075456e7
47,32028,68,1,3600.165,3600.058,10.128,3.0,5.004509545536606e6,3.9839098359477897e6,5.0045095455366075e6,4,10,0.3,4,5.004509545536041e6,3.911605826335907e6,4.0009236506996155e6
48,28607,48,1,3600.049,3600.033,10.678,14.0,3.2937470784069933e7,1.742451959954804e7,3.293747078406993e7,4,10,0.3,4,2.0526997787440088e7,2.0526997787437856e7,1.563640002071318e7
49,31308,46,1,3600.201,3600.083,10.113,10.142857142857132,2.1872721338061206e7,1.1713790412994072e7,2.1872721338061206e7,4,10,0.3,4,1.5179608459886035e7,1.5179023848719653e7,9.207956054895401e6
4,33479,79,1,3600.007,3600.11,9.902,4.0,7.03087093879416e6,6.796528548311213e6,8.202373489974409e6,4,10,0.3,4,8.202373489974976e6,5.627119128086272e6,5.860158898882374e6
50,32219,45,1,3600.082,3600.041,9.681,11.0,2.285346672579399e7,1.2105713630408173e7,2.2853466725793995e7,4,10,0.3,4,1.5720341993638992e7,1.3061134942341803e7,1.0557834598335013e7
5,43708,131,1,3600.001,488.302,9.676,0.25,2.0399654948373036e6,1.9126473194495412e6,2.0399654948373837e6,4,10,0.3,4,2.0399654950389862e6,2.0399654948322673e6,1.912647319448434e6
6,32743,66,1,3600.013,3600.107,9.53,9.142857142857142,2.0389862365666937e7,1.3850606171790339e7,2.0518084217506304e7,4,10,0.3,4,1.5792170583776474e7,1.329808117140565e7,1.0224563477492169e7
7,34636,61,1,3600.125,3600.124,10.998,5.0,9.347871898000564e6,7.361931579155937e6,9.464700832772734e6,4,10,0.3,4,8.968177859990263e6,7.073105555966972e6,6.955683292295456e6
8,38425,124,1,3600.112,1248.888,10.974,1.0,2.8387272944952496e6,2.7205366517974674e6,2.83872729449525e6,4,10,0.3,4,2.8387272944943085e6,2.838727294494785e6,2.604444217750316e6
9,33879,64,1,3600.109,3600.215,9.633,4.5,7.927102984002398e6,6.323326191552776e6,8.304462229284661e6,4,10,0.3,4,7.1016296349487305e6,5.067819295411423e6,5.777454828340536e6
10,22582,38,1,3600.03,3600.067,13.126,11.0,1.752124441303636e7,8.544318164750963e6,1.752124441303637e7,4,10,0.3,5,1.3634683402397156e7,8.717988122459412e6,8.070524178066254e6
11,36678,127,1,3600.046,718.144,10.828,0.29999999999999716,1.0536551895543896e6,1.0536551895544804e6,1.0536551895544804e6,4,10,0.3,5,1.053655189659117e6,1.0536551895542145e6,1.0536551896591187e6
12,25641,43,1,3600.197,3600.045,12.312,10.700000000000003,1.2150685083821248e7,7.161656156276738e6,1.2150685083821252e7,4,10,0.3,5,1.2150685083821246e7,1.2150685083821261e7,8.176751196678412e6
13,24886,36,1,3600.001,3600.022,9.48,9.0,1.3661156775103534e7,7.915734715783969e6,1.3661156775103534e7,4,10,0.3,5,1.1673701674282953e7,1.1629791835790634e7,7.702315847084612e6
14,28290,37,1,3600.001,3600.086,9.445,6.0,1.0903822417025646e7,6.39238773933745e6,1.1029127725478332e7,4,10,0.3,5,9.374909118403357e6,6.623213631855011e6,6.1425816739254e6
15,25674,37,1,3600.137,3600.199,10.457,11.5,1.6120591450773854e7,7.3033464905682895e6,1.6120591450773854e7,4,10,0.3,5,1.190153145475579e7,1.1901531454755787e7,6.419874641238491e6
16,28543,39,1,3600.139,3600.145,9.927,10.714285714285715,1.9761127023368686e7,9.814555272052947e6,1.9761127023368686e7,4,10,0.3,5,1.389157330192847e7,1.389157330192566e7,9.979394950462341e6
17,33771,148,1,3600.16,3600.057,9.546,1.0,1.3915446790480085e6,1.2062650212994923e6,1.3915446790480085e6,4,10,0.3,5,1.3915446790480101e6,1.3915446791872382e6,1.1179911541736275e6
18,27653,50,1,3600.247,3600.086,10.145,7.999999999999993,1.0995740866403192e7,6.888563527551284e6,1.1237326671617454e7,4,10,0.3,5,1.1237326671617508e7,1.099574086640358e7,6.773283661792755e6
19,27988,78,1,3600.008,3600.03,10.959,3.0000000000000018,6.433397708512964e6,4.913286857291909e6,6.433397708512966e6,4,10,0.3,5,6.4333977085120985e6,5.324065343427658e6,4.681404883115768e6
1,31153,36,1,3600.094,3600.112,10.03,5.666666666666675,7.4238198294524085e6,4.304636549796423e6,7.531383763928608e6,4,10,0.3,5,7.136982670848846e6,5.240947392600985e6,4.265275490837837e6
20,25546,35,1,3600.1,3600.093,10.968,9.0,1.0028238650835197e7,5.328330177412473e6,1.0132674400174737e7,4,10,0.3,5,8.740058955127716e6,6.167715152792677e6,5.10097564637094e6
21,31328,33,1,3600.02,3600.055,8.853,9.600000000000001,1.2558272247847313e7,7.2242216294148285e6,1.2558272247847315e7,4,10,0.3,5,1.0891381429585354e7,7.504497684534073e6,5.983081401403427e6
22,33529,124,1,3600.043,3600.063,8.81,2.0,2.2425607984763137e6,1.8982232313952912e6,2.242560798476314e6,4,10,0.3,5,2.242560798471451e6,2.2425607984763235e6,1.8130141625905551e6
23,30978,42,1,3600.1,3600.045,8.863,9.099999999999998,1.3650108446162447e7,6.87573870181033e6,1.3748288426559601e7,4,10,0.3,5,1.1833710144012759e7,8.591011032193437e6,6.142074426247968e6
24,32067,43,1,3600.026,3600.047,8.829,7.000000000800014,1.636518768374368e7,8.621337953103147e6,1.647425783422831e7,4,10,0.3,5,1.3310997176046371e7,1.0750964611557007e7,7.752724613351822e6
25,31312,37,1,3600.079,3600.287,8.791,9.0,1.5948668451748991e7,8.521663918070178e6,1.6167117530483602e7,4,10,0.3,5,1.120832344320795e7,9.5607180908432e6,7.524331305210797e6
26,31613,37,1,3600.074,3600.052,8.821,15.11111111111111,1.4277664504477171e7,7.8538717020208305e6,1.4277664504477173e7,4,10,0.3,5,1.1524591130954742e7,7.7554645785324415e6,6.976712664729879e6
27,33910,37,1,3600.197,3600.046,8.844,8.428572356986674,1.5407865472299147e7,7.705514487687496e6,1.5860939912854098e7,4,10,0.3,5,1.1292043717441559e7,9.005462112268448e6,8.335183453822269e6
28,45906,49,1,3600.078,3600.059,8.801,3.4999999999999893,5.865715871253264e6,3.8744554145568367e6,6.3082540052033225e6,4,10,0.3,5,6.308254005203323e6,5.508724281227112e6,3.839180231104566e6
29,26215,38,1,3600.016,3600.088,9.555,13.875000000000002,2.8825077711831883e7,1.1956850653931227e7,2.8825077711831883e7,4,10,0.3,5,1.9112744544382844e7,1.416631565823555e7,9.405108442686081e6
2,29604,50,1,3600.187,3600.074,10.013,7.999999999999993,1.0995740866403192e7,6.888563527551284e6,1.1237326671617454e7,4,10,0.3,5,1.1237326671617508e7,1.099574086640358e7,6.773283661792755e6
30,38458,42,1,3600.057,3600.089,10.414,6.666666666666664,1.1760444480787873e7,7.292261731332172e6,1.2701093919528967e7,4,10,0.3,5,1.199553881891479e7,8.824215703329086e6,7.177934769872665e6
31,25885,37,1,3600.17,3600.061,10.106,9.0,1.3416987983328862e7,6.394921893921419e6,1.3416987983328864e7,4,10,0.3,5,9.303220967258453e6,9.303220967258453e6,5.832837705038071e6
32,27454,44,1,3600.043,3600.046,9.526,8.444444444444443,1.4038511386836465e7,6.966235027542874e6,1.4038511386836465e7,4,10,0.3,5,1.3059205510207511e7,1.3059205511513444e7,6.749917121148724e6
33,30923,65,1,3600.054,3600.08,9.257,5.000099999999996,5.777850594124048e6,4.454097596016018e6,5.777850594124049e6,4,10,0.3,5,5.77785059469795e6,4.7272636020298e6,4.578206702672958e6
34,27072,34,1,3600.043,3600.076,9.605,13.333333333333336,2.4152646072875567e7,1.056830402012717e7,2.4152646072875574e7,4,10,0.3,5,1.558138093871965e7,1.4919453559736252e7,9.329259165483475e6
35,26491,44,1,3600.163,3600.111,9.729,8.285714285714285,9.492059394657537e6,5.436995233678367e6,9.492059394657535e6,4,10,0.3,5,7.852655539588928e6,7.852655539588928e6,4.792293002430621e6
36,31110,91,1,3600.181,3600.074,10.246,1.0,3.4615090812299307e6,2.885139655841408e6,3.461509081230009e6,4,10,0.3,5,3.4615090812266916e6,3.4615090812244415e6,2.771097831504822e6
37,31236,43,1,3600.175,3600.059,9.7,5.900000000000002,1.1053601367489021e7,6.420364696629483e6,1.141003368925572e7,4,10,0.3,5,1.141003368925663e7,9.064842595655441e6,6.660964787883759e6
38,29316,42,1,3600.13,3600.088,9.519,11.222222222222221,1.1330163304495906e7,7.428777160163255e6,1.1330163304495908e7,4,10,0.3,5,1.1330163304498682e7,8.614247793672562e6,6.174437151849747e6
39,27827,40,1,3600.199,3600.074,10.931,7.0,1.1694462028270382e7,6.167139065953032e6,1.1694462028270382e7,4,10,0.3,5,1.1396817945512772e7,1.1396817945516221e7,6.521476229284309e6
3,24567,36,1,3600.078,3600.038,10.561,10.75,2.039557454298837e7,9.47188040384971e6,2.039557454298837e7,4,10,0.3,5,1.3719698196023209e7,1.3089502856445312e7,8.68414615891838e6
40,25990,36,1,3600.033,3600.069,9.903,9.571428571428571,1.5069195405918874e7,7.601041832946625e6,1.5069195405918878e7,4,10,0.3,5,1.3948849030905629e7,8.195676007055283e6,7.602568703094482e6
41,29829,54,1,3600.071,3600.523,11.448,3.0,5.694691640243074e6,3.764559268050569e6,6.101119985711251e6,4,10,0.3,5,6.101119985710267e6,4.276085469869992e6,3.8871349733148566e6
42,2,1,1,0.277,2.241,9.911,25.0,210062.67555445136,210062.67555445136,210062.67555445113,4,10,0.3,5,210062.67555832304,210062.67555618286,210062.6755580902
43,27795,41,1,3600.183,3600.122,10.487,8.375,1.5189656634888459e7,7.4676931879007835e6,1.518965663488846e7,4,10,0.3,5,1.1972126526252225e7,8.671690661230087e6,6.131258164825439e6
44,30606,54,1,3600.174,3600.045,9.566,7.000000000000001,8.50763039027742e6,5.498141206428403e6,8.63847904631214e6,4,10,0.3,5,8.638479046312623e6,8.507630390275955e6,5.500878261003494e6
45,26400,43,1,3600.017,3600.069,9.878,10.999999999999993,1.9770023352461014e7,9.771438825003179e6,1.9770023352461014e7,4,10,0.3,5,1.6305012414530195e7,1.6305012414527893e7,8.289559613183975e6
46,24969,37,1,3600.22,3600.09,10.549,11.0,1.996066500083712e7,9.495744690101324e6,2.0082361344249737e7,4,10,0.3,5,1.7161649102344472e7,1.1966422905385971e7,9.463328905849457e6
47,26101,65,1,3600.135,3600.102,11.72,5.0,5.004509545536606e6,3.6774266543802177e6,5.0045095455366075e6,4,10,0.3,5,5.004509545536041e6,4.599070677788481e6,3.5771130181649793e6
48,26701,36,1,3600.09,3600.032,8.941,16.0,3.2937470784069933e7,1.3487047734413914e7,3.293747078406993e7,4,10,0.3,5,2.0526997787440088e7,1.96937857245636e7,1.1618676105371475e7
49,27995,34,1,3600.109,3600.078,9.216,10.799999999999997,2.1872721338061206e7,9.801881919937e6,2.1872721338061206e7,4,10,0.3,5,1.5179608459886035e7,1.51790238502388e7,9.291200770166397e6
4,28273,40,1,3600.211,3600.083,11.32,9.0,8.202373489974409e6,5.390797363227421e6,8.202373489974409e6,4,10,0.3,5,8.202373489974976e6,5.394577310725268e6,5.334136947616622e6
50,26724,51,1,3600.179,3600.235,9.785,13.299999999999997,2.285346672579399e7,1.0556321864930335e7,2.2853466725793995e7,4,10,0.3,5,1.5720341993638992e7,1.306113494234085e7,8.215111190648673e6
5,31103,87,1,3600.039,3600.065,12.068,3.0,2.039965494837284e6,1.530590948528596e6,2.0399654948373837e6,4,10,0.3,5,2.0399654950389862e6,1.5334799085464478e6,1.722139267616272e6
6,23155,41,1,3600.019,3600.152,10.836,11.666666666666666,2.0389862365666937e7,1.0003945058108516e7,2.0518084217506304e7,4,10,0.3,5,1.5792170583776474e7,1.329808117007637e7,9.816580599939346e6
7,28744,38,1,3600.127,3600.049,10.42,7.0,9.347871898000564e6,6.076712821816047e6,9.464700832772734e6,4,10,0.3,5,8.968177859990263e6,7.073105555965424e6,6.214772942371368e6
8,33000,102,1,3600.191,3600.331,8.909,1.0,2.838727294495156e6,2.366057650454321e6,2.83872729449525e6,4,10,0.3,5,2.8387272944943085e6,2.8387272947769165e6,2.4842443957805634e6
9,30549,52,1,3600.133,3600.042,9.041,7.100000000000004,8.021442795322965e6,5.474473924604844e6,8.304462229284661e6,4,10,0.3,5,7.1016296349487305e6,5.006296841068268e6,4.690215634004986e6
10,13,14,1,0.449,2.35,9.971,0.7142857142857224,2.5996843862803094e7,2.5996843862803094e7,2.599684386280309e7,4,15,0.1,1,1.0652727042337418e7,1.0652727042337418e7,1.0652727042337418e7
20,13,11,1,0.388,2.161,9.774,0.25,3.1348776007204417e7,3.1348776007204417e7,3.1348776007204413e7,4,15,0.1,1,1.0217956808696747e7,1.0217956808696747e7,1.0217956808696747e7
30,9,8,1,0.279,1.991,8.921,2.5,1.8856032006306004e7,1.8856032006306004e7,1.8856032006306e7,4,15,0.1,1,7.345713809141159e6,7.345713809141159e6,7.345713809141159e6
40,7,6,1,0.274,2.038,9.368,2.4285714285714306,1.2938621968641745e7,1.2938621968641745e7,1.2938621968641749e7,4,15,0.1,1,6.885070201293945e6,6.885070201293945e6,6.885070201293945e6
50,11,10,1,0.48,3.022,13.06,2.0,2.511804342779971e7,2.511804342779971e7,2.5118043427799705e7,4,15,0.1,1,8.825419329761505e6,8.825419329761505e6,8.825419329761505e6
10,39142,188,1,3600.002,2356.991,9.684,0.22222222222222143,2.5870036679251157e7,2.2699763582342826e7,2.599684386280309e7,4,15,0.1,2,1.0652727042337418e7,8.963824241247177e6,1.0551285534347534e7
11,39178,134,1,3600.055,499.051,11.064,0.125,2.822695263610895e7,2.46181189817463e7,2.8355840183994703e7,4,15,0.1,2,9.667145740558624e6,9.667145740556717e6,9.667145740556717e6
12,40289,153,1,3600.119,230.264,9.747,0.2857142858428574,1.4379369990952471e7,1.2941563813857393e7,1.4475224046683045e7,4,15,0.1,2,5.177380640823364e6,5.177380640825272e6,5.177385299688339e6
13,35897,112,1,3600.005,102.226,13.35,0.49999999999998934,1.9142042408787206e7,1.6703682703407412e7,1.9385874796476662e7,4,15,0.1,2,7.437910283639908e6,7.042516890880585e6,7.437914397109985e6
14,39939,107,1,3600.137,105.897,9.307,1.6000000000000014,2.028135349704668e7,1.6695944382471826e7,2.0617483706127003e7,4,15,0.1,2,7.73235080033493e6,6.549724868114471e6,7.732350800338745e6
15,42463,119,1,3600.169,178.496,11.729,0.25,2.2196949639270708e7,1.968204917439221e7,2.2634320738637585e7,4,15,0.1,2,8.310322833024979e6,8.310325715509415e6,8.290391842903137e6
16,37934,130,1,3600.133,840.246,11.018,1.0,2.5621567689007908e7,2.2197662355488475e7,2.5739635466153074e7,4,15,0.1,2,9.918553328697205e6,9.44718078364563e6,9.800545756219864e6
17,36896,190,1,3600.124,3554.576,9.719,0.44444444444444464,2.1907083123233497e7,1.8879406688910022e7,2.1996133670677073e7,4,15,0.1,2,6.412287868049622e6,5.723922602365494e6,6.412330046806335e6
18,32283,205,1,3600.115,3389.795,15.097,0.12499999999999645,3.283575778067506e7,2.7472282021373946e7,3.2835757780675057e7,4,15,0.1,2,1.1381824621459961e7,1.138182462259674e7,1.1381832153097153e7
19,43747,180,1,3600.027,1591.567,10.256,0.25,1.8462061407198034e7,1.747664604961068e7,1.98795816813451e7,4,15,0.1,2,8.083331429672241e6,7.621711055643082e6,7.6473017570819855e6
1,38291,162,1,3600.001,1974.85,10.159,0.28571428571428825,2.2838625621208005e7,2.0810306294104554e7,2.4409793810916632e7,4,15,0.1,2,7.649446171318054e6,6.784626113004684e6,7.649458077220917e6
20,35474,227,1,3600.137,3600.043,12.748,0.4999999999999969,3.1002737309317064e7,2.6124122838003296e7,3.1348776007204413e7,4,15,0.1,2,1.0217956808696747e7,9.54102455598259e6,1.0217956852560043e7
21,42270,163,1,3600.003,848.791,9.743,0.125,3.0650128164713398e7,2.5771219469336435e7,3.0900317830647126e7,4,15,0.1,2,1.0133724465335846e7,1.0133734719463348e7,9.961335648925781e6
22,40475,177,1,3600.122,3600.025,10.329,0.44444444444444287,2.8066699103712533e7,2.403988923521805e7,2.8066699103712533e7,4,15,0.1,2,9.396937187719345e6,8.571613722698212e6,9.396938712873459e6
23,39954,212,1,3600.069,3600.019,10.359,0.5555555555555607,3.0011319913532354e7,2.4640142658355184e7,3.0011319913532346e7,4,15,0.1,2,9.343964349740982e6,9.341177655948639e6,9.343964349739075e6
24,42237,128,1,3600.131,478.023,10.246,4.99990503399772e-6,1.7213666539492477e7,1.5524018013113e7,1.7319269569752034e7,4,15,0.1,2,7.181378664838791e6,6.443978505582809e6,7.077836160829544e6
25,34928,157,1,3600.102,3600.048,10.436,1.7777777777777786,3.705442237288461e7,3.0020875167910185e7,3.705442237288461e7,4,15,0.1,2,9.797805689956665e6,9.797805689954758e6,9.797865748720169e6
26,40881,180,1,3600.012,3600.029,11.024,0.33333333346666194,3.3305546309746377e7,2.7671246338797364e7,3.330554630974638e7,4,15,0.1,2,8.764812172395706e6,8.764812172393799e6,8.764826870628357e6
