instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb,n,m,pc,k
1,28094,43,1,449.791,13.426,9.057,1.0,1.627158146872032e7,1.6271581468720324e7,1.6271581468720328e7,6,20,0.3,2
10,80,17,1,1.318,5.78,12.432,1.0000000002000036,6.765161649632241e6,6.765161649632241e6,6.765161649632242e6,6,20,0.3,2
11,5108,37,1,82.531,9.616,12.644,1.0,1.0879274828052476e7,1.0879274828052478e7,1.0879274828052478e7,6,20,0.3,2
12,6,3,1,0.285,2.244,9.446,4.0,693796.1921042913,693796.1921042886,693796.1921042914,6,20,0.3,2
13,72370,77,1,2056.7,41.242,9.267,0.6666666666666714,2.0507800932184197e7,2.0507800932184197e7,2.1399146097376898e7,6,20,0.3,2
14,9728,34,1,148.996,7.685,9.735,1.0,1.055914118164329e7,1.0559141181643292e7,1.0559141181643292e7,6,20,0.3,2
15,26378,53,1,496.017,14.414,10.592,0.09090909090908639,1.9679734388651885e7,1.9679734388651885e7,2.058587620978145e7,6,20,0.3,2
16,33883,122,1,3600.011,336.254,9.625,2.0,2.1083050143812306e7,2.0835054981099017e7,2.1578974288795087e7,6,20,0.3,2
17,2156,18,1,33.752,5.893,12.388,2.0,8.534996644337302e6,8.534996644337302e6,8.534996644337304e6,6,20,0.3,2
18,49380,95,1,3600.121,160.21,9.345,0.12499987017954234,2.046918480894375e7,1.9473478951184668e7,2.08010825994653e7,6,20,0.3,2
19,14200,42,1,239.675,11.096,10.156,0.117647058823529,1.8308966757382847e7,1.8308966757382844e7,1.8820969840513628e7,6,20,0.3,2
2,40727,113,1,3600.097,204.821,9.509,0.17647058823528994,4.964684923012356e7,4.550991887932365e7,4.978474331946269e7,6,20,0.3,2
20,72370,77,1,1940.164,40.518,9.063,0.6666666666666714,2.0507800932184197e7,2.0507800932184197e7,2.1399146097376898e7,6,20,0.3,2
21,140,14,1,2.344,4.26,12.198,2.0,8.532568949786875e6,8.532568949786877e6,8.532568949786875e6,6,20,0.3,2
22,3034,35,1,47.1,10.986,12.483,1.0,1.010679828481249e7,1.0106798284812493e7,1.0106798284812493e7,6,20,0.3,2
23,102,14,1,1.688,4.325,12.348,1.0,5.159528039088593e6,5.159528039088594e6,5.159528039088594e6,6,20,0.3,2
24,17474,64,1,358.357,33.28,11.544,1.0,1.5458242758755935e7,1.5458242758755937e7,1.5687173304656578e7,6,20,0.3,2
