instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
1,s,69,1,i,3600.037,11.568,8.250000000000002,a,1.39908981007214e7,2.3351134324790318e7
10,s,68,1,i,3600.042,10.167,10.700000000000001,a,1.9826215682277247e7,3.3287936925909467e7
11,s,78,1,i,3600.053,18.597,10.857142857142856,a,1.6726388578366578e7,2.9098826130792823e7
12,s,73,1,i,3600.071,10.989,7.666666666666664,a,1.831474555206018e7,3.0441740968387894e7
13,30140,73,1,3600.043,3600.035,9.8,9.000000000000009,2.803705211478801e7,1.8609975102267113e7,2.803705211478801e7
14,32214,76,1,3600.045,3600.029,11.856,7.125,1.6633135277606886e7,1.0593955860373355e7,1.6633135277606886e7
15,30518,72,1,3600.001,3600.034,9.768,9.0,2.4953311306733854e7,1.6472113710375957e7,2.4953311306733858e7
16,s,69,1,i,3600.065,10.118,8.57142857142857,a,1.788208442337992e7,2.9530095693805426e7
17,s,62,1,i,3600.036,16.53,11.625000000000004,a,1.3749092523118008e7,2.4583874393952508e7
18,30120,67,1,3600.124,3600.033,15.569,9.499999999999996,2.6445532054547876e7,1.5982522052064773e7,2.6445532054547872e7
19,29886,74,1,3600.084,3600.055,8.812,8.333333333333332,2.275903793307741e7,1.487678794211397e7,2.2759037933077414e7
2,s,72,1,i,3600.069,19.127,9.11111111111111,a,1.9990482820378684e7,3.444086816692805e7
20,s,80,1,i,3600.058,11.049,6.333333333333334,a,1.38582410922926e7,2.246365348923435e7
21,s,65,1,i,3600.031,10.133,10.0,a,1.6406523398778453e7,2.5910723728203204e7
22,s,68,1,i,3600.038,16.41,9.777777777777779,a,1.6588813213294625e7,2.7482679812963687e7
23,27550,72,1,3600.161,3600.038,11.322,9.200000000000003,3.379328639377667e7,1.95848755754974e7,3.379328639377668e7
24,31999,70,1,3600.099,3600.035,10.119,7.272727272727273,2.6036994374744084e7,1.72747412522493e7,2.6036994374744084e7
25,s,73,1,i,3600.035,9.922,9.444444444444445,a,2.0455056091570552e7,3.497370958451249e7
26,s,69,1,i,3600.061,11.343,10.0,a,1.8162972537115637e7,3.1259846498918112e7
27,30399,68,1,3600.165,3600.162,10.558,8.571428571428573,2.5359717106588136e7,1.6627443915289514e7,2.535971710658814e7
28,30735,68,1,3600.058,3600.06,12.842,9.000000001000004,3.121601589524084e7,1.844002939554951e7,3.1216015895240836e7
29,27904,69,1,3600.002,3600.056,11.764,7.1,2.024474118248502e7,1.7164087160404697e7,2.7836254361370802e7
3,s,65,1,i,3600.038,9.656,9.88888888888889,a,1.549815937766144e7,2.5073526950598143e7
30,s,68,1,i,3600.034,12.226,9.25,a,1.9761366495402914e7,3.3188233158423387e7
31,28671,79,1,3600.159,3600.064,9.491,6.0,2.9316757006741874e7,1.8075683211304996e7,2.9316757006741874e7
32,31182,83,1,3600.186,3600.034,15.549,7.25,1.8213167639196057e7,1.431074757991939e7,1.8213167639196064e7
33,28084,74,1,3600.065,3600.035,10.861,7.0,2.080471118482265e7,1.346925670865567e7,2.080471118482265e7
34,s,60,1,i,3600.041,10.16,11.0,a,1.850372729379224e7,3.159450131934908e7
35,26405,71,1,3600.249,3600.059,12.405,7.222222222222221,2.034280451239603e7,1.2854195724517228e7,2.0342804512396026e7
36,27510,77,1,3600.209,3600.038,11.33,5.0,1.9126304783202097e7,1.3813613092420695e7,1.9126304783202093e7
37,s,59,1,i,3600.056,10.879,11.714285714285712,a,2.0039011857377782e7,3.713298633774028e7
38,s,68,1,i,3600.051,11.425,11.875,a,2.3602294994866945e7,4.286844652230331e7
39,s,74,1,i,3600.045,10.741,6.300000000729998,a,1.853360081749515e7,3.0760184424443565e7
4,s,74,1,i,3600.047,9.346,7.000000000800015,a,1.56966538105585e7,2.583875041514038e7
40,s,70,1,i,3600.046,14.036,10.125,a,1.7127239183741394e7,2.7158420178254947e7
41,30027,73,1,3600.172,3600.055,10.968,4.555555555555557,2.586153444009582e7,1.5769489687695153e7,2.586153444009582e7
42,33150,80,1,3600.03,3600.04,9.451,3.3999999999999972,1.6022796195484828e7,1.3166162862345977e7,1.602279619548483e7
43,31953,80,1,3600.016,3600.043,19.169,7.0,2.871521491316098e7,1.7623896680033874e7,2.871521491316098e7
