instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
31,12,11,1,0.411,2.23,10.043,1.0,2.9562740247213364e7,2.9562740247213364e7,2.9562740247213367e7
32,14,13,1,0.42,2.166,9.44,2.000000000000014,2.5909835625108473e7,2.5909835625108473e7,2.5909835625108477e7
33,11,11,1,0.313,2.021,9.063,1.0,2.3931686406962886e7,2.3931686406962886e7,2.393168640696289e7
34,12,11,1,0.33,2.02,8.935,3.0,2.5611770460994113e7,2.5611770460994113e7,2.561177046099411e7
35,11,9,1,0.317,2.122,9.509,1.0,2.4072660958565146e7,2.4072660958565146e7,2.407266095856515e7
36,9,8,1,0.401,2.3,10.555,1.0000000002000036,1.850735992811039e7,1.850735992811039e7,1.850735992811039e7
37,15,14,1,0.424,2.132,8.961,1.8333333333333321,3.6292071971213296e7,3.6292071971213296e7,3.62920719712133e7
38,10,11,1,0.296,2.003,9.045,3.0,2.4009462107169315e7,2.4009462107169315e7,2.4009462107169315e7
39,8,7,1,0.321,1.997,9.016,1.0000000000000115,1.9862335100831427e7,1.9862335100831427e7,1.9862335100831427e7
3,14,13,1,0.458,2.564,10.909,1.0,2.814558608369696e7,2.814558608369696e7,2.814558608369696e7
40,12,10,1,0.512,2.726,12.672,2.0,2.23074704377345e7,2.23074704377345e7,2.23074704377345e7
41,11,11,1,0.336,2.037,9.02,2.0,2.3412940607385486e7,2.3412940607385486e7,2.341294060738549e7
42,13,12,1,0.371,2.153,9.375,2.3333333333333357,2.771616873428297e7,2.771616873428297e7,2.771616873428297e7
43,12,11,1,0.377,2.089,9.413,1.2000000000000028,2.9137913093259573e7,2.9137913093259573e7,2.9137913093259577e7
44,14,13,1,0.477,2.431,10.225,2.8000000000000007,3.3486262583118606e7,3.3486262583118606e7,3.348626258311861e7
45,13,12,1,0.364,2.029,8.98,4.0,3.2512858246896014e7,3.2512858246896014e7,3.2512858246896014e7
46,15,14,1,0.515,2.164,9.261,0.8000000000000007,3.903154898039708e7,3.903154898039708e7,3.903154898039708e7
47,13,13,1,0.468,2.74,11.612,0.1999999999999993,3.364466750432991e7,3.364466750432991e7,3.364466750432992e7
48,13,12,1,0.361,2.093,9.424,0.28571428571428825,3.1041354772427022e7,3.1041354772427022e7,3.1041354772427022e7
49,10,8,1,0.339,2.206,9.857,4.0,2.4074676983607955e7,2.4074676983607955e7,2.407467698360795e7
4,13,12,1,0.452,2.202,10.117,0.9999999999999964,2.38672812614877e7,2.38672812614877e7,2.38672812614877e7
50,15,14,1,0.461,2.328,9.933,0.1999999999999993,3.1851489668213226e7,3.1851489668213226e7,3.1851489668213233e7
5,10,8,1,0.34,2.159,10.088,2.6666666666666625,2.2405642618888754e7,2.2405642618888754e7,2.2405642618888758e7
6,13,11,1,0.385,2.15,9.779,0.25000000000000666,2.796533067950744e7,2.796533067950744e7,2.796533067950745e7
7,8,8,1,0.339,2.183,9.904,4.0,2.2275579689328715e7,2.2275579689328715e7,2.2275579689328715e7
8,10,9,1,0.385,2.277,10.078,1.0,1.8560435234130226e7,1.8560435234130226e7,1.8560435234130226e7
9,11,10,1,0.519,2.497,10.534,1.0,2.3655095602019742e7,2.3655095602019742e7,2.3655095602019746e7
