instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
10,33343,192,1,3600.138,3136.358,10.048,1.875,3.1402772077663925e7,2.773074906575346e7,3.1529393560833253e7
11,32768,94,1,3600.137,176.544,10.289,6.666666666666664,3.43069168442236e7,2.9579954126179375e7,3.43069168442236e7
12,s,125,1,i,3600.046,9.734,3.7500000000000115,a,3.4262622980581336e7,4.255744399749081e7
13,31830,141,1,3600.011,3600.041,11.521,2.4166666666666607,3.013297535827789e7,2.782497096144884e7,3.0132975358277902e7
14,32595,150,1,3600.025,3600.036,10.657,0.6666666666666679,3.202411965871873e7,2.8452313524231017e7,3.2147285966865826e7
15,28852,143,1,3600.085,3600.038,12.131,1.3333333335666673,3.603919645005062e7,3.054995061046742e7,3.6039196450050615e7
16,37702,120,1,3600.002,228.138,9.648,0.3999999999999986,2.6206769357007228e7,2.4568912220380228e7,2.6343257451726142e7
17,35949,152,1,3600.017,3600.033,9.651,1.7272727272727284,3.699211939051354e7,3.167603001698498e7,3.699211939051355e7
18,s,121,1,i,3600.034,11.618,3.4444444444444704,a,2.7867504001335908e7,3.388169571975981e7
19,34908,92,1,3600.063,176.334,9.095,6.734659938211476e-6,3.029489483328909e7,2.647563583151907e7,3.055830708104828e7
1,s,133,1,i,3600.07,10.123,1.8181818181818183,a,3.0597503683302324e7,3.802154965672184e7
20,32934,161,1,3600.153,967.035,9.677,0.13333333333333286,3.443816908555472e7,2.9340689094847642e7,3.443816908555472e7
21,37620,159,1,3600.002,3600.019,9.311,1.0909090909090864,4.1162959290275685e7,3.463126540498651e7,4.116295929027569e7
22,35346,176,1,3600.091,2060.662,9.948,0.3000000000000007,2.2853837401475616e7,2.05454864105873e7,2.2853837401475627e7
23,31158,125,1,3600.045,1084.374,10.466,0.8333333335166628,3.57149392070727e7,3.035145591726933e7,3.5714939207072705e7
24,s,131,1,i,3600.048,9.366,1.6363636363636367,a,2.7707924560703933e7,3.422068018489677e7
25,33938,119,1,3600.151,383.5,9.167,0.625,2.3369461894425392e7,2.1065477107197084e7,2.347916888536596e7
26,30676,156,1,3600.153,3600.031,10.711,1.1000000000000014,2.672530009647819e7,2.3411633547170606e7,2.6832192565810695e7
27,33858,134,1,3600.112,3600.034,10.188,2.0,4.102686730507045e7,3.4307149900298126e7,4.102686730507045e7
28,s,136,1,i,3600.029,11.627,2.4166666670083394,a,4.156892591909653e7,5.011559867446363e7
29,35546,116,1,3600.019,476.194,10.245,1.0000000000000213,2.6901832753957987e7,2.415211930315423e7,2.7021386089335974e7
2,30420,129,1,3600.177,718.634,11.569,0.3999999999999897,2.6510354318149243e7,2.3523351739288084e7,2.6510354318149246e7
30,35551,162,1,3600.065,610.938,10.705,5.2953094667328345e-6,2.993803378271561e7,2.6287143480337307e7,3.0181426469540834e7
31,s,138,1,i,3600.029,13.375,4.999999999999993,a,3.300677927544306e7,3.9676677903174594e7
32,29465,158,1,3600.015,3600.026,10.67,1.1250000002125091,3.124225082420683e7,2.6972538254943922e7,3.1242250824206837e7
33,36057,170,1,3600.056,1896.992,9.167,3.857142857142854,3.061176289423823e7,2.6447824253960248e7,3.0724301776407897e7
34,31721,159,1,3600.035,3600.028,10.796,1.2500000002250005,3.130414972331121e7,2.7520124925679125e7,3.1299513303699996e7
35,s,234,1,i,3600.025,9.291,0.41666666666666785,a,4.023936829176296e7,4.8237063959891394e7
36,34244,142,1,3600.132,301.276,9.228,0.5,2.600150940849301e7,2.3055620202774417e7,2.6257670327304006e7
37,71886,92,1,3600.064,86.333,9.022,0.33333333333335324,2.3061350965213306e7,2.229698766889588e7,2.4462804496373005e7
38,32739,145,1,3600.031,1673.206,10.727,6.0,3.449035022841368e7,2.9700278105692882e7,3.449035022841368e7
39,48490,84,1,3600.083,68.96,12.34,0.8000001988034491,1.8903992662377473e7,1.8547891251114942e7,1.9721773698381275e7
3,27419,123,1,3600.018,3600.137,12.253,4.166666667183328,3.8759130355715655e7,3.132481179024795e7,3.875913035571566e7
40,35945,136,1,3600.111,3600.035,9.059,3.3076923076923066,3.7029738931704625e7,3.0539047182813045e7,3.7029738931704625e7
41,34707,189,1,3600.024,3600.026,9.588,0.33333333333333215,3.02081283694394e7,2.6188153245138254e7,3.0208128369439404e7
42,45328,127,1,3600.116,137.835,9.629,0.5384615384615384,2.1315451703922886e7,2.1195031605932564e7,2.143587180191321e7
43,34973,144,1,3600.127,3600.02,9.301,2.5000000000000004,4.289262235331333e7,3.585072978102133e7,4.289262235331333e7
44,s,135,1,i,3600.026,11.102,3.181818181818187,a,4.296592916074658e7,5.534366370959462e7
45,33736,137,1,3600.037,1494.212,9.105,0.4545454545454509,2.8271063550202962e7,2.4477372359341577e7,2.839344410421381e7
