instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
1,43836,170,1,3600.039,1166.973,8.916,1.0,2.3149842020139776e7,1.9627195699677337e7,2.3351134324790318e7
10,39272,171,1,3600.014,3600.023,9.885,1.0000000002000036,3.3165558129257943e7,2.8147984767869316e7,3.3287936925909467e7
11,37308,186,1,3600.053,3600.043,9.35,1.2222222222222214,2.9098826130792815e7,2.4287305299555246e7,2.9098826130792823e7
12,38384,176,1,3600.006,1189.372,10.364,4.999838420616243e-6,3.0317995261391647e7,2.5120702462073002e7,3.0441740968387894e7
13,40508,121,1,3600.01,187.942,11.065,0.5000000001499956,2.779219297160565e7,2.3752017109096695e7,2.803705211478801e7
14,37551,172,1,3600.083,1022.919,11.156,0.33333333333334636,1.6534130227230655e7,1.4752039320458503e7,1.6633135277606886e7
15,45394,129,1,3600.115,917.039,8.903,0.5714285714285712,2.4707473962133817e7,2.1388676625406552e7,2.4953311306733858e7
16,32822,165,1,3600.062,3600.059,12.879,0.37500000000000844,2.9530095693805423e7,2.4829986636506468e7,2.9530095693805426e7
17,31502,142,1,3600.141,3600.029,12.392,1.7142857142857153,2.4583874393952504e7,2.0304553799176086e7,2.4583874393952508e7
18,32908,167,1,3600.152,2787.831,12.371,0.375,2.6445532054547872e7,2.2536298213124853e7,2.6445532054547872e7
19,35272,154,1,3600.139,689.793,11.656,1.0,2.264802036230862e7,1.9761556162556086e7,2.2759037933077414e7
2,39930,180,1,3600.107,3600.02,8.837,0.625,3.444086816692806e7,2.8419863754244678e7,3.444086816692805e7
20,33591,121,1,3600.001,441.798,11.892,0.4285714285714306,2.2351894820666768e7,1.8552100089368768e7,2.246365348923435e7
21,34106,186,1,3600.034,3600.03,12.244,0.7142857142857261,2.5910723728203204e7,2.2516348495044954e7,2.5910723728203204e7
22,33895,144,1,3600.147,3600.03,12.569,1.8888888888888893,2.748267981296368e7,2.3397476500306223e7,2.7482679812963687e7
23,38310,154,1,3600.09,1743.658,9.249,0.125,3.3665282487586275e7,2.8033123764879435e7,3.379328639377668e7
24,35290,90,1,3600.002,154.077,11.514,1.4444444444444429,2.591181849847393e7,2.2031366240232382e7,2.6036994374744084e7
25,34967,174,1,3600.001,3600.034,33.52,1.125,3.408993431603891e7,2.802975537959438e7,3.497370958451249e7
26,35808,178,1,3600.124,3600.024,9.838,2.125,3.1259846498918105e7,2.5576333159940686e7,3.1259846498918112e7
27,44247,163,1,3600.067,1744.547,8.962,0.42857142857142705,2.5240096874185756e7,2.1890730366919044e7,2.535971710658814e7
28,34219,183,1,3600.129,756.107,12.472,0.1666666666666622,3.1084304088632625e7,2.700126311335938e7,3.1216015895240836e7
29,42756,98,1,3600.126,326.444,8.994,0.33333333346666905,2.7726231636445444e7,2.266521844330945e7,2.7836254361370802e7
3,42724,154,1,3600.021,1883.465,9.186,0.28571428571428736,2.4947534887356047e7,2.179774754400336e7,2.5073526950598143e7
30,32905,155,1,3600.012,3600.029,17.076,1.125,3.318823315842339e7,2.7361511968951836e7,3.3188233158423387e7
31,44201,221,1,3600.091,3232.009,8.687,0.28571428571428825,2.9096339221615534e7,2.4027008173969254e7,2.9316757006741874e7
32,61386,108,1,3600.024,141.235,12.282,0.5,1.7267171919702698e7,1.7030653709372398e7,1.8213167639196064e7
33,45974,137,1,3600.037,230.59,9.2,1.6533579696442757e-6,2.056420338869121e7,1.7918626831896856e7,2.080471118482265e7
34,42580,165,1,3600.09,3207.972,8.698,5.166666666666664,3.159450131934908e7,2.6811329150170974e7,3.159450131934908e7
35,34088,134,1,3600.016,1256.162,12.924,0.28571428571428825,2.023103242285664e7,1.7436768744622234e7,2.0342804512396026e7
36,66460,122,1,3600.052,125.052,8.847,0.42857142857141994,1.774817941713865e7,1.7001216549739778e7,1.9126304783202093e7
37,35578,176,1,3600.11,3600.043,12.994,0.5714285715857201,3.713298633774028e7,2.988777256446194e7,3.713298633774028e7
38,32042,175,1,3600.086,3600.037,11.765,4.5,4.286844652230331e7,3.419856290446443e7,4.286844652230331e7
39,36919,145,1,3600.007,1056.77,14.908,0.125,3.076018442444355e7,2.5097331433238506e7,3.0760184424443565e7
4,29579,119,1,3600.115,653.873,12.325,1.6250000000000244,2.583875041514038e7,2.125065364196744e7,2.583875041514038e7
40,38914,157,1,3600.109,1628.427,12.167,0.5,2.715842017825494e7,2.3243891464302834e7,2.7158420178254947e7
41,37761,150,1,3600.065,414.673,10.699,0.25,2.573538373657023e7,2.081566782424681e7,2.586153444009582e7
42,27350,75,1,447.977,35.457,8.788,0.9999982360167223,1.5277619187489113e7,1.5277619187489115e7,1.602279619548483e7
43,34161,168,1,3600.062,2344.154,11.075,0.2000000001199993,2.8715214913160976e7,2.3539194434887297e7,2.871521491316098e7
44,39549,174,1,3600.001,3258.203,8.922,1.7000000000000028,3.4182323655318215e7,2.7766037753120117e7,3.418232365531821e7
45,51791,69,1,3600.025,30.531,8.219,0.11111355550249336,2.0085958205347065e7,1.738446158310228e7,2.05557837048679e7
46,37739,164,1,3600.047,567.207,11.86,6.148535447891845e-6,1.7386835095816087e7,1.5292088234340845e7,1.7596310631380502e7
