instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
1,544,17,1,5.991,4.701,13.291,1.0,8.671142468633875e6,8.671142468633875e6,8.671142468633877e6
10,43872,70,1,1342.422,49.688,8.868,0.07142857142857072,2.518713354484554e7,2.5187133544845544e7,2.8850271662396558e7
11,4878,28,1,47.633,3.975,7.421,1.0,5.56147728620182e6,5.561477286201822e6,5.561477286201822e6
12,45545,121,1,3600.12,167.141,9.343,0.2307692307692264,2.910887979371196e7,2.5271237755543515e7,2.982144446543923e7
13,60981,135,1,3600.097,302.168,10.721,4.199191596399033e-6,2.4039627644230004e7,2.329627065605827e7,2.5030870473978877e7
14,2432,28,1,36.438,6.774,11.782,0.30769230769230305,7.377070054165552e6,7.377070054165553e6,7.675971129433091e6
15,128816,79,1,3600.002,47.975,10.978,2.2856594483755543e-6,1.285714833542673e7,1.2857148335426662e7,1.3961954691147912e7
16,4502,42,1,48.878,8.75,10.538,1.0,1.5886539949926326e7,1.5886539949926328e7,1.5886539949926328e7
17,11262,47,1,136.555,13.695,9.971,1.0,1.3986768472266372e7,1.3986768357631152e7,1.4490715939422533e7
18,13626,55,1,182.982,25.722,11.667,0.9999998577930569,1.6550617739058532e7,1.6550617739058536e7,1.6550617739058534e7
19,62438,107,1,3600.027,131.889,10.83,1.714230315030818e-6,2.2666541867224306e7,2.1320080452920906e7,2.502270398225791e7
2,4674,27,1,64.497,6.946,12.266,0.5833333333333286,1.4668040914308848e7,1.4668040914308848e7,1.479126952916007e7
20,53590,98,1,3600.024,91.412,11.903,0.09999999999999905,2.3560699599887736e7,2.2280345614040244e7,2.4584966723867588e7
21,120582,72,1,3600.002,37.305,10.85,1.1999611956720058e-6,1.900075494476588e7,1.90005158067732e7,2.0788654503854606e7
22,48,15,1,0.649,3.091,9.927,1.0000000002000036,4.512214869549839e6,4.512214869549839e6,4.512214869549839e6
23,6444,59,1,114.464,21.04,12.776,0.1666666666666714,8.908377189379409e6,8.908377189379407e6,9.417203806293665e6
24,36,14,1,0.567,3.416,10.396,1.0,8.24905498013476e6,8.249054980134761e6,8.249054980134759e6
25,3662,45,1,44.285,11.222,10.508,0.07692307692307665,1.4513341063696362e7,1.4513341063696366e7,1.5270185313937979e7
26,6948,46,1,93.192,13.22,8.88,0.23076910610970458,2.070009197980429e7,2.07000914442609e7,2.2001855314270437e7
27,26998,41,1,363.34,7.643,9.894,1.0,8.57858194133078e6,8.578581941330783e6,8.578581941330781e6
28,6556,51,1,74.873,11.562,10.429,1.0,1.7767220270536795e7,1.77672202705368e7,1.7880366194016173e7
29,40950,69,1,706.375,28.0,8.78,1.0,1.3466242056517914e7,1.3466242056518182e7,1.4089349317035193e7
3,17398,47,1,229.182,11.125,9.192,1.0,1.8877278467995718e7,1.887727846799572e7,2.004886969363716e7
30,43685,146,1,3600.091,321.099,10.591,0.6923076923076934,3.0080285744814254e7,2.753569297848751e7,3.0542938962678354e7
31,10,14,1,0.315,2.474,8.741,1.0,2.535611279043439e6,2.53561127904344e6,2.5356112790434393e6
