instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb,n,m,pc,k
45,31642,104,1,3600.013,3600.064,8.995,2.9999999999999716,2.3818269432296854e7,2.165354963728342e7,2.3818269432296854e7,4,20,0.3,3
46,31107,77,1,3600.216,3600.045,8.908,6.0,2.30437638636046e7,1.855717821510213e7,2.3286266801514436e7,4,20,0.3,3
47,55252,63,1,3600.088,72.233,8.886,0.1764691256117672,6.879289414398801e6,6.879289414398802e6,6.879289414398799e6,4,20,0.3,3
48,72400,73,1,3600.041,44.427,8.902,1.8200576619165076e-6,1.065000765989095e6,1.065000699238428e6,1.0650007659897162e6,4,20,0.3,3
49,45178,76,1,3600.2,75.684,8.953,1.0,8.791464245189434e6,8.566270766676115e6,8.791464245189438e6,4,20,0.3,3
5,31779,121,1,3600.014,3600.04,9.003,5.0,2.188372560476382e7,2.0080654549812716e7,2.188372560476383e7,4,20,0.3,3
50,39943,41,1,3600.001,14.291,8.944,1.0,2.0753975267526319e6,2.197090714069855e6,2.197090714069855e6,4,20,0.3,3
6,29180,30,1,484.707,18.446,9.609,1.0,4.133252230421886e6,4.1332522304218877e6,4.133252230421887e6,4,20,0.3,3
7,31215,112,1,3600.195,3600.047,9.631,4.06666666666667,1.2670746886027075e7,1.159548217039959e7,1.2790220732537517e7,4,20,0.3,3
8,40420,36,1,657.371,22.121,9.606,1.0,5.876594153526426e6,5.876594153526427e6,5.876594153526427e6,4,20,0.3,3
9,29640,108,1,3600.069,3600.068,9.619,4.888888888888886,2.5350753804721817e7,2.23093167284744e7,2.535075380472182e7,4,20,0.3,3
