instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb,n,m,pc,k
1,35742,133,1,3600.025,3600.049,9.031,2.9999999999999996,1.537311092473045e7,1.417030545417422e7,1.5373110924730452e7,4,20,0.3,3
10,27669,61,1,3600.075,3600.031,8.929,10.0,2.5268114827893928e7,1.9359511608858142e7,2.5268114827893924e7,4,20,0.3,3
11,27489,92,1,3600.122,3600.043,9.68,7.199999999999989,3.7514312304254256e7,2.9989335449471254e7,3.751431230425426e7,4,20,0.3,3
12,34183,127,1,3600.124,3600.066,9.316,1.0,9.606329726708308e6,9.49205074799746e6,9.606329726708312e6,4,20,0.3,3
13,30924,114,1,3600.112,3600.071,9.68,2.473684210526315,1.9970048339516852e7,1.862262000262556e7,1.9970048339516863e7,4,20,0.3,3
14,6639,44,1,73.178,28.66,11.599,1.0,3.7041341837013164e6,3.7041341837013173e6,3.7041341837013173e6,4,20,0.3,3
15,26998,96,1,3600.183,3600.041,11.619,5.949999999999996,3.730575971576966e7,3.108914256737706e7,3.7305759715769686e7,4,20,0.3,3
16,32439,89,1,3600.237,125.978,11.676,1.0,4.688100268070837e6,4.6881002680708375e6,4.6881002680708375e6,4,20,0.3,3
17,34320,148,1,3600.001,3600.038,8.924,1.94736842105263,1.5276362464573402e7,1.5276362464573404e7,1.5276362464573402e7,4,20,0.3,3
18,36063,132,1,3600.127,3600.057,8.941,4.0,1.9849512261507187e7,1.8526466234567482e7,1.9849512261507194e7,4,20,0.3,3
19,80141,41,1,1515.882,32.909,8.954,1.0,5.288571161267966e6,5.288571161267968e6,5.288571161267968e6,4,20,0.3,3
2,32703,142,1,3600.185,3600.064,11.615,1.0,1.053459441681845e7,1.0319635242740123e7,1.0534594416818451e7,4,20,0.3,3
20,37435,173,1,3600.001,3600.034,8.985,1.0,1.3727041256243268e7,1.3470596330381988e7,1.372704125624327e7,4,20,0.3,3
21,29002,95,1,3600.092,3600.035,9.639,4.285715237391439,1.6502212200638073e7,1.4484361611521035e7,1.6502212200638074e7,4,20,0.3,3
22,30045,102,1,3600.192,3600.049,9.666,2.0,1.464731297406981e7,1.342746258266833e7,1.4647312974069811e7,4,20,0.3,3
23,70564,58,1,3600.004,69.412,9.671,1.0,6.102449477375533e6,6.102449477375535e6,6.102449477375536e6,4,20,0.3,3
24,44418,114,1,3600.232,689.451,9.637,1.0000000000000036,8.475563949502094e6,8.475563844103344e6,8.475563949502096e6,4,20,0.3,3
25,32037,53,1,3600.109,24.676,9.175,1.0,3.2794903123941096e6,3.2794903123941114e6,3.279490312394111e6,4,20,0.3,3
26,29536,187,1,3600.232,3600.087,9.89,2.0,6.720531235998049e6,6.325850941795542e6,6.720531235998049e6,4,20,0.3,3
27,2111,133,1,28.494,3600.059,9.181,1.8823529414647169,8.968397540685602e6,1.2738110796888638e7,1.3799343546096552e7,4,20,0.3,3
28,46469,73,1,3600.033,72.281,9.175,3.0,677959.9155674055,677959.9155680364,677959.9155680363,4,20,0.3,3
29,33684,128,1,3600.089,3600.043,9.238,3.000000000000121,2.056433096863645e7,1.9650718359266378e7,2.0564330968636453e7,4,20,0.3,3
3,34714,70,1,3600.001,3600.026,17.436,4.789473684210527,2.0332602377096597e7,1.726637511117298e7,2.0786846298485186e7,4,20,0.3,3
30,30087,103,1,3600.195,3600.047,8.809,3.3888888888888857,2.2384081136514794e7,1.9636230392674826e7,2.3169157259002537e7,4,20,0.3,3
31,29573,106,1,3600.224,3600.048,8.747,2.882352941176471,1.99776251213481e7,1.7980168431841202e7,1.9977625121348105e7,4,20,0.3,3
32,31520,132,1,3600.121,3600.09,9.228,2.555555555555557,1.7986626297797192e7,1.6702204330124866e7,1.7986626297797196e7,4,20,0.3,3
33,25998,65,1,3600.137,3600.05,12.17,5.0,2.308477603859451e7,1.85593291388522e7,2.319791312358436e7,4,20,0.3,3
34,29874,101,1,3600.143,3600.068,9.011,2.444444444444471,1.548479131790913e7,1.4195043141502943e7,1.5484791317909135e7,4,20,0.3,3
35,37147,176,1,3600.079,3600.053,8.948,1.0,9.02338598318632e6,8.90312040535754e6,9.143626854155052e6,4,20,0.3,3
36,32091,140,1,3600.014,3600.053,8.878,2.0,1.3260322878196705e7,1.265223834599381e7,1.3260322878196709e7,4,20,0.3,3
37,32131,140,1,3600.189,3600.068,8.819,2.0,1.3260322878196705e7,1.265223834599381e7,1.3260322878196709e7,4,20,0.3,3
38,33838,80,1,3600.043,145.007,8.981,1.0,2.600111469746904e6,2.600111469746904e6,2.6001114697469044e6,4,20,0.3,3
39,2,1,1,0.235,1.932,8.889,0.0,7757.985771461817,7757.985771318898,7757.985771461819,4,20,0.3,3
4,39991,111,1,3600.037,3600.042,9.008,1.9333333333333336,1.0645837563105598e7,9.569830161739657e6,1.0884915684736887e7,4,20,0.3,3
40,31653,106,1,3600.101,3600.042,8.869,4.0,1.940739354789736e7,1.6635253872124534e7,1.9407393547897365e7,4,20,0.3,3
41,10,17,1,0.327,4.441,8.91,1.0,621614.7959742454,621614.6731162417,621614.7959742452,4,20,0.3,3
42,29512,79,1,3600.079,3600.046,10.349,5.5,2.8263798009649567e7,2.3944751341692407e7,2.850424815386029e7,4,20,0.3,3
43,27820,71,1,3600.002,3600.027,10.403,7.0,3.461994642404337e7,2.739775413837404e7,3.499350659705648e7,4,20,0.3,3
44,s,77,1,i,3600.043,8.985,8.549999999999999,a,3.541840044519093e7,5.4200217020470485e7,4,20,0.3,3
