o_bb,o_box,o_pb
1.9127846884059906e7,1.9008005085712433e7,2.4185330980831146e7
1.4668040914312363e7,1.4668040914312363e7,1.479126952916336e7
1.1820890956857681e7,1.1531654233234406e7,1.3817627450658798e7
1.5548711751153946e7,1.5548712970256805e7,1.6651111483507156e7
7.404760034683228e6,8.578581941335678e6,8.578581941335678e6
1.5319035237569809e7,1.4674921213470459e7,2.3183997178455353e7
6.5851741064071655e6,7.678888740846634e6,8.740058955127716e6
6.264780975492477e6,6.242229831897736e6,6.834330146707535e6
1.5548215096492767e7,1.573676152660942e7,1.9298944043670654e7
8.036922265869141e6,8.5349966443367e6,8.5349966443367e6
1.5666606920433044e7,1.5995843798660278e7,2.099570219526404e7
9.023385983186722e6,9.023385983186722e6,9.143626854155825e6
1.8938008452835083e6,1.8938008450940172e6,1.8938008452834971e6
7.1016296349487305e6,7.101629635030746e6,7.1016296349487305e6
1.700369519291687e7,1.8612029914438248e7,2.401377754260063e7
7.769925722043991e6,8.867144642417908e6,9.234499041002274e6
7.972141519271851e6,7.972141519271851e6,7.972141519275665e6
1.645974654611206e7,1.5174221563217163e7,1.936640757719612e7
1.8291787386619568e7,1.829176457045555e7,2.032382085655403e7
1.9064852438604355e7,1.7501150097579956e7,1.9064852438602448e7
3.130911786201477e6,3.1309117855758667e6,3.130911785575969e6
1.631464021492958e7,2.0059444561841965e7,2.550176514272499e7
1.9686618083770752e7,1.9686617134397507e7,2.2033382474947028e7
3.9889690000442505e7,2.852249525309372e7,3.263765700464273e7
1.2924992597064972e7,1.5868785679700851e7,1.7768291912498474e7
2.5652972223722458e7,2.3632447435310364e7,3.2226779878342774e7
1.337607036674881e7,1.337607036674881e7,1.337607036674881e7
1.1389725804124832e7,1.1494471558988571e7,1.1494471558986664e7
3.8441742918434143e6,3.8441742918434143e6,3.8441742918433696e6
9.171697856929779e6,1.3310997176044464e7,1.3310997176046371e7
6.705086686868668e6,6.705086686197281e6,6.705086686199188e6
2.725953851453781e6,2.838727294493034e6,2.8387272944943085e6
7.865444445894241e6,8.135491523809433e6,8.249054980140686e6
9.040491079301834e6,9.510736858560562e6,1.141003368925663e7
9.518739199335098e6,9.606329726703644e6,9.606329726703808e6
1.1976478623657227e7,1.1483632104730606e7,1.2974471850337982e7
4.336603311450958e6,4.336603311452866e6,4.336603311452866e6
1.0900145140390396e7,1.0157466324481964e7,1.2691450958787918e7
7.434672063663604e6,7.638427788292654e6,8.8970030920372e6
1.2929381320608806e7,1.2474086938879376e7,1.5160477483793264e7
6.102449477373123e6,6.1024494773693085e6,6.102449477369086e6
1.8276954144363403e7,1.827690111140442e7,1.892181649054718e7
621614.7959747314,621614.7959651947,621614.7959658559
9.246954169242859e6,1.0450150681780435e7,1.1652375702315718e7
6.410062078886e6,6.289287377843855e6,6.4100620788865965e6
8.100908941407439e6,8.473499622617316e6,9.374909118403357e6
7.377067736623764e6,7.377063966852188e6,7.675971129430771e6
1.1688709609505486e7,1.3196452995536804e7,1.3537621605736483e7
5.096363451177597e6,5.096363451177597e6,5.096363451177597e6
1.966729047415161e7,1.955267417193985e7,2.0826071494895935e7
1.5201177275291443e7,1.6333830334135056e7,2.0886186466474533e7
7.018430157878876e6,7.279960153587341e6,7.67692051016026e6
1.0358637642116547e7,1.0554593005971842e7,1.2528021620119598e7
1.460123855773735e7,1.6664305036785126e7,1.6664305038452141e7
1.6967352511997223e6,1.696735251197815e6,1.6967352511977106e6
6.720531235998154e6,6.720531236005783e6,6.720531236005215e6
1.5138916484844208e7,1.271942185405159e7,1.6350634459547043e7
1.2577862969060898e7,1.2132064254257202e7,1.4990206428466797e7
1.82826645944825e7,1.529820164487648e7,1.9855070501222614e7
1.8443698817033768e7,1.8153371695310593e7,2.0952022155511856e7
9.247316465566635e6,1.0879274828050613e7,1.0879274828050613e7
8.407368923244864e6,9.43290596557878e6,1.1395473275156915e7
1.0924410211120605e7,1.146610952744484e7,1.4561189695988573e7
1.1318375598800238e7,1.131837559880066e7,1.3059205510207511e7
1.4770590233097076e7,1.645410329063034e7,1.768452998646511e7
1.4021506102048874e7,1.3457300559915543e7,1.402150610203743e7
8.307214868591309e6,8.995404302721024e6,1.0905000396232605e7
2.3713359323015213e7,2.7147706687496185e7,2.888756520941162e7
1.1229966801332474e7,1.0454405932264328e7,1.2798502281200085e7
1.476419402766037e7,1.6281307289699554e7,1.8326783039102554e7
1.0181860272256851e7,1.3829860821964264e7,1.4320327160975257e7
7.04951321434021e6,7.10987302035141e6,9.078511302829742e6
2.1927412578704834e7,2.3852849336385727e7,2.581627431982231e7
3.496890277837181e7,3.3271064335430145e7,3.6063480467588425e7
6.618694743801117e6,6.765161649627686e6,6.765161649629593e6
685966.9989566803,685966.9989566803,685966.9989566803
1.7264544588327408e7,1.6218563287631989e7,2.1861412751959555e7
9.58084560829544e6,9.58084560829544e6,1.0686124575008392e7
1.0787315915216446e7,1.0704351037599564e7,1.1036190232973099e7
1.6820036838840485e7,1.5246150189437866e7,2.2026445502880096e7
9.712739939403534e6,7.771439574064255e6,1.0306017434453964e7
7.972636219305038e6,8.083421238641376e6,8.0834212394523565e6
8.885155060077667e6,8.719146149953842e6,9.549152335582733e6
8.875321517166138e6,8.875321517166138e6,8.875321517166138e6
1.966729047415161e7,1.955267417193985e7,2.0826071494895935e7
1.1500202748498917e7,1.2195206427864075e7,1.7734172635026824e7
3251.4997901916504,3251.4997901916504,3251.499780654907
1.0009070231061935e7,1.0446149966388702e7,1.15101294899292e7
1.757143818806076e7,2.333550511914444e7,2.599406681939125e7
1.3234567617952347e7,1.3984999729343414e7,1.4099196778629303e7
1.3575305161180496e7,1.5358500883846283e7,1.7252594703473218e7
1.1786015200681686e7,1.1786004468179703e7,1.1945222941781998e7
1.5239481627922058e7,1.5239476946281433e7,1.53731109247221e7
1.4403354840528488e7,1.4403354761327744e7,1.4647312974069651e7
1.0064172852221403e7,1.0821989942726064e7,1.1434404111783465e7
9.899830575895108e6,8.589179743890762e6,1.0020448411031581e7
1.3392721278862e7,1.5959654428798676e7,1.735143898085785e7
10569.368305206299,10569.368305206299,10569.368299484253
1.656229823805046e7,1.9923039906118393e7,2.110390347312355e7
1.5356866631324768e7,1.8974132619197845e7,1.8974128617302567e7
1.6633168321690068e7,2.275588396633339e7,2.7646292846516706e7
1.2188720003895521e7,1.2994092555221755e7,1.558138093871965e7
1.3773621688375473e7,1.5286942100365993e7,1.5720341993638992e7
1.1608424467281342e7,1.1747703061927795e7,1.3361321302890778e7
1.2136469939495087e7,1.2325087024463654e7,1.4359708463968277e7
1.6125190302555084e7,1.612517694815445e7,1.694569481735552e7
2.869997165529251e6,2.869997165529251e6,2.869997165529251e6
1.678221459785161e7,1.4967558843595505e7,2.040928568132749e7
210062.6755810082,210062.67556053397,210062.67555832304
7.577029375259399e6,7.725024486793518e6,8.198720947183609e6
1.375267239494896e7,1.4379632960054398e7,1.6870280074476242e7
1.5157714961893082e7,1.5458234760295868e7,1.5687173304649353e7
4.978236638902664e6,4.978236638408661e6,4.978236638408661e6
7.767946869758606e6,7.767946869758606e6,7.767946870536812e6
552694.6266288757,552694.6266288757,552694.6266288757
1.3428480648691177e7,1.3428475676984787e7,1.4876448829145312e7
1.5030952698366165e7,1.696564067753601e7,1.9501418578451157e7
1.3151766974847794e7,1.708968932135582e7,1.8170713366056442e7
7.868199031705856e6,7.660833688245773e6,9.487931728557587e6
2.6936702138910294e7,2.617552340205574e7,3.0170277540000916e7
8.569268816891044e6,7.887601647708893e6,8.569268816891626e6
1.4978249363170624e7,1.4811469101015091e7,1.8097867524070356e7
1.0970466636967251e7,1.1907704659355309e7,1.5179608459886035e7
1.021145020113182e7,1.0120915798570633e7,1.0559141181646347e7
1.645700484000969e7,1.4830321337938309e7,1.88571418753376e7
9.591027716712952e6,9.183752683589935e6,1.3829758630493164e7
8.022148169025421e6,8.340679367267609e6,1.0108769082773209e7
1.0091374524305105e7,1.0091374524305105e7,1.1326609398391724e7
3.9730721418037415e6,3.9730721418037415e6,3.97307214220047e6
2.0516774855537415e7,2.381826943229103e7,2.3818269432292208e7
1.3966224169487e7,1.3033374396575928e7,1.8206012181135178e7
1.0040409737306595e7,1.1486152930451538e7,1.1993878182088496e7
7.597987791661128e6,7.5979877916586995e6,7.944188713152306e6
9.837055172379656e6,8.375749887843121e6,1.0891381429585354e7
1.476621950438118e7,1.476621950438118e7,1.765389747542e7
1.8777237609514236e7,1.643485988335228e7,2.056513716672516e7
1.0293414879735319e7,8.512991225957468e6,1.1330163304498682e7
1.6094341028539658e7,1.844399865973091e7,1.9297319032631572e7
2.0694053985530853e7,2.411718622209549e7,2.6138502692676544e7
9.247789669229507e6,9.2477896692276e6,9.247789669231415e6
8.109949139907611e6,9.742768361027485e6,9.936510537453584e6
1.5805785684585571e7,1.8556862278669357e7,1.959324658698082e7
6.791994418325424e6,6.791994418324378e6,7.697083449539185e6
7.504971614850998e6,7.504971613349915e6,7.504971613348007e6
8.326919183170319e6,8.326919183170319e6,1.0452413611190796e7
1.4445143571256638e7,1.5419651154493332e7,1.5295806777480854e7
677959.91563797,677959.9156398773,677959.9155681022
4.9024446827430725e6,4.9024446827430725e6,5.004509545536041e6
8.218990326692581e6,9.730221597118378e6,1.0574583299139023e7
1.5698899874881744e7,2.1653328691474915e7,2.3652866485183716e7
1.9940694374559402e7,2.014694621305275e7,2.38504638628006e7
9.097042781053543e6,9.097042781053543e6,9.097042781051636e6
1.0590204173072815e7,1.0720625206056595e7,1.3260322878194315e7
1.1173284167441342e7,1.1596788780556172e7,1.3719698196023209e7
1.7885253466402054e7,1.7813895830667496e7,1.942402103996277e7
7.01279310087397e6,7.01279310087397e6,7.012793100874984e6
7.739977547487259e6,8.996104951717377e6,1.042725292700386e7
1.5069892713186264e7,1.5311614471944809e7,1.7151552839718908e7
1.2431877685213089e7,1.2431877685213089e7,1.2790220733827583e7
3.279490312395096e6,3.2794903127269745e6,3.2794903124032337e6
1.4008236335454987e7,1.4807715732033053e7,1.5831725806607777e7
7.067590432067736e6,6.9662040741081145e6,7.06759043206762e6
1.9689145185344696e7,1.9689143275758743e7,1.980941793027115e7
1.739475284620285e6,1.739475284620285e6,1.7394752846221924e6
1.3338525098157581e7,1.3338513544670105e7,1.3889049207742691e7
7.6802966247090325e6,7.680296624706268e6,7.852655539588928e6
1.2868789464155197e7,1.7112672043851852e7,1.755986574437332e7
1.7659071712230682e7,1.7659071712230682e7,2.029092157254982e7
1.3342002854337692e7,1.3342003300729752e7,1.3793089990236282e7
4.688100268066406e6,4.688100268060684e6,4.68810026806109e6
1.4971583961475372e7,1.553227114463389e7,1.5532271144634575e7
1.425783836781311e7,1.4209850037326813e7,1.444979169546101e7
1998.9382152557373,1998.93821144104,1998.9382119737566
5.288571161272049e6,5.181465659744263e6,5.288571161276067e6
1.48261169720245e7,1.2571010540229797e7,1.585590036182438e7
2.8395204088781357e7,2.637351696987343e7,3.0162365577287924e7
1.7558150691223145e7,1.774765296612549e7,1.9977625121357463e7
8.70018891591835e6,7.532959094638824e6,9.95841539286995e6
2.102629303538078e7,1.9675805863744736e7,2.12964010991058e7
1.3429126885698318e7,1.3019249980363589e7,1.6026657640028e7
1.061547087648201e7,1.6606885805511475e7,1.8151288049520493e7
3.8027453903713226e6,3.8027453903713226e6,3.8027453903694153e6
1.7160694640512466e7,1.8142652697568893e7,2.10307659985981e7
1.7440543880317688e7,1.7440543880317688e7,1.7843552277364276e7
2.375546092267227e7,2.63127493928051e7,2.6994469410562515e7
1.7773833795970917e7,1.7145144030822754e7,2.0564330968636774e7
2.6588246924024582e7,2.6588238748781204e7,2.8860941105810165e7
1.5751654938167572e7,1.921437197543335e7,2.0106328707753558e7
4.241959907930374e6,4.2419599083545245e6,4.241959907930155e6
1498.9735883511603,1498.9735883511603,1498.9735910259187
1.6755889838710785e7,1.6675279963394165e7,2.0221736797540236e7
1.8122506438825607e7,1.9735485875621796e7,2.1407978600185394e7
7.418789393297195e6,7.418789393297195e6,7.418789393299103e6
1.5217795878139496e7,1.505720035270691e7,1.7190799634425152e7
1.76800951915226e7,2.002617170091057e7,2.07518089926548e7
1.2375922319581985e7,1.3438674263132095e7,1.4294934247662576e7
8.71955093827629e6,9.008670934810638e6,9.008655059324265e6
1.058214784690094e7,1.2384079034072876e7,1.371132626281166e7
1.2200771627134323e7,1.3581731140605927e7,1.4477943243831635e7
1.946211074447441e7,1.731423100593567e7,1.9792791052267075e7
1.0133212015668869e7,9.337243011254758e6,1.2150685083821246e7
1.45058985791893e7,1.6446648085289001e7,1.799131129242325e7
1.9436780434164047e7,1.944819827263069e7,2.411816429494667e7
1.0387936446870223e7,1.3281161493028468e7,1.403626374120903e7
7.761485131002426e6,8.197650430350864e6,1.1833710144012759e7
8.602182380031586e6,8.908377189374924e6,9.417203806287766e6
5.291576431497574e6,5.086152989624772e6,6.101119985710267e6
1.1969325735563278e7,1.5276362464578629e7,1.5276362464579003e7
1.408280647723198e7,1.2509446313251495e7,1.753305540633583e7
1.959977385035324e7,2.4136799404188156e7,2.7522600985710144e7
4681.065950393677,4681.065950393677,4681.065952483565
1.0836047789394379e7,1.154516870233176e7,1.327648323181155e7
1.0401646116096497e7,1.1066547415863037e7,1.215173359493637e7
1.1303919195678711e7,1.2094541167823792e7,1.3204357364179611e7
1.885412182760811e7,1.8938995874664307e7,2.0087491000501633e7
8.532568949789047e6,8.532568949790955e6,8.532568949789047e6
8.210655296607971e6,8.564204548810959e6,8.564204548807144e6
8.999212801704407e6,7.366569874490738e6,1.2752794483971255e7
9.805364569702148e6,1.1266908045984268e7,1.1902335135349274e7
1.0650007660999298e6,1.0650007660007477e6,1.0650007661075592e6
1.0607023065805435e7,1.003698831250224e7,1.1524591130954742e7
2.4051768332466125e7,2.372306608931923e7,3.2574863444378898e7
1.809655592281723e7,1.8096555922819138e7,1.8096551228794098e7
9.84629581164002e6,9.846295812627792e6,1.0164342655817866e7
1.3836045212327758e7,1.4528674286849976e7,1.914878266663626e7
1.232587635623169e7,1.2325876356232893e7,1.3826181691797197e7
9.869719350065231e6,1.21591876110363e7,1.3611366977556229e7
8.988124979890823e6,1.0206244333068848e7,1.0206244333065033e7
1.977378448426819e7,2.5164864480516434e7,2.5410689103878677e7
2.6814729306430817e6,2.6814729306430817e6,2.681472930641772e6
2.154664547468376e7,2.154664547683716e7,2.3116812252004623e7
9.993892979318619e6,9.993892979318619e6,1.1363530602874756e7
1.4472596026525497e7,1.5381547453186035e7,1.6550482717597961e7
5.57769578405571e6,5.709610021088727e6,6.315972880854984e6
2.2726449311567307e7,2.91871847629776e7,3.1770472407741077e7
1.5472876076057434e7,1.7324795415447235e7,1.9099878283666484e7
4.1332522304210663e6,4.1332522304229736e6,4.1332522308387756e6
1.482417667629242e7,1.647530957929039e7,1.7542206418258667e7
1.1320576696512222e7,1.0666069749595642e7,1.2440228840930939e7
1.286219962716238e7,1.4259813270048363e7,1.5178202794748165e7
9.47575290809822e6,8.59778811520195e6,9.475752907152176e6
1.660860078732872e7,2.0452191262247086e7,2.3676866347744368e7
2.213555101345253e7,2.5922300579206467e7,3.1091086636310577e7
1.5988817478630066e7,1.4448697477678299e7,1.854224824022293e7
1.2405654882104874e7,1.4986256448703766e7,1.6141635467733383e7
6.254466887735367e6,6.254466887735367e6,6.2544668877391815e6
1.1981384121055547e7,1.3269083412195206e7,1.7161649102344472e7
1.2368994897872925e7,1.2368994479558945e7,1.3149984724842072e7
1.8301606411512375e7,1.8661067259506226e7,2.219693110520363e7
7.577029375259399e6,7.725024486793518e6,8.198720947183609e6
1.1061575614591599e7,1.2930890343719482e7,1.4970525671444323e7
1.53741979000206e7,1.5602521733606339e7,1.9806721809041306e7
1.0526300048662186e7,1.0526300048662186e7,1.0884915684726674e7
3.4798027635822296e6,3.4798027635822296e6,3.4798027635822296e6
1.6268319724746704e7,1.6268319724746704e7,1.7576597335494995e7
1.5607609269067764e7,1.6642421518302824e7,2.12287435701672e7
8.634256046966553e6,8.634256046102792e6,8.634256046100035e6
1.1546135180337906e7,1.0581374658067703e7,1.1546135180333601e7
7.946368400299072e6,7.984291410627365e6,9.812448350910187e6
5.782470493677454e6,6.20776159516714e6,7.136982670848846e6
2.1038584164144516e7,1.856108979830551e7,2.116378920405388e7
2.2425607986984253e6,2.2425607984752655e6,2.242560798471451e6
8.671142468629837e6,8.67114246862793e6,8.67114246862793e6
4.512214869550705e6,4.51221486954689e6,4.51221486954689e6
1.256726110377884e7,1.2896706211374283e7,1.314874510022568e7
1.940842509941101e7,2.135040843083191e7,2.376983045787101e7
2.4312229341409683e7,2.9987876652687073e7,3.160647854600525e7
2.4076832870046616e7,2.9261865029987335e7,3.1037057074834824e7
2.409111525076726e7,3.3961535217912674e7,3.676734305040932e7
1.453626037121582e7,1.728724750011444e7,1.7287243630107563e7
7.813420518877029e6,7.393073399887085e6,8.05107135817337e6
4021.7778396606445,4021.7778396606445,4021.777837753296
5.777850594117211e6,5.777850594118386e6,5.77785059469795e6
5.9475773990345e6,5.947577398439407e6,5.947577398439407e6
7757.985771179199,7757.985771179199,7757.985767364502
1.1143227955825806e7,1.1851006020191193e7,1.395445882659658e7
1.012381354458046e7,1.0340651418985367e7,1.3948849030905629e7
2.2038549739599228e7,2.2943361960756302e7,2.7201319461841583e7
1.2116956172513962e7,1.211695226177597e7,1.2606424464399338e7
