instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
10,s,61,1,i,3600.032,11.07,8.799999999999997,a,2.459104010073021e7,3.9293036683746554e7
11,s,66,1,i,3600.038,10.089,9.272727273754555,a,2.55291959040084e7,4.171479950721086e7
12,s,64,1,i,3600.053,10.52,8.6923076923077,a,2.1159083990045134e7,3.422704426971655e7
13,s,58,1,i,3600.045,10.768,8.555555555555555,a,2.207123150785802e7,3.812221436565347e7
14,s,67,1,i,3600.045,10.953,7.615384615384615,a,1.7180405776302133e7,2.533134074870268e7
15,s,53,1,i,3600.037,10.024,8.916666666666668,a,1.778391151846773e7,2.5877239908225417e7
16,s,61,1,i,3600.051,10.928,8.454545454545453,a,2.3065082793390453e7,3.59810071678156e7
17,s,55,1,i,3600.045,10.82,12.181818181818105,a,2.5796883297202323e7,4.77170899449869e7
18,s,58,1,i,3600.046,9.553,12.625,a,2.234988834274733e7,3.6103378518716484e7
19,26624,59,1,3600.126,3600.052,9.706,8.0,2.6935560185444992e7,1.897763803201826e7,2.6935560185444992e7
1,24072,57,1,3600.001,3600.064,9.703,7.066666666666666,2.549626153231842e7,2.174331786724703e7,3.1578822704526052e7
20,25062,66,1,3600.047,3600.045,12.003,7.375,2.1195255892731078e7,1.6485352384634186e7,2.1195255892731093e7
21,s,59,1,i,3600.05,10.983,11.0,a,2.4129847874893077e7,3.934169956346823e7
22,s,62,1,i,3600.039,12.117,11.727272727272728,a,2.0921926859006625e7,3.3740897166657425e7
23,s,56,1,i,3600.033,9.433,9.3,a,2.0792299672490798e7,3.544674838388175e7
24,s,59,1,i,3600.044,9.594,9.0,a,2.6262075143457197e7,4.206815019816934e7
25,s,58,1,i,3600.035,10.148,10.200000000000001,a,2.2907134331590615e7,4.0668833470124796e7
26,s,58,1,i,3600.043,10.952,9.083333333333334,a,1.6674193698435005e7,2.9921287913757637e7
27,s,60,1,i,3600.035,9.772,9.25,a,2.247567998081743e7,3.8611328912869215e7
28,s,46,1,i,3600.044,12.485,13.545454545454547,a,2.751807338726052e7,5.157959541850291e7
29,s,59,1,i,3600.048,9.383,14.000000000000014,a,2.2342657598048333e7,3.579682188602739e7
2,s,65,1,i,3600.046,11.092,9.75,a,2.5460794155503914e7,4.205438996369476e7
30,s,61,1,i,3600.048,10.129,8.538461538461526,a,1.9825956777348362e7,3.0071228599164914e7
31,s,58,1,i,3600.043,9.578,9.76923076923077,a,2.631841186494481e7,4.671485123420963e7
32,s,60,1,i,3600.027,10.18,9.5,a,2.4820393087468233e7,3.819540681918876e7
33,25687,63,1,3600.236,3600.024,9.103,10.0,2.911388601855657e7,1.9517605861328408e7,2.911388601855658e7
34,s,60,1,i,3600.049,11.286,10.142857142857144,a,2.289329427082526e7,3.691620414761531e7
35,25621,59,1,3600.001,3600.051,9.543,6.0,1.8877322145778146e7,1.7415056426975667e7,2.432756398026558e7
36,25694,60,1,3600.251,3600.068,10.79,8.666666666666664,2.1439046188692186e7,1.6367584238385327e7,2.1439046188692193e7
37,s,65,1,i,3600.05,12.302,10.0,a,2.042121148315026e7,3.2302195046575863e7
38,s,56,1,i,3600.051,14.13,12.0,a,2.5542364693701454e7,4.228069591295288e7
39,26358,68,1,3600.135,3600.056,10.227,9.2,2.026039069831449e7,1.4734922936394472e7,2.0260390698314495e7
3,25537,62,1,3600.021,3600.047,9.635,10.0,3.223501038294759e7,2.2089486186997265e7,3.2235010382947598e7
40,28304,61,1,3600.184,3600.043,9.628,7.0,2.6990487022724394e7,2.049773116221244e7,2.6990487022724405e7
41,s,62,1,i,3600.027,9.767,8.999999999999993,a,1.8899567697330028e7,3.016391086473172e7
42,s,65,1,i,3600.043,10.822,8.0,a,2.2075477826738913e7,3.534504335226442e7
43,23390,66,1,3600.017,3600.066,9.952,6.999999999999998,2.199308565540039e7,1.5578697226858994e7,2.19930856554004e7
44,s,60,1,i,3600.029,9.304,9.909090909090908,a,2.3537493963375177e7,4.1410205124315e7
45,s,53,1,i,3600.05,10.105,7.727272727272727,a,1.626692922247861e7,2.58420957349277e7
46,s,62,1,i,3600.05,10.312,7.363636363636365,a,2.4171853197718125e7,3.747961781951852e7
47,25326,59,1,3600.187,3600.041,9.606,8.25,2.946712544642295e7,1.942757784638452e7,2.9467125446422957e7
48,s,70,1,i,3600.036,10.275,6.9999999999999805,a,2.0803999730018415e7,3.50381320059481e7
49,s,50,1,i,3600.041,10.445,12.124999999999998,a,2.5055252683333587e7,4.779839124039523e7
4,s,56,1,i,3600.046,13.042,10.90909090909091,a,2.3188084570273858e7,3.6055900352063954e7
50,22945,59,1,3600.039,3600.039,11.125,11.857142857142858,3.699350045179887e7,2.4999603541391533e7,3.699350045179888e7
5,25955,80,1,3600.087,3600.033,9.505,5.0,2.030383677304512e7,1.509088718502455e7,2.0303836773045115e7
6,s,59,1,i,3600.036,9.666,9.0,a,2.6606179295681253e7,4.33901905175861e7
7,s,64,1,i,3600.047,11.026,6.583333333333334,a,2.068454636769409e7,3.419669020867652e7
8,s,60,1,i,3600.069,11.122,10.357142857142858,a,2.2079553100127038e7,3.418273670311108e7
9,s,63,1,i,3600.041,10.941,11.399999999999999,a,2.4330396747188322e7,4.0038371064565144e7
