instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb,n,m,pc,k
10,12,11,1,0.388,2.365,10.243,1.0000000002000036,3.1529393560833253e7,3.1529393560833253e7,3.1529393560833253e7,4,20,0.1,1
11,14,13,1,0.47,2.467,10.6,1.4444444444444429,3.43069168442236e7,3.43069168442236e7,3.43069168442236e7,4,20,0.1,1
12,18,17,1,0.631,2.457,10.175,1.0,4.2557443997490816e7,4.2557443997490816e7,4.255744399749081e7,4,20,0.1,1
13,14,11,1,0.427,2.139,9.545,2.0,3.0132975358277906e7,3.0132975358277906e7,3.0132975358277902e7,4,20,0.1,1
14,14,12,1,0.45,2.203,9.687,1.0000000002000036,3.214728596686583e7,3.214728596686583e7,3.2147285966865826e7,4,20,0.1,1
15,15,14,1,0.43,2.12,9.276,0.75,3.603919645005062e7,3.603919645005062e7,3.6039196450050615e7,4,20,0.1,1
16,10,11,1,0.302,2.009,9.179,2.0,2.6343257451726146e7,2.6343257451726146e7,2.6343257451726142e7,4,20,0.1,1
17,16,15,1,0.523,2.187,9.257,0.625,3.699211939051354e7,3.699211939051354e7,3.699211939051355e7,4,20,0.1,1
18,18,18,1,0.609,2.424,9.003,1.4444444444444429,3.388169571975981e7,3.388169571975981e7,3.388169571975981e7,4,20,0.1,1
19,13,12,1,0.355,2.026,9.094,1.0,3.0558307081048287e7,3.0558307081048287e7,3.055830708104828e7,4,20,0.1,1
1,18,17,1,0.715,2.492,9.498,0.75,3.802154965672183e7,3.802154965672183e7,3.802154965672184e7,4,20,0.1,1
20,16,15,1,0.459,2.159,9.251,0.6666666666666679,3.443816908555472e7,3.443816908555472e7,3.443816908555472e7,4,20,0.1,1
21,15,15,1,0.499,2.544,10.454,1.0000000002000036,4.116295929027569e7,4.116295929027569e7,4.116295929027569e7,4,20,0.1,1
22,13,13,1,0.389,2.198,10.103,1.1428571428571423,2.285383740147562e7,2.285383740147562e7,2.2853837401475627e7,4,20,0.1,1
23,15,13,1,0.463,2.18,9.443,0.7142857142857153,3.5714939207072705e7,3.5714939207072705e7,3.5714939207072705e7,4,20,0.1,1
24,19,18,1,0.717,2.446,9.475,0.22222222222222143,3.422068018489677e7,3.422068018489677e7,3.422068018489677e7,4,20,0.1,1
25,12,12,1,0.435,2.563,10.738,0.7142857142857117,2.3479168885365956e7,2.3479168885365956e7,2.347916888536596e7,4,20,0.1,1
26,15,15,1,0.677,3.122,12.75,1.0,2.683219256581069e7,2.683219256581069e7,2.6832192565810695e7,4,20,0.1,1
27,16,16,1,0.579,2.463,9.969,1.0,4.102686730507045e7,4.102686730507045e7,4.102686730507045e7,4,20,0.1,1
28,18,17,1,0.618,2.37,9.202,0.30000000000001015,5.0115598674463645e7,5.0115598674463645e7,5.011559867446363e7,4,20,0.1,1
29,11,11,1,0.41,2.332,10.151,2.0,2.7021386089335974e7,2.7021386089335974e7,2.7021386089335974e7,4,20,0.1,1
2,14,13,1,0.794,2.607,9.703,0.500000000000009,2.6510354318149246e7,2.6510354318149246e7,2.6510354318149246e7,4,20,0.1,1
30,10,10,1,0.338,2.142,9.436,1.0000000002000036,3.0181426469540842e7,3.0181426469540842e7,3.0181426469540834e7,4,20,0.1,1
31,17,17,1,0.638,2.418,9.463,0.10000000000000142,3.96766779031746e7,3.96766779031746e7,3.9676677903174594e7,4,20,0.1,1
32,15,14,1,0.451,2.35,9.974,1.5,3.1242250824206833e7,3.1242250824206833e7,3.1242250824206837e7,4,20,0.1,1
33,13,12,1,0.434,2.203,9.494,0.4999999999999957,3.0724301776407894e7,3.0724301776407894e7,3.0724301776407897e7,4,20,0.1,1
34,14,13,1,0.466,2.532,10.427,1.0,3.12995133037e7,3.12995133037e7,3.1299513303699996e7,4,20,0.1,1
35,18,17,1,0.802,3.119,11.88,1.0,4.8237063959891394e7,4.8237063959891394e7,4.8237063959891394e7,4,20,0.1,1
36,10,13,1,0.326,2.145,9.489,0.8333333333333321,2.6257670327304006e7,2.6257670327304006e7,2.6257670327304006e7,4,20,0.1,1
37,8,8,1,0.359,2.551,9.786,1.0,2.446280449637301e7,2.446280449637301e7,2.4462804496373005e7,4,20,0.1,1
38,15,15,1,0.423,2.056,8.942,1.0000000002000036,3.449035022841368e7,3.449035022841368e7,3.449035022841368e7,4,20,0.1,1
39,9,7,1,0.341,2.486,10.794,3.0,1.972177369838128e7,1.972177369838128e7,1.9721773698381275e7,4,20,0.1,1
3,17,16,1,0.646,2.615,10.579,2.0000000000000036,3.8759130355715655e7,3.8759130355715655e7,3.875913035571566e7,4,20,0.1,1
40,17,16,1,0.59,2.676,10.731,0.7999999999999972,3.702973893170463e7,3.702973893170463e7,3.7029738931704625e7,4,20,0.1,1
41,15,13,1,0.516,2.584,10.58,0.6666666666666643,3.02081283694394e7,3.02081283694394e7,3.0208128369439404e7,4,20,0.1,1
42,8,7,1,0.35,2.471,10.526,5.0,2.1435871801913213e7,2.1435871801913213e7,2.143587180191321e7,4,20,0.1,1
43,16,16,1,0.653,2.928,11.723,1.0,4.289262235331333e7,4.289262235331333e7,4.289262235331333e7,4,20,0.1,1
44,20,19,1,0.991,3.097,11.334,0.5,5.534366370959462e7,5.534366370959462e7,5.534366370959462e7,4,20,0.1,1
45,13,14,1,0.463,2.244,9.778,1.571428571428573,2.83934441042138e7,2.83934441042138e7,2.839344410421381e7,4,20,0.1,1
46,16,14,1,0.78,3.042,12.18,2.0,3.3355082323095486e7,3.3355082323095486e7,3.335508232309548e7,4,20,0.1,1
47,20,19,1,0.767,2.712,10.547,0.8333333333333321,4.520740293721809e7,4.520740293721809e7,4.52074029372181e7,4,20,0.1,1
48,12,10,1,0.461,2.359,10.517,1.0000000002000036,2.4237056379126523e7,2.4237056379126523e7,2.4237056379126523e7,4,20,0.1,1
49,15,15,1,0.566,2.397,10.144,0.9999999999999996,2.819190354669616e7,2.819190354669616e7,2.8191903546696153e7,4,20,0.1,1
4,16,13,1,0.496,2.617,10.69,1.0,2.848289548488076e7,2.848289548488076e7,2.848289548488076e7,4,20,0.1,1
50,16,14,1,0.458,2.193,9.617,0.2500000000000129,3.2387721899424117e7,3.2387721899424117e7,3.2387721899424113e7,4,20,0.1,1
5,12,12,1,0.501,2.629,11.351,2.0,2.4745898361904055e7,2.4745898361904055e7,2.4745898361904055e7,4,20,0.1,1
6,14,13,1,0.77,3.045,12.198,1.75,3.2515053913435765e7,3.2515053913435765e7,3.2515053913435765e7,4,20,0.1,1
7,17,16,1,0.638,2.557,10.086,0.29999999999999716,4.0906641704874374e7,4.0906641704874374e7,4.0906641704874374e7,4,20,0.1,1
8,15,14,1,0.575,2.755,11.01,1.7142857142857117,4.044042896537971e7,4.044042896537971e7,4.044042896537971e7,4,20,0.1,1
9,17,16,1,0.727,2.971,11.832,1.0,4.725021439767642e7,4.725021439767642e7,4.725021439767641e7,4,20,0.1,1
