instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
10,29273,37,1,3600.17,3600.037,8.986,10.199999999999994,2.068844046924181e7,7.937149029550597e6,2.068844046924181e7
11,29742,42,1,3600.014,3600.035,9.092,7.333333333333333,1.29858292654173e7,5.21992971548209e6,1.2985829265417302e7
12,27560,37,1,3600.102,3600.105,9.465,7.400000000000002,1.6224173742359662e7,6.12701200853419e6,1.6224173742359664e7
13,30018,40,1,3600.072,3600.059,8.915,8.166666666666666,1.5532049366591921e7,6.213394248184247e6,1.5532049366591921e7
14,29452,41,1,3600.083,3600.029,9.036,11.499999999999998,2.2578915195479296e7,8.090794014940729e6,2.2578915195479296e7
15,26718,38,1,3600.106,3600.038,8.973,9.28571428674286,2.0467593944001533e7,7.191738697905556e6,2.0467593944001537e7
16,29060,35,1,3600.178,3600.038,8.772,11.2,2.167299719841891e7,7.636304140347512e6,2.1672997198418923e7
17,25003,30,1,3600.161,3600.04,9.424,12.5,2.229767353061949e7,7.991190910679849e6,2.2297673530619495e7
18,27597,40,1,3600.104,3600.029,9.344,11.2,2.792332173421645e7,9.44118958408298e6,2.792332173421645e7
19,28959,43,1,3600.115,3600.037,11.019,9.000000001000007,1.8849629624028556e7,6.705120782401646e6,1.8849629624028556e7
1,29201,38,1,3600.016,3600.074,10.874,7.0,1.581782760715914e7,5.471043742245571e6,1.5817827607159141e7
20,25152,36,1,3600.096,3600.042,9.901,13.166666666666666,2.3929014253614586e7,8.907251588824814e6,2.392901425361459e7
21,25706,33,1,3600.001,3600.045,10.564,8.6,8.453908140345883e6,5.86974379009516e6,1.7138952937869757e7
22,26731,38,1,3600.04,3600.051,18.954,6.5,1.17451993328485e7,4.8436591104408065e6,1.1745199332848502e7
23,24407,33,1,3600.175,3600.075,12.435,10.57142857142857,2.4706029087581612e7,8.2779723124635825e6,2.4706029087581616e7
24,28614,43,1,3600.032,3600.057,10.236,8.857142857142858,1.2857650181343542e7,5.4787048431270085e6,1.2857650181343546e7
25,29597,36,1,3600.213,3600.163,18.796,6.0,7.0536438567786245e6,3.1626282665710994e6,7.053643856778625e6
26,27913,36,1,3600.099,3600.038,9.191,11.166666666666664,2.1633180981246118e7,7.649355860772109e6,2.163318098124612e7
27,27055,37,1,3600.099,3600.036,14.175,11.0,2.3131074026174344e7,7.976751881843774e6,2.3131074026174344e7
28,26806,33,1,3600.002,3600.039,11.617,9.0,1.1692232964863595e7,4.167729410887095e6,1.16922329648636e7
29,26729,37,1,3600.152,3600.042,16.499,8.5,1.6291950400882011e7,6.369869520035129e6,1.6291950400882017e7
2,28546,29,1,3600.002,3600.044,9.134,10.875,1.7904040800750125e7,6.151834746467693e6,1.7904040800750125e7
30,24788,33,1,3600.16,3600.025,13.203,14.0,2.8962286739336967e7,9.125683296117019e6,2.8962286739336967e7
31,22102,34,1,3600.035,3600.044,11.554,10.714285714285715,2.0150746331443366e7,6.941152711830198e6,2.015074633144337e7
