instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
11,3704,52,1,35.463,11.35,12.163,0.0,1.381330893841355e7,1.3813308938413544e7,1.514612588008258e7
13,994,23,1,8.981,4.605,11.559,0.0,1.3404305747505061e7,1.3404305747505058e7,1.4782104101156984e7
14,538,23,1,4.393,4.112,11.137,0.0,7.566414842390815e6,7.566414842390816e6,7.676004987933197e6
17,14,6,1,0.332,2.158,9.307,0.0,1.7394752846233358e6,1.7394752846233358e6,1.739475284623336e6
18,2624,35,1,20.18,5.491,8.844,0.0,7.944220661271037e6,7.9442206612710375e6,8.758854288710766e6
19,4291,47,1,37.94,9.027,8.848,0.0,1.0486669211602278e7,1.0486669211602246e7,1.2428293143451858e7
20,1448,37,1,10.903,5.857,10.103,0.0,7.842322379971093e6,7.842322379971093e6,8.198720947183211e6
21,4232,37,1,57.732,9.12,14.83,3.999713271696237e-8,1.3126765258073358e7,1.312676329999421e7,1.4696874924518917e7
24,8152,41,1,68.491,6.997,9.008,0.0,1.29736200493798e7,1.29736200493798e7,1.5054035544615922e7
25,4880,33,1,38.471,5.31,8.932,0.0,9.659615849484596e6,9.659615849484598e6,1.044565185169942e7
26,20996,56,1,245.649,14.152,10.226,0.0,1.96889626751903e7,1.9688962675190303e7,2.5404450738764644e7
27,110,11,1,1.193,2.911,11.43,0.0,6.254466887738635e6,6.254466887738636e6,6.254466887738636e6
28,1448,37,1,14.073,7.786,12.778,0.0,7.842322379971093e6,7.842322379971093e6,8.198720947183211e6
29,3189,46,1,29.707,10.107,9.906,0.0,1.0291715446207767e7,1.029171544620777e7,1.0609941780755993e7
31,2232,34,1,17.789,5.24,9.642,0.0,1.0511566795280851e7,1.0511566795280809e7,1.2400881278358178e7
33,2424,28,1,20.033,4.675,11.544,0.0,1.0905000396232434e7,1.0905000396232437e7,1.0905000396232434e7
37,8940,70,1,89.458,18.108,9.558,0.0,1.6437264323582798e7,1.64372643235828e7,1.7838568598450363e7
38,714,29,1,6.68,5.746,10.629,0.0,8.397949345186925e6,8.397949345186926e6,8.870982113607889e6
39,14456,80,1,142.203,20.23,9.195,0.0,1.1457039289496936e7,1.1457039289496938e7,1.282667691305649e7
3,350,23,1,3.533,5.393,12.687,0.0,4.73130599337604e6,4.731305993376041e6,5.142497129270974e6
40,576,27,1,4.188,4.772,9.676,0.0,9.184062238402387e6,9.184062238402389e6,9.184062238402389e6
41,214,21,1,1.703,3.116,9.287,0.0,7.061248313400336e6,7.061248313400336e6,7.439434831866648e6
43,9540,35,1,91.511,6.877,9.821,0.0,1.2325876356232882e7,1.2325876356232883e7,1.3826181691797199e7
44,1408,25,1,9.31,3.563,9.043,0.0,6.791994418324376e6,6.791994418324376e6,7.697083449545676e6
45,8134,51,1,72.523,9.62,8.812,0.0,1.4806540836498613e7,1.4806540836498614e7,1.6657146538666522e7
46,10819,61,1,132.875,24.181,11.249,8.522764609608657e-7,1.3226197547379509e7,1.3226197481814789e7,1.5084181670024266e7
47,46,11,1,0.678,3.323,12.846,-0.0,2.428397445179375e6,2.428397445179375e6,2.4283974451793744e6
48,5618,66,1,46.619,19.846,9.678,0.0,1.07146388411038e7,1.07146388411038e7,1.197498674048031e7
49,4417,31,1,38.89,5.457,10.234,0.0,6.349767271719044e6,6.349764080748974e6,7.085744528288458e6
4,15328,54,1,196.808,14.545,10.666,0.0,1.6008167108047212e7,1.600816710804721e7,1.9863362695308223e7
50,5574,36,1,63.007,9.426,11.103,0.0,1.7486269459748954e7,1.7486269459748954e7,2.2329999117770758e7
6,3388,49,1,25.509,7.865,9.186,0.0,1.1635769887813173e7,1.1635769887813175e7,1.2136154060124941e7
8,8,14,1,0.287,2.48,9.568,0.0,4.79957436887284e6,4.79957436887284e6,4.79957436887284e6
9,398,25,1,3.564,5.175,10.843,-0.0,9.462120745852565e6,9.462120745852567e6,9.812448350910258e6
