instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
10,32765,51,1,3600.175,3600.042,9.185,6.5,1.2159925404746668e7,7.95988141551336e6,1.2712600716299482e7
11,29811,53,1,3600.163,3600.105,10.463,7.5,1.8835991704238288e7,1.1029894851336857e7,1.9083803348513022e7
12,31576,63,1,3600.18,3600.041,10.881,9.555555555555557,2.7906546288868114e7,1.5893017307065487e7,2.8035736071745865e7
13,30963,72,1,3600.124,3600.036,11.028,2.75,7.412277354190649e6,5.824469464024537e6,7.67692051015732e6
14,33216,67,1,3600.147,3600.05,9.97,5.5,1.256191192713279e7,8.547309629240794e6,1.2767793633666055e7
15,30929,56,1,3600.165,3600.161,9.139,12.100000000000001,3.765162740791196e7,1.9196174292671874e7,3.765162740791196e7
16,31700,55,1,3600.017,3600.045,9.486,10.124999999999993,2.1123909535958488e7,1.2835199041210191e7,2.1123909535958488e7
17,32873,57,1,3600.14,3600.04,9.475,7.200000000000001,2.5409773150743175e7,1.488900684918499e7,2.540977315074318e7
18,2,1,1,0.283,2.326,10.261,0.0,1254.925843577975,1254.9258434288204,1254.9258435779752
19,35445,74,1,3600.049,3600.04,10.392,8.166666666666666,1.5654056789106837e7,1.0829187030819647e7,1.6713230995741425e7
1,32585,59,1,3600.13,3600.061,9.608,8.375,2.8137249591677334e7,1.5278999877726853e7,2.8137249591677334e7
20,31645,70,1,3600.17,3600.086,9.79,6.111111111111111,2.0919688684274647e7,1.2505575740357228e7,2.091968868427465e7
21,35835,62,1,3600.123,3600.025,9.393,6.125,1.2069762101189855e7,8.426566854812585e6,1.2752794483976116e7
22,32556,46,1,3600.086,3600.117,9.904,7.800000000000025,2.0780019177827287e7,1.2031691219493546e7,2.102304181051816e7
23,33057,59,1,3600.131,3600.045,9.421,8.444444444444445,1.8704993436971206e7,1.3291374799232699e7,1.895108285161556e7
24,37320,99,1,3600.05,3600.035,9.311,4.5,7.767946869755247e6,6.640674110425779e6,7.767946869755344e6
25,46108,143,1,3600.101,3600.059,10.152,1.0,2.4259180971652153e6,2.5228153298703376e6,2.813610508629837e6
26,29430,50,1,3600.018,3600.093,10.259,10.125,2.3389789362423424e7,1.2650077472867537e7,2.350911478366921e7
27,35995,63,1,3600.051,3600.066,8.993,6.0,1.2146132918926075e7,9.32472921968453e6,1.2146132918926077e7
28,33144,50,1,3600.123,3600.065,9.343,8.444444444444445,1.9875428477337107e7,1.30190036795843e7,1.9875428477337115e7
29,31718,57,1,3600.163,3600.019,9.15,8.899999999999999,2.3301710843109675e7,1.2484723516904706e7,2.3301710843109686e7
2,32998,66,1,3600.059,3600.131,14.807,6.857142857142858,1.3069017764586298e7,8.464333629718162e6,1.3193476593120074e7
30,55659,118,1,3600.031,3600.053,9.272,1.125,3.5882093911215705e6,3.332218295298281e6,3.8441742918453575e6
31,30741,49,1,3600.203,3600.046,9.007,12.124999999999998,2.4122550151969895e7,1.353910590908102e7,2.4245618250837483e7
32,32815,52,1,3600.191,3600.027,10.038,7.3999999999999995,2.340750503707491e7,1.3376278713734249e7,2.353134247650494e7
33,28112,48,1,3600.155,3600.063,11.005,7.299999999999997,1.8558006288636893e7,1.0425339876386404e7,1.8672547041909393e7
34,27741,46,1,3600.144,3600.059,9.774,8.8,2.587914722849869e7,1.4916379261793733e7,2.5879147228498697e7
35,27132,45,1,3600.12,3600.117,11.688,11.0,1.9757129888466027e7,1.2692414548450872e7,1.9757129888466034e7
