instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
32,9,8,1,0.314,2.285,9.987,1.0,2.353134247650494e7,2.353134247650494e7,2.353134247650494e7
33,9,6,1,0.299,2.206,9.668,4.0,1.867254704190939e7,1.867254704190939e7,1.8672547041909393e7
34,10,8,1,0.312,2.301,9.708,2.2857142857142847,2.587914722849869e7,2.587914722849869e7,2.5879147228498697e7
35,6,5,1,0.292,2.229,10.006,7.0,1.975712988846603e7,1.975712988846603e7,1.9757129888466034e7
36,7,6,1,0.296,2.28,9.962,2.0,2.32971874672997e7,2.32971874672997e7,2.3297187467299704e7
37,5,4,1,0.273,2.201,9.393,2.0,1.1430772174914818e7,1.1430772174914818e7,1.1430772174914818e7
38,8,6,1,0.289,2.201,9.75,7.0,1.9730490377809767e7,1.9730490377809767e7,1.9730490377809767e7
39,8,6,1,0.27,2.248,10.027,2.0,2.006393728385125e7,2.006393728385125e7,2.006393728385125e7
3,8,6,1,0.268,1.997,8.887,1.0,3.244470158711022e7,3.244470158711022e7,3.244470158711022e7
40,6,4,1,0.311,2.411,10.594,5.000000000600011,5.794327448873524e6,5.794327448873524e6,5.794327448873523e6
41,7,6,1,0.438,2.435,11.463,2.5,1.455688768209957e7,1.455688768209957e7,1.455688768209957e7
42,8,7,1,0.265,2.017,8.925,3.5714285714285765,2.6326619247359727e7,2.6326619247359727e7,2.6326619247359734e7
43,7,5,1,0.285,2.265,9.787,2.0,1.2122736638734225e7,1.2122736638734225e7,1.2122736638734225e7
44,7,6,1,0.297,2.349,9.679,10.0,1.815784057924033e7,1.815784057924033e7,1.8157840579240333e7
45,6,4,1,0.273,2.017,8.86,1.0,6.136981618229923e6,6.136981618229923e6,6.136981618229923e6
46,10,10,1,0.349,2.572,10.811,1.2000000000000028,4.695695571718639e7,4.695695571718639e7,4.69569557171864e7
47,5,3,1,0.267,2.501,10.808,6.0,2.6814729306445387e6,2.6814729306445387e6,2.6814729306445387e6
48,6,3,1,0.248,1.995,8.942,1.0,3.130911785576133e6,3.130911785576133e6,3.130911785576133e6
49,7,7,1,0.29,2.178,10.35,4.0,1.9889356000862524e7,1.9889356000862524e7,1.9889356000862516e7
4,8,7,1,0.289,2.193,9.62,5.5,1.6174393460730474e7,1.6174393460730474e7,1.6174393460730474e7
50,6,4,1,0.274,2.227,9.951,3.0,4.241959907930149e6,4.241959907930149e6,4.24195990793015e6
5,9,8,1,0.274,2.073,8.816,1.0000000002000036,1.859795008746959e7,1.859795008746959e7,1.8597950087469593e7
6,6,5,1,0.292,2.19,9.517,1.0,1.1623914605085742e7,1.1623914605085742e7,1.1623914605085742e7
7,8,7,1,0.271,1.984,8.779,1.0,1.4371099777288958e7,1.4371099777288958e7,1.437109977728896e7
8,4,3,1,0.241,1.968,8.882,3.0,1.4876448829142839e7,1.4876448829142839e7,1.4876448829142837e7
9,8,6,1,0.293,2.208,9.699,2.1666666666666643,2.379387005344427e7,2.379387005344427e7,2.3793870053444266e7
