instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
10,32052,69,1,3600.09,3600.045,9.555,7.000000000800004,1.0e20,1.7120092137061894e7,2.599684386280309e7
11,29952,72,1,3600.049,3600.038,9.169,6.0,2.8355840183994696e7,1.8818181840644382e7,2.8355840183994703e7
12,31452,74,1,3600.099,3600.042,9.321,7.5,1.4475224046683043e7,1.0065998412248464e7,1.4475224046683045e7
13,33074,95,1,3600.056,3600.034,9.065,4.0,1.9385874796476655e7,1.3411946203094495e7,1.9385874796476662e7
14,29220,95,1,3600.208,3600.048,9.713,3.8333333333333357,2.0617483706127007e7,1.3222705064714843e7,2.0617483706127003e7
15,32611,73,1,3600.086,3600.044,9.191,10.125,2.263432073863759e7,1.519897340857238e7,2.2634320738637585e7
16,32015,66,1,3600.178,3600.031,9.439,7.499999999999993,2.573963546615307e7,1.6766566891210012e7,2.5739635466153074e7
17,32029,67,1,3600.145,3600.032,9.233,10.333333333333334,1.0e20,1.353642536247338e7,2.1996133670677073e7
18,31074,71,1,3600.127,3600.06,9.135,6.555555555555562,3.2835757780675065e7,2.0669832794771954e7,3.2835757780675057e7
19,30803,72,1,3600.125,3600.068,9.377,5.111111111111111,1.9879581681345098e7,1.321689607152961e7,1.98795816813451e7
1,32573,71,1,3600.063,3600.04,9.529,9.0,2.4409793810916636e7,1.5523510434810072e7,2.4409793810916632e7
20,31220,72,1,3600.074,3600.038,9.125,7.4999999999999964,3.1348776007204417e7,2.101569965608402e7,3.1348776007204413e7
21,31031,80,1,3600.042,3600.033,19.771,8.857142857142858,1.0e20,1.914114300581515e7,3.0900317830647126e7
22,30026,72,1,3600.118,3600.048,9.044,9.125000000000004,1.0e20,1.7450567239298366e7,2.8066699103712533e7
23,30233,64,1,3600.138,3600.031,9.52,9.909090909090908,1.0e20,1.740078027960133e7,3.0011319913532346e7
24,29365,66,1,3600.113,3600.046,9.849,7.25,1.731926956975203e7,1.1722345929404957e7,1.7319269569752034e7
25,30516,69,1,3600.161,3600.051,9.12,8.250000000000012,1.0e20,2.1982431624325827e7,3.705442237288461e7
26,30607,73,1,3600.065,3600.039,8.974,8.777777777777779,3.330554630974638e7,1.97831340397862e7,3.330554630974638e7
27,28671,65,1,3600.162,3600.055,8.956,11.222222222222221,1.0e20,1.5795963988722067e7,2.6289003736442175e7
28,26489,61,1,3600.15,3600.058,11.011,10.7,1.0e20,1.4785434057868185e7,2.5745027317760058e7
29,27588,61,1,3600.001,3600.067,11.118,10.0,2.0144077371208884e7,1.850740806768214e7,3.0215748647092707e7
2,30192,77,1,3600.127,3600.067,10.015,6.100000000000001,1.6534007545271218e7,1.1209772764220312e7,1.653400754527122e7
30,30442,76,1,3600.213,3600.025,9.429,6.111111111111114,1.8856032006306e7,1.282681771255263e7,1.8856032006306e7
31,31893,83,1,3600.162,3600.042,8.944,7.0,2.7648161193440635e7,1.7554948042382307e7,2.764816119344063e7
32,31569,75,1,3600.18,3600.04,9.094,7.0,1.0e20,1.4761851854006287e7,2.340764645869537e7
33,30337,73,1,3600.151,3600.048,10.278,7.000000000800014,1.0e20,1.7582493073218066e7,2.878150150650062e7
34,28481,81,1,3600.064,3600.057,10.924,4.777777777777779,1.504793380503527e7,1.01866264835329e7,1.5047933805035273e7
35,28334,62,1,3600.207,3600.037,10.033,10.0,1.0e20,1.9446240876512546e7,3.191136101062399e7
36,28865,83,1,3600.201,3600.041,10.442,4.899999999999999,1.6498215224322101e7,1.1652956738837188e7,1.64982152243221e7
37,31188,79,1,3600.016,3600.034,10.28,8.142857142857142,2.3777136852275252e7,1.4875368195852041e7,2.3777136852275256e7
38,31957,72,1,3600.076,3600.04,9.074,8.0,1.0e20,1.5897071789907614e7,2.5188591276747555e7
39,29438,74,1,3600.075,3600.061,9.109,7.0,2.073595127362171e7,1.3747945946361208e7,2.0735951273621704e7
3,28533,64,1,3600.089,3600.052,11.098,12.75,1.0e20,1.817149168089175e7,2.9746123918588936e7
40,33642,93,1,3600.054,3600.094,9.693,5.0,1.281992487516427e7,1.0208589812042633e7,1.2938621968641749e7
41,31427,71,1,3600.085,3600.035,9.45,8.285714285714288,2.7252823941388316e7,1.7763417993905045e7,2.725282394138832e7
42,29680,81,1,3600.086,3600.174,10.167,7.0,2.448559323216926e7,1.6163189934433859e7,2.4485593232169252e7
43,28772,83,1,3600.11,3600.034,10.047,8.0,2.9538757957636148e7,1.8078457695257638e7,2.953875795763614e7
44,31856,84,1,3600.124,3600.036,10.173,7.0,1.9924065573182486e7,1.457333863849762e7,1.9924065573182486e7
45,31367,79,1,3600.147,3600.042,9.551,5.666666666666675,1.9779804941836603e7,1.1850800969555585e7,1.9779804941836603e7
46,26847,91,1,3600.028,3600.056,9.047,6.0,1.770216165497046e7,1.1696622351608604e7,1.7702161654970456e7
47,30737,80,1,3600.041,3600.057,9.499,7.857142857142858,2.502309563549241e7,1.5750955878614673e7,2.5023095635492407e7
48,29048,77,1,3600.077,3600.045,11.094,6.777777777777779,1.0e20,1.8438754714571036e7,2.8681813747033477e7
49,29142,67,1,3600.115,3600.038,9.831,7.888888888888886,1.0e20,1.5598136849259235e7,2.6387892003404636e7
4,25245,71,1,3600.127,3600.056,10.372,11.250000000000014,1.0e20,1.798463125347241e7,3.025155404959948e7
50,29411,77,1,3600.009,3600.054,10.215,7.125,2.511804342779971e7,1.7379068890137084e7,2.5118043427799705e7
5,32688,76,1,3600.1,3600.039,9.031,9.428571428571429,2.3953345010687765e7,1.5697787765680602e7,2.395334501068777e7
6,32938,75,1,3600.065,3600.044,9.014,8.333333333333332,2.7509778545525827e7,1.83003100880675e7,2.7509778545525823e7
7,29096,60,1,3600.075,3600.058,8.926,7.57142857142857,1.7845034406448156e7,1.1566752647178901e7,1.7845034406448152e7
8,24505,71,1,3600.211,3600.085,12.956,6.333333333333332,1.8889502087094277e7,1.3043043046101023e7,1.8889502087094273e7
9,30122,77,1,3600.127,3600.051,9.263,6.625,1.0e20,1.898567416741875e7,3.3337186985151194e7
