instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,θ_bb,θ_box,θ_pb
10,9,9,1,0.351,2.428,10.207,1.7521244413036365e7,1.7521244413036365e7,1.752124441303637e7
11,6,5,1,0.31,2.135,9.424,1.0536551895544806e6,1.0536551895544806e6,1.0536551895544804e6
12,6,4,1,0.271,1.922,8.733,1.2150685083821248e7,1.2150685083821248e7,1.2150685083821252e7
13,7,6,1,0.285,1.962,8.898,1.3661156775103537e7,1.3661156775103537e7,1.3661156775103534e7
14,6,5,1,0.288,2.01,8.891,1.1029127725478334e7,1.1029127725478334e7,1.1029127725478332e7
15,8,8,1,0.285,1.959,8.831,1.6120591450773854e7,1.6120591450773854e7,1.6120591450773854e7
16,8,6,1,0.312,2.162,9.728,1.9761127023368686e7,1.9761127023368686e7,1.9761127023368686e7
17,4,3,1,0.249,2.013,9.008,1.3915446790480088e6,1.3915446790480088e6,1.3915446790480085e6
18,7,4,1,0.332,2.04,9.017,1.1237326671617452e7,1.1237326671617452e7,1.1237326671617454e7
19,3,2,1,0.235,1.945,8.781,6.433397708512965e6,6.433397708512965e6,6.433397708512966e6
1,6,4,1,0.328,1.965,8.919,7.531383763928608e6,7.531383763928608e6,7.531383763928608e6
20,8,7,1,0.327,2.038,8.915,1.0132674400174737e7,1.0132674400174737e7,1.0132674400174737e7
21,5,4,1,0.282,1.98,9.042,1.2558272247847315e7,1.2558272247847315e7,1.2558272247847315e7
22,5,4,1,0.328,2.154,9.62,2.2425607984763137e6,2.2425607984763137e6,2.242560798476314e6
23,8,7,1,0.294,1.905,8.675,1.3748288426559597e7,1.3748288426559597e7,1.3748288426559601e7
24,4,5,1,0.248,2.243,9.804,1.647425783422831e7,1.647425783422831e7,1.647425783422831e7
25,7,5,1,0.408,2.404,10.235,1.61671175304836e7,1.61671175304836e7,1.6167117530483602e7
26,7,6,1,0.402,2.858,11.683,1.4277664504477173e7,1.4277664504477173e7,1.4277664504477173e7
27,6,5,1,0.323,2.266,10.304,1.5860939912854102e7,1.5860939912854102e7,1.5860939912854098e7
28,4,3,1,0.31,2.189,9.507,6.3082540052033225e6,6.308254005203323e6,6.3082540052033225e6
29,9,8,1,0.334,2.409,10.255,2.882507771183189e7,2.882507771183189e7,2.8825077711831883e7
2,7,4,1,0.285,1.956,8.892,1.1237326671617452e7,1.1237326671617452e7,1.1237326671617454e7
30,6,5,1,0.241,1.953,8.829,1.2701093919528965e7,1.2701093919528965e7,1.2701093919528967e7
31,8,6,1,0.403,2.047,8.783,1.3416987983328864e7,1.3416987983328864e7,1.3416987983328864e7
32,9,8,1,0.352,2.007,8.837,1.4038511386836465e7,1.4038511386836465e7,1.4038511386836465e7
33,8,4,1,0.275,1.909,8.786,5.777850594124049e6,5.777850594124049e6,5.777850594124049e6
34,9,7,1,0.357,1.954,8.886,2.415264607287557e7,2.415264607287557e7,2.4152646072875574e7
35,7,6,1,0.267,1.928,8.768,9.492059394657537e6,9.492059394657537e6,9.492059394657535e6
36,5,4,1,0.304,2.152,9.561,3.461509081230009e6,3.461509081230009e6,3.461509081230009e6
37,6,5,1,0.304,2.133,9.771,1.1410033689255724e7,1.1410033689255724e7,1.141003368925572e7
38,5,4,1,0.322,2.314,11.306,1.1330163304495908e7,1.1330163304495908e7,1.1330163304495908e7
39,7,6,1,0.27,1.931,8.786,1.1694462028270382e7,1.1694462028270382e7,1.1694462028270382e7
3,7,6,1,0.279,1.952,8.987,2.0395574542988375e7,2.0395574542988375e7,2.039557454298837e7
40,7,6,1,0.315,2.039,8.925,1.5069195405918878e7,1.5069195405918878e7,1.5069195405918878e7
41,4,2,1,0.302,1.968,8.85,6.101119985711252e6,6.101119985711252e6,6.101119985711251e6
42,4,3,1,0.234,1.924,8.854,210062.67555445136,210062.67555445133,210062.67555445113
43,7,6,1,0.326,1.926,8.703,1.5189656634888463e7,1.5189656634888463e7,1.518965663488846e7
44,4,3,1,0.272,1.968,8.871,8.638479046312142e6,8.638479046312142e6,8.63847904631214e6
45,8,7,1,0.296,1.985,9.126,1.9770023352461014e7,1.9770023352461014e7,1.9770023352461014e7
46,9,7,1,0.367,2.179,9.86,2.0082361344249733e7,2.0082361344249733e7,2.0082361344249737e7
47,6,3,1,0.332,2.272,10.028,5.0045095455366075e6,5.004509545536607e6,5.0045095455366075e6
48,9,7,1,0.356,2.198,9.996,3.2937470784069933e7,3.2937470784069933e7,3.293747078406993e7
49,9,8,1,0.32,2.147,9.741,2.1872721338061206e7,2.1872721338061206e7,2.1872721338061206e7
4,5,4,1,0.259,1.899,8.703,8.202373489974412e6,8.202373489974412e6,8.202373489974409e6
50,9,8,1,0.301,2.28,9.844,2.2853466725793995e7,2.2853466725793995e7,2.2853466725793995e7
5,5,4,1,0.275,2.222,9.802,2.0399654948373833e6,2.0399654948373833e6,2.0399654948373837e6
6,9,6,1,0.516,2.533,10.401,2.0518084217506304e7,2.0518084217506304e7,2.0518084217506304e7
7,5,4,1,0.295,2.16,10.011,9.464700832772734e6,9.464700832772734e6,9.464700832772734e6
8,4,3,1,0.291,2.336,10.378,2.83872729449525e6,2.83872729449525e6,2.83872729449525e6
9,5,4,1,0.294,2.116,9.616,8.304462229284663e6,8.304462229284663e6,8.304462229284661e6
