instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,θ_bb,θ_box,θ_pb
10,36045,123,1,3600.088,191.115,10.134,2.5064369889306486e7,2.374002778848812e7,2.5268114827893924e7
11,53473,103,1,3600.144,105.915,11.1,3.654327574469536e7,3.557223918513645e7,3.751431230425426e7
12,3050,31,1,45.195,8.756,13.114,9.606329726708308e6,9.606329726708312e6,9.606329726708312e6
13,18936,42,1,365.391,14.22,12.851,1.9725059776023414e7,1.9725059776023418e7,1.9970048339516863e7
14,90,12,1,1.193,3.162,10.077,3.704134183701317e6,3.7041341837006994e6,3.7041341837013173e6
15,54358,87,1,3600.031,65.08,12.07,3.63494010274634e7,3.539290634972199e7,3.7305759715769686e7
16,28,13,1,0.641,3.772,12.222,4.688100268070837e6,4.6881002680708375e6,4.6881002680708375e6
17,13236,35,1,213.607,9.377,14.211,1.5276362464573402e7,1.5276362464573406e7,1.5276362464573402e7
18,5388,61,1,75.512,17.393,9.466,1.9729241139388844e7,1.9729241139388848e7,1.9849512261507194e7
19,32,11,1,0.78,3.762,12.462,5.288571161267967e6,5.288571161267968e6,5.288571161267968e6
1,7048,69,1,134.446,28.989,13.175,1.5239481626401715e7,1.5239481626401717e7,1.5373110924730452e7
20,5806,49,1,84.635,14.119,13.242,1.372704125624327e7,1.3727041256243272e7,1.372704125624327e7
21,18582,60,1,328.059,43.758,9.105,1.5908742926860986e7,1.5908742645986356e7,1.6502212200638074e7
22,15266,42,1,320.899,16.67,12.245,1.440335484052968e7,1.4403354761328502e7,1.4647312974069811e7
23,60,14,1,0.819,3.493,9.832,6.102449477375533e6,6.102449477375534e6,6.102449477375536e6
24,118,16,1,2.065,4.705,13.856,8.475563949502094e6,8.475563949502096e6,8.475563949502096e6
25,36,9,1,0.595,2.294,9.222,3.2794903123941105e6,3.279490312394111e6,3.279490312394111e6
26,1850,22,1,17.792,4.461,9.24,6.720531235998049e6,6.720531235998049e6,6.720531235998049e6
27,32532,50,1,655.155,22.695,10.766,1.379934354609655e7,1.3799343546096552e7,1.3799343546096552e7
28,12,15,1,0.385,2.719,9.381,677959.9155680364,677959.9155680364,677959.9155680363
29,25252,68,1,353.903,15.427,9.099,2.056433096863645e7,2.056433096863646e7,2.0564330968636453e7
2,7674,33,1,107.138,8.97,12.704,1.053459441681845e7,1.0534594416818453e7,1.0534594416818451e7
30,53956,48,1,1512.111,13.128,9.972,2.1598990483995497e7,2.159899048399548e7,2.3169157259002537e7
31,105419,83,1,2992.901,32.002,9.192,1.9478283517985992e7,1.9478283517985992e7,1.9977625121348105e7
32,3878,44,1,46.126,10.681,9.13,1.7636343690796826e7,1.7636343690796826e7,1.7986626297797196e7
33,76804,84,1,3600.039,37.092,8.952,2.2066542574250497e7,2.1727134798488673e7,2.319791312358436e7
34,80916,80,1,3600.059,36.387,12.414,1.5269827986551082e7,1.5269827986551084e7,1.5484791317909135e7
35,3804,27,1,51.808,7.51,12.644,9.02338598318632e6,9.023385983186318e6,9.143626854155052e6
36,14932,38,1,186.997,6.712,9.072,1.3260322878196707e7,1.3260322878196707e7,1.3260322878196709e7
37,14932,38,1,216.306,8.413,12.716,1.3260322878196707e7,1.3260322878196707e7,1.3260322878196709e7
38,50,10,1,0.826,3.083,12.516,2.600111469746904e6,2.6001114697465897e6,2.6001114697469044e6
39,2,1,1,0.256,1.915,8.983,7757.985771461817,7757.985771388747,7757.985771461819
3,34814,56,1,792.072,30.226,9.433,1.9310520564846046e7,1.9310520564846046e7,2.0786846298485186e7
40,16446,55,1,306.186,15.42,9.141,1.8187694642751962e7,1.81876945902885e7,1.9407393547897365e7
41,8,15,1,0.325,3.165,9.151,621614.7959742454,621614.7959742454,621614.7959742452
42,50922,90,1,1273.352,47.857,9.26,2.7237735299385272e7,2.7237734783680078e7,2.850424815386029e7
43,37528,76,1,1020.026,49.336,9.262,3.2005150714385696e7,3.2005150714385696e7,3.499350659705648e7
44,25833,140,1,3600.161,3600.033,13.333,5.4200217020470485e7,4.526179395678622e7,5.4200217020470485e7
45,61580,87,1,3600.084,33.606,11.725,2.381826943229685e7,2.381826943229686e7,2.3818269432296854e7
46,45964,80,1,1417.639,53.985,9.541,2.158870632598403e7,2.158870632598403e7,2.3286266801514436e7
47,32,20,1,0.697,5.029,11.993,6.879289414398801e6,6.879289414398802e6,6.879289414398799e6
48,12,5,1,0.454,2.746,12.699,1.065000765989716e6,1.0650007659897162e6,1.0650007659897162e6
49,92,17,1,1.087,3.022,9.363,8.791464245189434e6,8.791464245189436e6,8.791464245189438e6
4,16872,73,1,401.322,26.262,10.967,1.0526300048665905e7,1.0526300048665907e7,1.0884915684736887e7
50,16,6,1,0.332,2.093,9.509,2.197090714069855e6,2.197090714069855e6,2.197090714069855e6
5,73254,78,1,2006.0,47.729,9.905,2.176351745196211e7,2.1763517451962113e7,2.188372560476383e7
6,76,12,1,0.802,2.452,9.017,4.133252230421886e6,4.1332522304218784e6,4.133252230421887e6
7,17530,52,1,355.989,16.283,11.936,1.2431877685208907e7,1.2431877685208907e7,1.2790220732537517e7
8,36,10,1,0.607,2.456,9.644,5.876594153526427e6,5.876594153526427e6,5.876594153526427e6
9,56126,60,1,1495.948,17.612,9.575,2.4843825801944304e7,2.4843825801944308e7,2.535075380472182e7
