instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
10,31603,109,1,3600.058,3600.07,11.61,2.058823529411768,1.8764820726708204e7,1.6758857594088117e7,1.923681913453678e7
11,35079,112,1,3600.068,3600.048,10.993,2.0,1.9629759961656947e7,1.8236923646794356e7,2.000962441116493e7
12,25199,91,1,3600.046,3600.039,12.306,6.526315789473681,3.8193614069320634e7,3.0259977934172414e7,3.819361406932064e7
13,36643,158,1,3600.188,1630.826,10.601,0.9999928603322417,9.205423769717235e6,9.205423651247853e6,9.205423769717239e6
14,27610,83,1,3600.114,3600.038,9.794,5.000000000600011,2.5926874240042422e7,2.1273985265904766e7,2.592687424004243e7
15,35069,132,1,3600.113,2110.521,12.789,1.0,1.0461057645312283e7,1.046105752000293e7,1.0461057645312289e7
16,33533,133,1,3600.034,3600.034,9.212,2.7894736842105274,1.1546135180329315e7,1.0899235354218781e7,1.154613518032932e7
17,1451,22,1,21.331,10.703,9.243,1.0,2.4878980918227807e6,2.4878980918230903e6,2.4878980918230903e6
18,31955,144,1,3600.112,3600.045,9.321,0.9411764705882355,1.4983842791215865e7,1.4144873679570708e7,1.4983842791215867e7
19,27833,56,1,3600.151,3600.09,9.099,4.9999999999999964,2.479481619164486e7,2.0538157970209558e7,2.4794816191644862e7
1,31231,136,1,3600.011,3600.035,9.776,1.0,1.5121628342268646e7,1.4281841048455194e7,1.512162834226865e7
20,31743,80,1,3600.199,3600.135,11.049,3.8888888888888857,2.0488904611677215e7,1.8415094731789354e7,2.0488904611677222e7
21,34523,138,1,3600.001,3600.033,9.28,1.0,1.6664305036788182e7,1.587083890577472e7,1.6664305036788184e7
22,2,1,1,0.278,2.284,10.445,23.0,1998.9382156507927,1998.9382156507713,1998.938215650793
23,30937,110,1,3600.134,3600.049,16.953,5.0,1.809786752406444e7,1.653575850599428e7,1.8097867524064455e7
24,2,1,1,0.531,3.952,17.787,32.0,4090.7817979268393,4090.7817979268398,4090.7817979268398
25,28315,75,1,3600.088,3600.044,10.304,5.222222222222221,3.4531024717598476e7,2.7269314289623346e7,3.47858277608064e7
26,27776,110,1,3600.095,3600.055,10.943,4.0,2.1617654205078702e7,1.9710562477256272e7,2.1617654205078714e7
27,26331,81,1,3600.18,3600.06,10.024,6.0,2.8466436390868984e7,2.2348329156371567e7,2.859944015021435e7
28,28758,67,1,3600.173,3600.042,9.444,10.444444444444443,3.0608392961137827e7,2.4339540673836756e7,3.0608392961137842e7
29,2,1,1,0.428,3.452,14.057,34.0,4021.7778397597895,4021.7778396867216,4021.7778397597904
2,36630,148,1,3600.169,3600.079,9.593,2.0,1.149665164379248e7,1.1229382129986979e7,1.1496651643792486e7
30,27329,129,1,3600.113,3600.086,11.299,1.9999999999999964,1.1924184685926683e7,1.1328156163119258e7,1.1924184685926687e7
31,31977,71,1,3600.005,3600.059,11.931,5.5,2.7337172202457108e7,2.300222515668657e7,2.7939232580776565e7
32,72773,87,1,3600.118,284.882,9.78,0.9999972952751364,5.955499075436365e6,6.208836794696643e6,6.208836794696645e6
33,44803,101,1,3600.112,3600.036,9.211,3.0,1.7074811728086032e7,1.6392726321187004e7,1.813912291190012e7
34,29710,86,1,3600.001,3600.061,9.054,4.888888888888886,2.3124824549221974e7,1.8447489793675978e7,2.3258462120881546e7
35,2,1,1,0.246,1.996,9.12,21.0,3251.499774127473,3251.499774127473,3251.499774127473
36,24234,96,1,3600.295,3600.171,11.948,3.1052631578947363,3.126621850344464e7,2.6601923535177182e7,3.1770472407742865e7
37,27091,72,1,3600.149,3600.035,12.866,5.857143547505462,2.6336229152589094e7,1.999660462635786e7,2.6336229152589098e7
38,96,26,1,1.811,17.793,13.388,1.0,1.696735251195917e6,1.6967352511960731e6,1.6967352511960736e6
39,31364,104,1,3600.105,3600.05,9.336,4.0,2.5231684680199686e7,2.407946274778258e7,2.5231684680199694e7
3,31564,133,1,3600.045,3600.031,9.531,2.999999999999999,1.4320327160976432e7,1.3826590389001733e7,1.4320327160976436e7
40,32766,97,1,3600.158,3600.056,9.46,4.0,2.0221736797535837e7,1.805561336141175e7,2.0221736797535844e7
41,232,22,1,6.536,21.027,9.365,1.0,3.9730721418013745e6,3.97307201585252e6,3.9730721418013754e6
42,28902,87,1,3600.032,3600.054,9.056,6.0,4.290750012038994e7,3.3539301387697462e7,4.2907500120389946e7
43,2,1,1,0.496,4.073,19.938,20.0,2025.3106725605232,2025.3106725605232,2025.3106725605235
44,43634,95,1,3600.184,712.48,12.32,0.7368421052631398,1.2758353148551248e7,1.2237784062759155e7,1.314874510022069e7
45,2,1,1,0.291,2.383,11.881,31.0,4681.0659506328675,4681.065950632868,4681.065950632868
46,30868,112,1,3600.223,3600.091,9.962,4.0,1.7151552839715354e7,1.6150231541076683e7,1.7151552839715358e7
47,27059,56,1,3600.154,3600.031,10.174,4.200000000519996,1.919622210499171e7,1.513583399989829e7,1.919622210499171e7
48,43066,126,1,3600.212,578.371,9.743,0.0588235294117645,7.269176522967723e6,7.269176522967724e6,7.269176522967725e6
49,31712,74,1,3600.068,3600.093,9.318,5.0,2.098056307141355e7,1.746248192211607e7,2.111085068664574e7
4,30588,104,1,3600.04,3600.036,9.624,3.0,1.894275485735508e7,1.7101342356039863e7,1.8942754857355088e7
50,25427,70,1,3600.001,3600.042,9.238,9.8,4.5712935056977116e7,3.633646287597136e7,5.52196369355555e7
5,34546,162,1,3600.084,3585.926,9.853,0.41176470588235503,1.4294934247666188e7,1.3651140143771412e7,1.4294934247666921e7
6,90810,72,1,3600.006,369.761,9.524,0.9999999999999969,6.227539975758681e6,6.352019066664651e6,6.352019168100728e6
7,27878,59,1,3600.062,3600.023,9.139,6.3125,2.569560611552194e7,1.9455889539882053e7,2.569560611552195e7
8,27536,50,1,3600.093,3600.052,9.145,7.526315789473685,3.1488303777167812e7,2.3297430809383906e7,3.1488303777167812e7
9,32546,162,1,3600.187,3600.049,9.221,2.0,1.6394997648095224e7,1.5454596687330876e7,1.6394997648095228e7
