instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,θ_bb,θ_box,θ_pb
10,36337,166,1,3600.108,3600.026,11.067,3.3165558129257943e7,2.814797871632933e7,3.3287936925909467e7
11,33926,179,1,3600.103,3600.033,11.487,2.9098826130792815e7,2.4172745271622293e7,2.9098826130792823e7
12,38243,176,1,3600.116,1251.668,8.92,3.0317995261391647e7,2.5120702462073002e7,3.0441740968387894e7
13,41342,121,1,3600.128,169.122,9.277,2.779219297160565e7,2.3752017109096695e7,2.803705211478801e7
14,40918,172,1,3600.045,1030.192,9.346,1.6534130227230655e7,1.4752039320458503e7,1.6633135277606886e7
15,39893,129,1,3600.156,558.836,9.097,2.4707473962133817e7,2.1388676625406552e7,2.4953311306733858e7
16,38609,176,1,3600.072,3600.031,9.47,2.953009569380542e7,2.4830062639894698e7,2.9530095693805426e7
17,34205,145,1,3600.074,3600.033,9.656,2.4583874393952504e7,2.0304553805363715e7,2.4583874393952508e7
18,35191,167,1,3600.069,2464.242,10.251,2.6445532054547872e7,2.2536298213124853e7,2.6445532054547872e7
19,40967,154,1,3600.1,587.586,9.877,2.264802036230862e7,1.9761556162556086e7,2.2759037933077414e7
1,37659,170,1,3600.122,2088.439,11.214,2.3151726786510296e7,1.9627195699677337e7,2.3351134324790318e7
20,32161,121,1,3600.106,334.899,12.934,2.246365348923435e7,1.8552100089368768e7,2.246365348923435e7
21,38043,190,1,3600.123,3600.03,9.438,2.5910723728203204e7,2.251634849691911e7,2.5910723728203204e7
22,35443,166,1,3600.146,3600.04,10.277,2.748267981296368e7,2.3521268404190734e7,2.7482679812963687e7
23,36839,154,1,3600.102,1914.572,9.987,3.3665282487586275e7,2.8033123764879435e7,3.379328639377668e7
24,39219,90,1,3600.095,105.376,9.788,2.591181849847393e7,2.2031366240232382e7,2.6036994374744084e7
25,32702,174,1,3600.158,3600.042,11.549,3.497370958451249e7,2.802975537959438e7,3.497370958451249e7
26,36722,179,1,3600.002,3600.036,9.596,3.1259846498918105e7,2.5576333107316613e7,3.1259846498918112e7
27,33472,163,1,3600.092,2249.003,14.825,2.5240096874185756e7,2.1890730366919044e7,2.535971710658814e7
28,40715,183,1,3600.098,719.962,9.672,3.095666355688695e7,2.700126311335938e7,3.1216015895240836e7
29,42721,98,1,3600.087,304.778,8.877,2.7726231636445444e7,2.266521844330945e7,2.7836254361370802e7
2,39780,193,1,3600.087,3600.025,9.425,3.444086816692806e7,2.8419884596139167e7,3.444086816692805e7
30,36768,163,1,3600.061,2014.386,9.582,3.318823315842339e7,2.7361532956704956e7,3.3188233158423387e7
31,34394,200,1,3600.104,3600.028,9.606,2.9096339221615534e7,2.402693918655159e7,2.9316757006741874e7
32,69800,108,1,3600.096,94.305,10.619,1.726717009358288e7,1.7030653709372398e7,1.8213167639196064e7
33,35957,137,1,3600.144,369.181,12.355,2.056420338869121e7,1.7918626831896856e7,2.080471118482265e7
34,37881,165,1,3600.038,3570.753,9.786,3.159450131934908e7,2.6811329150170974e7,3.159450131934908e7
35,33356,134,1,3600.01,1214.405,14.048,2.023103242285664e7,1.7436768744622234e7,2.0342804512396026e7
36,74045,122,1,3600.019,104.691,9.143,1.742625118253861e7,1.7001216549739778e7,1.9126304783202093e7
37,30524,163,1,3600.087,3600.041,13.644,3.713298633774029e7,2.977454615140641e7,3.713298633774028e7
38,31133,173,1,3600.106,3600.031,13.573,4.286844652230331e7,3.419852421003827e7,4.286844652230331e7
39,31534,145,1,3600.122,1623.175,13.846,3.076018442444355e7,2.5097331433238506e7,3.0760184424443565e7
3,32071,154,1,3600.145,2406.013,11.212,2.5073526950598136e7,2.179774754400336e7,2.5073526950598143e7
40,43112,157,1,3600.014,1369.113,8.714,2.715842017825494e7,2.3243891464302834e7,2.7158420178254947e7
41,39503,150,1,3600.111,381.039,9.462,2.573538373657023e7,2.081566782424681e7,2.586153444009582e7
42,27350,75,1,497.721,29.687,10.077,1.5277619187489113e7,1.5277619187489115e7,1.602279619548483e7
43,38005,168,1,3600.063,1852.042,10.129,2.8715214913160976e7,2.3539194434887297e7,2.871521491316098e7
44,33532,174,1,3600.075,3600.024,10.196,3.4182323655318215e7,2.7766037753120113e7,3.418232365531821e7
45,44229,69,1,3600.101,35.642,10.121,2.0085958205347065e7,1.738446158310228e7,2.05557837048679e7
46,35166,164,1,3600.001,968.714,10.287,1.7179349369618617e7,1.5292088234340845e7,1.7596310631380502e7
47,36643,197,1,3600.087,3600.023,9.576,2.7795420496962033e7,2.3316110049513314e7,2.7795420496962033e7
48,42192,129,1,3600.033,445.391,9.433,2.0760967701924123e7,1.878943430606216e7,2.134083837716128e7
49,37264,118,1,3600.161,575.096,10.775,2.5754415340155542e7,2.2519023208403453e7,2.588383326781628e7
4,31798,119,1,3600.019,584.274,12.009,2.583875041514038e7,2.125065364196744e7,2.583875041514038e7
50,41144,126,1,3600.024,750.543,10.577,2.645004723477316e7,2.2633929312066894e7,2.6581637507969927e7
5,33619,160,1,3600.046,1255.438,12.127,2.5051105458127048e7,2.2146797710969154e7,2.541415416863778e7
6,32819,160,1,3600.07,3600.038,11.79,3.165611730085606e7,2.6777038268131662e7,3.1656117300856058e7
7,36380,177,1,3600.132,3600.025,9.953,2.762603779495125e7,2.380803308044394e7,2.7626037794951245e7
8,101621,93,1,3600.001,59.461,9.669,2.0301960553651135e7,2.0301895046877813e7,2.2253970865077503e7
9,36228,194,1,3600.008,2366.782,9.431,3.210645231288719e7,2.6373244578782834e7,3.2106452312887195e7
