instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,θ_bb,θ_box,θ_pb
10,14,13,1,0.428,2.272,10.088,3.3287936925909467e7,3.3287936925909467e7,3.3287936925909467e7
11,15,14,1,0.417,2.296,9.804,2.909882613079282e7,2.909882613079282e7,2.9098826130792823e7
12,14,13,1,0.44,2.406,10.146,3.0441740968387887e7,3.0441740968387887e7,3.0441740968387894e7
13,12,11,1,0.343,1.896,8.653,2.803705211478801e7,2.803705211478801e7,2.803705211478801e7
14,12,10,1,0.415,2.678,12.055,1.6633135277606886e7,1.6633135277606886e7,1.6633135277606886e7
15,10,10,1,0.431,2.452,11.539,2.4953311306733854e7,2.4953311306733854e7,2.4953311306733858e7
16,13,12,1,0.407,2.413,10.071,2.9530095693805423e7,2.9530095693805423e7,2.9530095693805426e7
17,15,15,1,0.532,2.329,10.129,2.4583874393952504e7,2.4583874393952504e7,2.4583874393952508e7
18,13,12,1,0.507,2.369,10.382,2.6445532054547876e7,2.6445532054547876e7,2.6445532054547872e7
19,10,11,1,0.349,1.897,8.707,2.275903793307741e7,2.275903793307741e7,2.2759037933077414e7
1,13,12,1,0.552,2.793,12.184,2.335113432479032e7,2.335113432479032e7,2.3351134324790318e7
20,13,12,1,0.485,2.73,12.039,2.246365348923435e7,2.246365348923435e7,2.246365348923435e7
21,12,12,1,0.43,2.722,12.142,2.5910723728203207e7,2.5910723728203207e7,2.5910723728203204e7
22,13,12,1,0.408,2.184,9.768,2.7482679812963683e7,2.7482679812963683e7,2.7482679812963687e7
23,12,11,1,0.417,2.253,9.918,3.379328639377667e7,3.379328639377667e7,3.379328639377668e7
24,10,9,1,0.334,2.18,9.801,2.6036994374744084e7,2.6036994374744084e7,2.6036994374744084e7
25,15,15,1,0.483,2.354,10.372,3.497370958451249e7,3.497370958451249e7,3.497370958451249e7
26,16,15,1,0.489,2.039,8.724,3.1259846498918116e7,3.1259846498918116e7,3.1259846498918112e7
27,11,10,1,0.505,3.013,12.894,2.535971710658814e7,2.535971710658814e7,2.535971710658814e7
28,12,12,1,0.353,2.43,10.838,3.121601589524084e7,3.121601589524084e7,3.1216015895240836e7
29,13,12,1,0.478,2.785,12.112,2.78362543613708e7,2.78362543613708e7,2.7836254361370802e7
2,15,14,1,0.47,2.652,11.145,3.444086816692806e7,3.444086816692806e7,3.444086816692805e7
30,14,13,1,0.54,2.778,11.909,3.318823315842339e7,3.318823315842339e7,3.3188233158423387e7
31,12,11,1,0.555,2.894,12.338,2.9316757006741874e7,2.9316757006741874e7,2.9316757006741874e7
32,7,7,1,0.275,2.012,9.249,1.821316763919606e7,1.821316763919606e7,1.8213167639196064e7
33,10,11,1,0.364,2.27,9.995,2.0804711184822645e7,2.0804711184822645e7,2.080471118482265e7
34,14,13,1,0.488,2.32,10.39,3.159450131934908e7,3.159450131934908e7,3.159450131934908e7
35,13,11,1,0.372,2.175,9.926,2.034280451239603e7,2.034280451239603e7,2.0342804512396026e7
36,9,8,1,0.328,2.122,9.774,1.9126304783202097e7,1.9126304783202097e7,1.9126304783202093e7
37,16,15,1,0.506,2.154,9.231,3.713298633774029e7,3.713298633774029e7,3.713298633774028e7
38,16,15,1,0.554,2.445,10.187,4.286844652230331e7,4.286844652230331e7,4.286844652230331e7
39,14,12,1,0.525,2.414,10.632,3.0760184424443558e7,3.0760184424443558e7,3.0760184424443565e7
3,12,12,1,0.54,2.414,10.881,2.5073526950598136e7,2.5073526950598136e7,2.5073526950598143e7
40,11,13,1,0.351,2.077,9.103,2.7158420178254943e7,2.7158420178254943e7,2.7158420178254947e7
41,13,12,1,0.408,2.265,9.751,2.586153444009582e7,2.586153444009582e7,2.586153444009582e7
42,6,4,1,0.264,2.004,9.048,1.602279619548483e7,1.602279619548483e7,1.602279619548483e7
43,12,11,1,0.445,2.378,9.929,2.871521491316098e7,2.871521491316098e7,2.871521491316098e7
44,16,15,1,0.971,3.167,11.796,3.4182323655318215e7,3.4182323655318215e7,3.418232365531821e7
45,9,8,1,0.389,2.691,12.142,2.05557837048679e7,2.05557837048679e7,2.05557837048679e7
46,9,8,1,0.475,2.558,11.106,1.7596310631380506e7,1.7596310631380506e7,1.7596310631380502e7
47,15,14,1,0.677,2.732,11.762,2.7795420496962033e7,2.7795420496962033e7,2.7795420496962033e7
48,8,8,1,0.386,2.688,11.68,2.134083837716128e7,2.134083837716128e7,2.134083837716128e7
49,12,11,1,0.453,2.655,12.064,2.5883833267816275e7,2.5883833267816275e7,2.588383326781628e7
4,14,13,1,0.376,2.213,9.796,2.583875041514038e7,2.583875041514038e7,2.583875041514038e7
50,12,12,1,0.482,2.694,11.223,2.6581637507969927e7,2.6581637507969927e7,2.6581637507969927e7
5,13,11,1,0.428,2.345,10.461,2.5414154168637775e7,2.5414154168637775e7,2.541415416863778e7
6,14,13,1,0.402,1.952,8.74,3.1656117300856065e7,3.1656117300856065e7,3.1656117300856058e7
7,14,13,1,0.552,2.791,12.349,2.7626037794951253e7,2.7626037794951253e7,2.7626037794951245e7
8,8,7,1,0.376,2.385,11.08,2.2253970865077503e7,2.2253970865077503e7,2.2253970865077503e7
9,13,12,1,0.505,2.502,11.362,3.210645231288719e7,3.210645231288719e7,3.2106452312887195e7
