instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,θ_bb,θ_box,θ_pb
10,7,5,1,0.333,2.293,10.293,2.8850271662396558e7,2.8850271662396558e7,2.8850271662396558e7
11,7,8,1,0.328,2.185,10.213,5.561477286201821e6,5.561477286201821e6,5.561477286201822e6
12,11,9,1,0.416,2.619,11.152,2.982144446543923e7,2.982144446543923e7,2.982144446543923e7
13,9,7,1,0.48,2.337,10.137,2.503087047397887e7,2.503087047397887e7,2.5030870473978877e7
14,5,7,1,0.45,2.924,12.822,7.67597112943309e6,7.67597112943309e6,7.675971129433091e6
15,9,7,1,0.365,2.185,10.164,1.3961954691147912e7,1.3961954691147912e7,1.3961954691147912e7
16,5,6,1,0.417,2.712,12.453,1.5886539949926328e7,1.5886539949926328e7,1.5886539949926328e7
17,7,6,1,0.351,2.453,9.598,1.4490715939422533e7,1.4490715939422533e7,1.4490715939422533e7
18,7,5,1,0.345,2.264,10.482,1.6550617739058536e7,1.6550617739058536e7,1.6550617739058534e7
19,12,9,1,0.394,2.216,10.101,2.502270398225791e7,2.502270398225791e7,2.502270398225791e7
1,4,8,1,0.447,2.993,13.52,8.671142468633875e6,8.671142468633875e6,8.671142468633877e6
20,12,9,1,0.486,2.455,10.811,2.4584966723867588e7,2.4584966723867588e7,2.4584966723867588e7
21,6,6,1,0.354,2.2,9.666,2.0788654503854606e7,2.0788654503854606e7,2.0788654503854606e7
22,3,4,1,0.329,2.265,10.36,4.512214869549839e6,4.512214869549839e6,4.512214869549839e6
23,6,6,1,0.327,2.229,10.185,9.417203806293663e6,9.417203806293663e6,9.417203806293665e6
24,3,4,1,0.344,2.42,11.745,8.249054980134761e6,8.249054980134761e6,8.249054980134759e6
25,7,5,1,0.336,2.042,9.734,1.5270185313937977e7,1.5270185313937977e7,1.5270185313937979e7
26,6,6,1,0.346,2.124,9.702,2.2001855314270437e7,2.2001855314270437e7,2.2001855314270437e7
27,6,5,1,0.362,2.432,10.706,8.578581941330781e6,8.578581941330781e6,8.578581941330781e6
28,6,6,1,0.331,2.25,10.171,1.7880366194016173e7,1.7880366194016173e7,1.7880366194016173e7
29,7,7,1,0.334,2.205,10.354,1.4089349317035194e7,1.4089349317035194e7,1.4089349317035193e7
2,6,6,1,0.463,3.098,14.068,1.4791269529160067e7,1.4791269529160067e7,1.479126952916007e7
30,8,8,1,0.37,2.273,10.196,3.0542938962678343e7,3.0542938962678343e7,3.0542938962678354e7
31,4,5,1,0.306,2.176,10.118,2.535611279043439e6,2.535611279043439e6,2.5356112790434393e6
32,6,5,1,0.338,2.133,10.118,1.5977487509242814e7,1.5977487509242814e7,1.5977487509242812e7
33,4,5,1,0.313,2.2,10.376,5.9475773984384835e6,5.9475773984384835e6,5.947577398438484e6
34,8,6,1,0.373,2.43,10.759,1.592567173979282e7,1.592567173979282e7,1.5925671739792824e7
35,7,5,1,0.303,2.123,10.121,1.7273053783157647e7,1.7273053783157647e7,1.727305378315765e7
36,6,5,1,0.359,2.617,11.711,8.267684597371435e6,8.267684597371435e6,8.267684597371437e6
37,5,3,1,0.252,1.944,8.844,1.2974471850335602e7,1.2974471850335602e7,1.2974471850335602e7
38,10,7,1,0.346,2.127,9.602,3.567759017834161e7,3.567759017834161e7,3.567759017834161e7
39,11,10,1,0.406,2.264,9.657,2.941111782038463e7,2.941111782038463e7,2.9409229306655336e7
3,8,5,1,0.377,2.127,9.632,2.004886969363716e7,2.004886969363716e7,2.004886969363716e7
40,9,7,1,0.52,3.044,13.9,3.7989469827869765e7,3.7989469827869765e7,3.7989469827869765e7
41,5,4,1,0.402,2.973,13.478,3.5947978873698905e7,3.5947978873698905e7,3.5947978873698905e7
42,9,7,1,0.451,2.595,11.551,1.7080702566143982e7,1.7080702566143982e7,1.7080702566143986e7
43,7,4,1,0.333,2.155,9.721,1.0549601307779916e7,1.0549601307779916e7,1.0549601307779916e7
44,3,4,1,0.518,3.702,18.534,3.156339397001045e6,3.156339397001045e6,3.1563393970010453e6
45,5,4,1,0.401,2.834,13.171,9.99982857381092e6,9.99982857381092e6,9.99982857381092e6
46,5,5,1,0.432,3.545,15.557,1.3149984724835481e7,1.3149984724835481e7,1.3149984724835485e7
47,11,10,1,0.583,3.136,12.729,3.408704589710038e7,3.408704589710038e7,3.408704589710038e7
48,6,6,1,0.455,3.023,13.377,7.8040469221055675e6,7.8040469221055675e6,7.804046922105567e6
49,9,7,1,0.513,4.518,18.405,2.4146642088017184e7,2.4146642088017184e7,2.4146642088017188e7
4,6,4,1,0.353,2.316,10.531,7.804823790194644e6,7.804823790194644e6,7.8048237901946455e6
50,4,3,1,0.373,3.063,13.879,2.86999716552785e6,2.86999716552785e6,2.86999716552785e6
5,7,8,1,0.412,2.549,11.215,1.2027128749344636e7,1.2027128749344636e7,1.202712874934464e7
6,4,3,1,0.322,2.251,10.111,8.244748131719329e6,8.244748131719329e6,8.244748131719329e6
7,10,7,1,0.418,2.22,9.576,3.1125647913578667e7,3.1125647913578667e7,3.1125647913578667e7
8,5,4,1,0.331,2.292,10.515,4.3366033114446085e6,4.3366033114446085e6,4.336603311444607e6
9,8,6,1,0.525,2.353,9.902,2.976941651669083e7,2.976941651669083e7,2.976941651669084e7
