instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,θ_bb,θ_box,θ_pb
10,24183,53,1,3600.055,3600.072,12.582,2.5268114827893928e7,1.9155962026735242e7,2.5268114827893924e7
11,27367,89,1,3600.173,3600.088,9.086,3.7514312304254256e7,2.9988832475112613e7,3.751431230425426e7
12,33830,131,1,3600.08,3600.071,9.04,9.606329726708308e6,9.492050747997457e6,9.606329726708312e6
13,30775,115,1,3600.065,3600.057,9.711,1.9970048339516852e7,1.862262010820837e7,1.9970048339516863e7
14,6639,44,1,89.931,30.787,9.812,3.7041341837013164e6,3.7041341837013173e6,3.7041341837013173e6
15,25612,93,1,3600.145,3600.059,13.019,3.730575971576966e7,3.1088986276114665e7,3.7305759715769686e7
16,35699,89,1,3600.022,142.909,9.242,4.688100268070837e6,4.6881002680708375e6,4.6881002680708375e6
17,31192,140,1,3600.12,3600.078,10.256,1.5276362464573402e7,1.4698045298584517e7,1.5276362464573402e7
18,33417,131,1,3600.004,3600.121,8.964,1.9849512261507187e7,1.8526466557364523e7,1.9849512261507194e7
19,80141,41,1,2247.595,50.762,11.835,5.288571161267966e6,5.288571161267968e6,5.288571161267968e6
1,30549,119,1,3600.118,3600.066,12.212,1.537311092473045e7,1.3903246180012764e7,1.5373110924730452e7
20,29632,161,1,3600.094,3600.072,11.622,1.3727041256243268e7,1.3470596330381988e7,1.372704125624327e7
21,26813,95,1,3600.158,3600.041,13.06,1.6502212200638073e7,1.4484361611521035e7,1.6502212200638074e7
22,28167,100,1,3600.22,3600.058,9.434,1.464731297406981e7,1.3427357532745983e7,1.4647312974069811e7
23,60741,58,1,3600.081,106.906,12.143,6.102449477375533e6,6.102449477375535e6,6.102449477375536e6
24,43090,114,1,3600.069,1110.972,11.783,8.475563949502094e6,8.475563844103344e6,8.475563949502096e6
25,29819,53,1,3600.12,33.113,12.42,3.2794903123941096e6,3.2794903123941114e6,3.279490312394111e6
26,28948,196,1,3600.077,3600.059,10.33,6.720531235998049e6,6.457350689604513e6,6.720531235998049e6
27,2111,122,1,46.513,3600.039,10.53,8.968397540685602e6,1.273804666217555e7,1.3799343546096552e7
28,50229,73,1,3600.258,119.41,10.441,677959.9155674055,677959.9155680364,677959.9155680363
29,35135,126,1,3600.04,3600.036,9.051,2.056433096863645e7,1.9536641457068283e7,2.0564330968636453e7
2,31068,135,1,3600.249,3600.047,13.359,1.053459441681845e7,1.031963395533774e7,1.0534594416818451e7
30,29489,106,1,3600.129,3600.058,8.83,2.2384081136514794e7,1.9636270250564143e7,2.3169157259002537e7
31,28781,109,1,3600.062,3600.059,9.323,1.99776251213481e7,1.798023490789059e7,1.9977625121348105e7
32,33028,136,1,3600.251,3600.048,9.388,1.798662629779719e7,1.6702249972247628e7,1.7986626297797196e7
33,27643,66,1,3600.233,3600.09,12.438,2.308477603859451e7,1.855935681254332e7,2.319791312358436e7
34,27297,99,1,3600.002,3600.065,12.947,1.548479131790913e7,1.4195018569536394e7,1.5484791317909135e7
35,33990,173,1,3600.089,3600.06,14.422,9.02338598318632e6,8.903119058023615e6,9.143626854155052e6
36,27805,128,1,3600.137,3600.276,13.619,1.3260322878196705e7,1.2652224678723795e7,1.3260322878196709e7
37,29619,139,1,3600.249,3600.071,10.374,1.3260322878196705e7,1.2652229709884673e7,1.3260322878196709e7
38,33157,80,1,3600.027,89.284,9.869,2.600111469746904e6,2.600111469746904e6,2.6001114697469044e6
39,2,1,1,0.291,1.989,9.483,7757.985771461817,7757.985771318898,7757.985771461819
3,28768,64,1,3600.246,3600.073,13.081,2.0332602377096597e7,1.7152911859790888e7,2.0786846298485186e7
40,27310,104,1,3600.016,3600.05,12.556,1.940739354789736e7,1.6635229378272468e7,1.9407393547897365e7
41,10,17,1,0.337,4.17,9.43,621614.7959742454,621614.6731162417,621614.7959742452
42,31026,79,1,3600.208,3600.023,9.086,2.8263798009649567e7,2.3944758578427512e7,2.850424815386029e7
43,30309,69,1,3600.142,3600.067,9.086,3.449544727979924e7,2.739772131039399e7,3.499350659705648e7
44,s,75,1,i,3600.053,10.163,a,3.519218266866954e7,5.4200217020470485e7
45,26788,93,1,3600.189,3600.074,12.0,2.3818269432296854e7,2.16533319578602e7,2.3818269432296854e7
46,27719,76,1,3600.251,3600.12,11.578,2.30437638636046e7,1.8557117834633708e7,2.3286266801514436e7
47,51172,63,1,3600.099,77.664,9.63,6.879289414398801e6,6.879289414398802e6,6.879289414398799e6
48,63986,73,1,3600.003,43.568,9.792,1.065000765989095e6,1.065000699238428e6,1.0650007659897162e6
49,41767,76,1,3600.283,85.862,9.636,8.791464245189434e6,8.566270766676115e6,8.791464245189438e6
4,33805,106,1,3600.038,3600.128,12.317,1.0645837563105598e7,9.569830060939327e6,1.0884915684736887e7
50,39371,41,1,3600.056,15.565,9.526,2.19709071406918e6,2.197090714069855e6,2.197090714069855e6
5,29311,119,1,3600.18,3600.041,9.324,2.188372560476382e7,2.0080625453364722e7,2.188372560476383e7
6,29180,30,1,591.298,20.99,14.599,4.133252230421886e6,4.1332522304218877e6,4.133252230421887e6
7,34110,110,1,3600.065,3600.078,9.075,1.2670746886027075e7,1.1595618879369423e7,1.2790220732537517e7
8,40420,36,1,627.912,21.923,9.554,5.876594153526426e6,5.876594153526427e6,5.876594153526427e6
9,29102,110,1,3600.113,3600.119,9.18,2.5350753804721817e7,2.243591778875111e7,2.535075380472182e7
