instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,θ_bb,θ_box,θ_pb
10,10,8,1,0.423,2.935,13.065,2.5268114827893928e7,2.5268114827893928e7,2.5268114827893924e7
11,8,6,1,0.406,2.555,11.161,3.751717626057387e7,3.751717626057387e7,3.751431230425426e7
12,6,5,1,0.547,3.53,14.683,9.606329726708313e6,9.606329726708313e6,9.606329726708312e6
13,7,6,1,0.415,2.611,12.103,1.9970048339516856e7,1.9970048339516856e7,1.9970048339516863e7
14,6,4,1,0.386,2.678,12.476,3.7041341837013178e6,3.7041341837013178e6,3.7041341837013173e6
15,9,10,1,0.447,2.717,12.594,3.7307030435145825e7,3.7307030435145825e7,3.7305759715769686e7
16,4,4,1,0.246,1.93,9.563,4.6881002680708375e6,4.6881002680708375e6,4.6881002680708375e6
17,5,4,1,0.312,2.127,10.077,1.5276362464573404e7,1.5276362464573404e7,1.5276362464573402e7
18,6,5,1,0.386,2.301,10.788,1.9851281774296988e7,1.9851716504505288e7,1.9849512261507194e7
19,4,4,1,0.37,2.594,12.254,5.288571161267967e6,5.288571161267967e6,5.288571161267968e6
1,4,4,1,0.379,2.775,12.81,1.5373110924730454e7,1.5373110924730454e7,1.5373110924730452e7
20,6,4,1,0.376,2.708,12.89,1.3727041256243274e7,1.3727041256243274e7,1.372704125624327e7
21,6,5,1,0.368,2.467,11.346,1.6502212200638074e7,1.6502212200638074e7,1.6502212200638074e7
22,8,6,1,0.332,2.067,9.853,1.4647312974069815e7,1.4647312974069815e7,1.4647312974069811e7
23,5,4,1,0.513,3.493,11.373,6.102449477375533e6,6.102449477375533e6,6.102449477375536e6
24,5,5,1,0.391,2.604,12.188,8.476433957660431e6,8.47627721946948e6,8.475563949502096e6
25,3,3,1,0.304,2.186,10.145,3.2794903123941105e6,3.2794903123941105e6,3.279490312394111e6
26,5,3,1,0.405,2.723,12.93,6.720531235998049e6,6.720531235998049e6,6.720531235998049e6
27,6,5,1,0.393,2.554,11.875,1.3799343546096552e7,1.3799343546096552e7,1.3799343546096552e7
28,4,2,1,0.325,2.117,10.083,677959.9155680364,677959.9155680364,677959.9155680363
29,6,4,1,0.352,2.45,10.536,2.0564330968636457e7,2.0564330968636457e7,2.0564330968636453e7
2,4,3,1,0.359,2.529,11.946,1.0534594416818451e7,1.0534594416818451e7,1.0534594416818451e7
30,9,7,1,0.304,2.004,9.042,2.3169335314629816e7,2.3169335314629816e7,2.3169157259002537e7
31,6,6,1,0.387,2.66,12.15,1.9979959977742486e7,1.9979959977742486e7,1.9977625121348105e7
32,6,5,1,0.38,2.551,11.864,1.7986626297797196e7,1.7986626297797196e7,1.7986626297797196e7
33,8,6,1,0.448,2.893,12.862,2.3197913123584364e7,2.3197913123584364e7,2.319791312358436e7
34,8,5,1,0.379,2.468,10.864,1.5484791317909135e7,1.5484791317909135e7,1.5484791317909135e7
35,5,4,1,0.288,1.95,9.477,9.14362685415505e6,9.14362685415505e6,9.143626854155052e6
36,7,4,1,0.409,2.748,12.621,1.3260322878196713e7,1.3260322878196713e7,1.3260322878196709e7
37,7,4,1,0.317,1.983,9.472,1.3260322878196713e7,1.3260322878196713e7,1.3260322878196709e7
38,4,8,1,0.285,2.004,9.461,2.600111469746904e6,2.600111469746904e6,2.6001114697469044e6
39,2,1,1,0.285,2.105,10.18,7757.985771461817,7757.985771461817,7757.985771461819
3,7,6,1,0.395,2.547,11.196,2.0788289171558905e7,2.0788289171558905e7,2.0786846298485186e7
40,7,3,1,0.274,1.923,8.98,1.940739354789737e7,1.940739354789737e7,1.9407393547897365e7
41,4,5,1,0.28,1.961,9.003,621614.7959742454,621614.7959742454,621614.7959742452
42,7,5,1,0.301,1.963,8.912,2.8504248153860286e7,2.8504248153860286e7,2.850424815386029e7
43,7,4,1,0.313,1.94,8.992,3.4994979542865515e7,3.4994979542865515e7,3.499350659705648e7
44,14,13,1,0.542,2.225,9.002,5.420207656202943e7,5.420207656202943e7,5.4200217020470485e7
45,9,7,1,0.342,2.147,9.745,2.381895114038682e7,2.3823139052566655e7,2.3818269432296854e7
46,7,6,1,0.314,1.91,8.919,2.328742473246899e7,2.328742473246899e7,2.3286266801514436e7
47,4,4,1,0.425,3.464,14.826,6.879289414398801e6,6.879289414398801e6,6.879289414398799e6
48,5,5,1,0.422,2.597,12.047,1.0650007659897162e6,1.0650007659897162e6,1.0650007659897162e6
49,5,5,1,0.425,2.959,12.146,8.79148191251725e6,8.79342194320666e6,8.791464245189438e6
4,4,3,1,0.291,2.02,9.502,1.0884915684736887e7,1.0884915684736887e7,1.0884915684736887e7
50,3,3,1,0.272,2.162,10.017,2.197090714069855e6,2.197090714069855e6,2.197090714069855e6
5,8,6,1,0.456,2.87,12.928,2.1883725604763824e7,2.1883725604763824e7,2.188372560476383e7
6,5,5,1,0.453,3.027,12.961,4.133252230421886e6,4.133252230421886e6,4.133252230421887e6
7,7,7,1,0.295,2.083,9.331,1.279022073253752e7,1.279022073253752e7,1.2790220732537517e7
8,3,4,1,0.281,2.004,9.573,5.876594153526428e6,5.876594153526428e6,5.876594153526427e6
9,7,5,1,0.42,2.715,12.667,2.5350753804721825e7,2.5350753804721825e7,2.535075380472182e7
