instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,θ_bb,θ_box,θ_pb
10,44578,153,1,3600.057,643.22,12.078,1.7151669855690982e7,1.4657095568457488e7,1.756741265914151e7
11,56903,96,1,3600.052,68.517,12.859,1.562400317151761e7,1.3683195516606178e7,1.6533743785511628e7
12,41822,157,1,3600.141,479.401,12.543,1.5736324651875157e7,1.2840107183821982e7,1.6025932037764836e7
13,40728,188,1,3600.087,940.69,12.13,2.949642762703117e7,2.3673340753363818e7,2.9623017516042884e7
14,86019,101,1,3600.064,147.613,8.977,1.3155410548040908e7,1.2251639326738514e7,1.4661695188658902e7
15,50004,111,1,3600.061,96.491,11.311,1.74046415802418e7,1.498416951884551e7,1.7865683877650615e7
16,47886,76,1,859.266,25.745,11.571,1.2501449894863758e7,1.2501449894863755e7,1.5001665085602349e7
17,46072,73,1,732.296,21.935,10.074,1.324082915083849e7,1.3237583903911253e7,1.6215869989027029e7
18,47855,136,1,3600.154,187.253,10.125,2.075506880268888e7,1.6391969529407207e7,2.099091621098501e7
19,42371,160,1,3600.02,530.504,12.162,2.2473243557380438e7,1.7759499804632913e7,2.2582865635448687e7
1,53799,143,1,3600.06,213.436,10.874,1.889988602984799e7,1.6440358229639173e7,1.9806027850977555e7
20,50712,105,1,3600.128,109.361,11.482,1.7236284423766643e7,1.4460053837883253e7,1.7930342058261074e7
21,146299,73,1,3600.001,37.48,12.628,9.955056472275637e6,9.852436412310189e6,1.2212813094219891e7
22,55905,124,1,3600.008,128.654,8.762,1.6185765980417712e7,1.393491286744522e7,1.6721699744981954e7
23,45248,93,1,3600.04,97.249,13.478,1.8984733332453504e7,1.5125493790233526e7,1.9297646799615644e7
24,43178,128,1,3600.112,313.846,12.699,1.759580315061512e7,1.4469332792358639e7,1.805744058807764e7
25,44829,129,1,3600.008,315.299,13.066,2.129722406612514e7,1.7655841910953846e7,2.151791389371128e7
26,52208,108,1,837.683,51.054,11.543,1.205325414004251e7,1.2053254140042508e7,1.4531438658218998e7
27,48512,158,1,3600.107,305.189,8.312,1.9481103556507573e7,1.6437271800053682e7,1.9724611256591167e7
28,49171,136,1,3600.046,269.995,8.892,1.2258252211277083e7,1.0290995237722281e7,1.2485243400533406e7
29,44744,94,1,3600.059,75.325,13.502,1.804130897526765e7,1.5163769976780131e7,1.870535300007749e7
2,40193,180,1,3600.099,1734.497,13.383,2.657549122828725e7,2.2297555068107694e7,2.6834748583927847e7
30,46407,134,1,3600.034,323.878,8.956,2.0717395096092403e7,1.710938927569799e7,2.0950169665150113e7
31,45852,96,1,3600.021,84.498,12.179,1.4793308737125538e7,1.3799136815909078e7,1.6669282557233777e7
32,47487,118,1,3600.061,141.461,12.244,1.5352933324313525e7,1.3378611682084253e7,1.6119985430271104e7
33,47451,153,1,3600.009,213.226,9.424,1.9241388932786e7,1.6100790046403583e7,1.9543517547950372e7
34,54723,92,1,3600.121,31.089,9.065,1.5226605519278089e7,1.2884271286207495e7,1.6267712622317923e7
35,47123,121,1,3600.008,406.802,9.492,2.1489884793280207e7,1.807901628402595e7,2.1830988882965446e7
36,33716,92,1,480.631,32.615,9.748,1.096844855649334e7,1.0968448556493342e7,1.3184152778498191e7
37,249307,72,1,3600.001,21.864,10.483,1.2899548416279186e7,1.278122609689924e7,1.5266401285330895e7
38,60013,105,1,3600.07,72.629,8.797,1.603770943541563e7,1.3936254400320424e7,1.6480121008501142e7
39,120372,119,1,3168.368,72.916,8.911,1.2101612904489564e7,1.2101612806381702e7,1.3736888110685756e7
3,97442,81,1,3092.334,64.29,11.059,1.0048057299837336e7,1.0048057299837334e7,1.2305929476883752e7
40,43288,125,1,3600.052,140.587,13.339,2.2138844916100033e7,1.7574461058447395e7,2.2367064108982667e7
41,46365,134,1,3600.107,229.925,11.425,2.9288283229504492e7,2.3136731174756356e7,2.968948766616989e7
42,46041,115,1,3600.103,204.996,11.052,2.2751822285405785e7,1.8318274766088482e7,2.333519609352541e7
43,53810,168,1,3600.091,342.284,8.781,1.6648980983699223e7,1.3997919875388063e7,1.686106587236412e7
44,44790,2031,1,3600.109,3600.038,10.341,1.812922320702956e7,1.436665427558515e7,1.8585292695777483e7
45,47223,128,1,3600.042,110.443,9.085,1.2193895706947694e7,9.90250469332883e6,1.2521228495292513e7
46,48156,136,1,3600.08,189.52,9.071,1.3644328360030778e7,1.1266092039217452e7,1.3894680112571081e7
47,48973,143,1,3600.071,512.496,8.778,2.559166576073024e7,2.1683698002419025e7,2.6095919665028468e7
48,16900,58,1,162.0,14.767,12.104,1.0883501552893724e7,1.088058219528819e7,1.3333887245770276e7
49,54987,116,1,3600.156,191.657,8.678,2.2443544786931813e7,1.8551745717092775e7,2.296245132957702e7
4,88764,106,1,3026.704,69.531,12.841,1.0708382890122788e7,1.0708382841101877e7,1.3136868014639717e7
50,64038,106,1,1144.329,80.09,9.062,1.249562845931478e7,1.2495628459314782e7,1.4444401010831822e7
5,58291,113,1,3600.109,131.116,11.952,1.7957466364705075e7,1.60005533072331e7,1.9338704064695735e7
6,45428,113,1,3600.095,203.386,11.963,2.109401617289523e7,1.7187836468587335e7,2.142883552717452e7
7,100754,103,1,3559.633,90.904,12.35,1.0443340439839512e7,1.0443340391960954e7,1.2071960271388063e7
8,63107,98,1,3600.058,56.49,12.351,1.3063730402800757e7,1.2162815312462049e7,1.486556058347817e7
9,47408,155,1,3600.146,421.047,9.399,2.2076789695347432e7,1.8246321838805627e7,2.2278393266744364e7
