instance,it_bb,it_box,p_true_pb,runtime_bb,runtime_box,runtime_pb,zeta_box,θ_bb,θ_box,θ_pb
10,20259,46,1,3600.059,3600.036,9.102,9.866666666666642,1.0e20,1.7502309228053123e7,3.852658643046284e7
11,18144,42,1,3600.062,3600.044,9.713,11.307692307692307,1.0e20,1.5876788937932221e7,3.474976555172504e7
12,20384,40,1,3600.176,3600.042,10.299,13.333333333333334,1.0e20,1.7089773868585814e7,3.8600054148320496e7
13,20555,39,1,3600.036,3600.051,10.757,13.222222222222221,1.0e20,1.8033909586869948e7,4.03603456405874e7
14,23223,46,1,3600.14,3600.053,9.018,8.90909090909091,1.0e20,1.5336733548306404e7,3.0551858121240586e7
15,21410,39,1,3600.203,3600.042,9.035,12.09090909090909,1.0e20,1.500802070670608e7,3.3910277063147716e7
16,23908,40,1,3600.055,3600.04,9.298,11.769230769230743,1.0e20,1.7150524731354233e7,3.3466745317785364e7
17,23128,37,1,3600.002,3600.023,9.02,10.153846153846153,1.4275081115790602e7,1.1145030502158146e7,2.3540440075627048e7
18,19676,43,1,3600.028,3600.023,11.901,13.333333333333334,1.0e20,1.6995301267326422e7,3.587751097153891e7
19,19211,40,1,3600.127,3600.027,11.054,9.615384615384615,1.0e20,1.5872890853662124e7,3.4433428932090074e7
1,24290,39,1,3600.173,3600.02,9.151,10.0,2.2067616878063265e7,1.1831642556654507e7,2.2067616878063265e7
20,22460,46,1,3600.184,3600.025,9.588,10.92307692307692,1.0e20,1.3393059856623022e7,2.9068445398239322e7
21,19886,45,1,3600.149,3600.048,9.404,9.769230769230768,1.0e20,1.1535971540060192e7,2.3362408956677094e7
22,23627,48,1,3600.099,3600.053,9.813,10.0,2.1130770105375618e7,1.2209568962282242e7,2.113077010537562e7
23,20268,42,1,3600.103,3600.027,9.006,13.916666666666666,1.0e20,2.0128397732195772e7,5.262133725016698e7
24,17680,43,1,3600.183,3600.025,10.283,10.846153846153847,1.0e20,1.7616497997419387e7,4.3428194966687836e7
25,20252,39,1,3600.194,3600.034,19.229,11.7,1.0e20,1.6230932254230803e7,3.770389639974575e7
26,22260,43,1,3600.144,3600.034,8.993,12.266666666666666,1.0e20,1.5210354444291476e7,3.0884256044282243e7
27,21985,36,1,3600.021,3600.043,10.369,10.500000374712883,1.8720692667751156e7,1.0778911723015305e7,1.8720692667751163e7
28,23802,36,1,3600.072,3600.059,9.622,6.769230769230768,1.7555770056056e7,1.0100807357538547e7,1.7555770056055997e7
29,23519,41,1,3600.002,3600.038,9.122,10.0,2.0022007844869398e7,1.6257110717283985e7,3.184168313194398e7
2,23091,42,1,3600.067,3600.043,9.11,10.0,1.0e20,1.2945127515476717e7,2.6608093266653184e7
30,23266,42,1,3600.217,3600.041,9.051,11.416666666666737,1.0e20,1.3942832951121733e7,3.0695764125462983e7
31,21688,40,1,3600.001,3600.034,9.239,11.5,2.34813271517099e7,1.94597138855268e7,3.450798132336682e7
32,18147,45,1,3600.171,3600.046,9.394,8.2,1.0e20,1.4811467134675657e7,3.1239759699581634e7
33,22438,43,1,3600.164,3600.031,9.84,12.0,1.0e20,1.4012726320540007e7,2.7773682517592624e7
34,19451,36,1,3600.129,3600.045,9.578,12.8,1.0e20,2.140762310063787e7,4.953512873899473e7
35,22565,38,1,3600.143,3600.046,9.129,12.333333333333334,1.0e20,1.7460769504362393e7,3.677002956409578e7
36,17645,39,1,3600.316,3600.061,9.185,11.571428571428571,1.0e20,1.91497313617063e7,4.0688896965478316e7
37,24126,46,1,3600.138,3600.033,9.121,13.000000000000002,1.0e20,1.921543207967781e7,4.0276706615649745e7
38,21066,41,1,3600.059,3600.028,9.192,12.75,1.0e20,2.1600508976725776e7,4.804370849560823e7
39,16225,44,1,3600.2,3600.054,10.637,14.076923076923043,1.0e20,1.9730757891450822e7,4.305857355621829e7
3,17462,41,1,3600.182,3600.03,10.734,14.333333333333293,1.0e20,2.2846847756925374e7,5.6429779848744035e7
40,20667,42,1,3600.227,3600.036,10.1,12.928571428571429,1.0e20,1.7176136848895956e7,3.760383354774745e7
41,22701,48,1,3600.098,3600.032,13.087,10.166666666666666,1.0e20,1.7523700447870575e7,3.817475719179552e7
42,21326,44,1,3600.117,3600.048,9.421,11.083333333333334,1.0e20,1.8598244715326913e7,3.811252523461838e7
43,24029,50,1,3600.112,3600.041,13.278,10.933333333333334,2.922119043987259e7,1.5834170792254359e7,2.9221190439872585e7
44,20754,41,1,3600.18,3600.05,10.932,11.0,1.0e20,1.5622179695776233e7,3.2544947841689713e7
45,20258,40,1,3600.209,3600.038,12.163,14.214285714285715,1.0e20,1.85161501188019e7,4.339765311953627e7
46,20834,41,1,3600.165,3600.028,9.63,12.727272727272728,1.0e20,1.720120698267416e7,3.524354695576886e7
47,20148,40,1,3600.095,3600.043,9.232,12.7,1.0e20,1.8449787207314942e7,4.215085106340996e7
48,18670,44,1,3600.001,3600.039,11.426,10.583333333333332,1.8763745448034015e7,1.8023005329385396e7,3.962384034422545e7
49,18363,35,1,3600.07,3600.066,12.253,14.615384615384615,3.830341004664973e7,1.9152577229633912e7,3.830341004664974e7
4,20410,43,1,3600.221,3600.041,10.562,12.692307692307693,1.0e20,2.1670394079536334e7,4.79930269230789e7
